utime,ax,ay,az,orientation_1,orientation_2,orientation_3,orientation_4,px,py,pz,rotation_rate_x,rotation_rate_y,rotation_rate_z,vx,vy,vz
1538984233550021.0,0.07004907045594774,-1.2681704049870155,9.777378889138635,0.7972771936782017,0.0,0.0,-0.6036133501179469,715.6889121466044,1810.036635514847,0.0,-0.0029486422426998615,-0.0053701382130384445,-0.35570523142814636,4.083260119318849,0.0,0.0
1538984233570062.0,0.06558376400798996,-1.2758520505892454,9.823429429792093,0.7951454177344895,0.0,0.0,-0.6064188030196986,715.7100235808277,1809.9592287994114,0.0,0.005549364723265171,-0.002828910481184721,-0.35899990797042847,4.090307482074823,0.0,0.0
1538984233590262.0,0.05321561136769138,-1.2845612525938552,9.8740846536555,0.7928956660333905,0.0,0.0,-0.6093574179293022,715.7305209096165,1809.8799192130723,0.0,0.010278860107064247,-0.003165417816489935,-0.3596309721469879,4.096851973346165,0.0,0.0
1538984233609416.0,0.052924953052080614,-1.292886904769918,9.92769475299691,0.7907400253034628,0.0,0.0,-0.612152115395413,715.749374784823,1809.8043995849196,0.0,0.01503464113920927,-0.0032894075848162174,-0.3570515215396881,4.102126747722347,0.0,0.0
1538984233629688.0,0.048799451818383,-1.3091053115116955,9.970223508056765,0.7884398483339488,0.0,0.0,-0.6151118642646555,715.7688687545949,1809.7241633487552,0.0,0.01825733110308647,0.0005867856671102345,-0.35741591453552246,4.106559812535654,0.0,0.0
1538984233650081.0,0.03661686060652845,-1.3279400429461605,10.001314181248885,0.7861414396790307,0.0,0.0,-0.6180466299717045,715.7868234260342,1809.6464661078526,0.0,0.02377502992749214,0.001695698476396501,-0.3538663387298584,4.110903077519956,0.0,0.0
1538984233670061.0,0.027912730539170982,-1.3286877594526991,10.038989198645181,0.7840144152422877,0.0,0.0,-0.6207426171065539,715.8041020463838,1809.5705899480213,0.0,0.02561851404607296,0.009165311232209206,-0.3524203896522522,4.114718634315495,0.0,0.0
1538984233689843.0,0.01069598466115833,-1.3246079644303206,10.057746865866118,0.7817952566246285,0.0,0.0,-0.6235352249225632,715.8209526039244,1809.4940478974802,0.0,0.02416989766061306,0.012328213080763817,-0.3497822880744934,4.1167798308108035,0.0,0.0
1538984233710076.0,-0.006163972601362099,-1.3219471167775034,10.042035241545651,0.7795250244886769,0.0,0.0,-0.6263710850573546,715.8377134068317,1809.4154503790055,0.0,0.023190315812826157,0.014081940054893494,-0.348430335521698,4.117209863321838,0.0,0.0
1538984233729860.0,-0.02564441840750741,-1.3029607612164182,10.01135233048248,0.7773117297648121,0.0,0.0,-0.6291156290937586,715.8536074672443,1809.338277441066,0.0,0.021646011620759964,0.01726534031331539,-0.3484014868736267,4.116558578942928,0.0,0.0
1538984233750238.0,-0.043710159331076574,-1.2735650885149934,9.960854125236956,0.7750079184515892,0.0,0.0,-0.6319515221417975,715.8689317842067,1809.2616488629087,0.0,0.01820690557360649,0.01480658259242773,-0.3488117754459381,4.1156586563519895,0.0,0.0
1538984233770106.0,-0.06096735924368969,-1.2448729486175545,9.89947526744944,0.7728845650002705,0.0,0.0,-0.6345466485486647,715.8835993398446,1809.1872120914204,0.0,0.009065263904631138,0.011512212455272675,-0.3510879874229431,4.115998445329629,0.0,0.0
1538984233790266.0,-0.07309818307423818,-1.2027308441296471,9.84966306066067,0.7706519574158316,0.0,0.0,-0.6372562753956584,715.8980218878112,1809.1108372530985,0.0,0.006616994738578796,0.011331165209412575,-0.3521561622619629,4.1176282318782995,0.0,0.0
1538984233810044.0,-0.07965794653384486,-1.1616925906106346,9.802375965015077,0.7683336551135658,0.0,0.0,-0.6400495249743009,715.913057348287,1809.029952125737,0.0,0.004596657119691372,0.011774804443120956,-0.35451358556747437,4.119176814526234,0.0,0.0
1538984233829497.0,-0.0788250764323509,-1.1203688318338185,9.75859948438334,0.7660368156039304,0.0,0.0,-0.6427966996954713,715.9272841520971,1808.9501581053962,0.0,0.004007483832538128,0.010437678545713425,-0.3560379445552826,4.121139745073599,0.0,0.0
1538984233849472.0,-0.07594967921922663,-1.0923557622165025,9.71156674977646,0.7636615095170715,0.0,0.0,-0.6456168359655035,715.9401894471223,1808.870074723285,0.0,-0.00034012628020718694,0.012279583141207695,-0.35818997025489807,4.123377351488187,0.0,0.0
1538984233870060.0,-0.07171058155904309,-1.0754792170946672,9.64358029639338,0.7613364690072731,0.0,0.0,-0.6483569857412947,715.9532023505374,1808.7879528031694,0.0,-0.009700659662485123,0.009051102213561535,-0.35956233739852905,4.125328864738684,0.0,0.0
1538984233890243.0,-0.07652305330843023,-1.066865921026764,9.576065226737379,0.7589053550675385,0.0,0.0,-0.6512009383053846,715.9661677133377,1808.7052963776957,0.0,-0.01773993857204914,0.005566542502492666,-0.3615935146808624,4.126622544748209,0.0,0.0
1538984233910237.0,-0.08817320559553846,-1.0681837565499306,9.547861673872086,0.7564762785379835,0.0,0.0,-0.6540211311642179,715.9784458930048,1808.623210003607,0.0,-0.031233567744493484,0.003766958136111498,-0.35998398065567017,4.126543781977232,0.0,0.0
1538984233929892.0,-0.09042965897596986,-1.072928052209044,9.538052516152385,0.7540816964290674,0.0,0.0,-0.6567806293661985,715.9899258825566,1808.5423598812124,0.0,-0.03674670308828354,0.0016980633372440934,-0.35911908745765686,4.126959748128941,0.0,0.0
1538984233950802.0,-0.08145783034404568,-1.0866470077789667,9.53599215064822,0.7515063666216757,0.0,0.0,-0.6597258376985757,716.0015835431572,1808.4548400312046,0.0,-0.04315047711133957,-0.0009112983243539929,-0.35859215259552,4.129108212255714,0.0,0.0
1538984233970128.0,-0.08349899703085635,-1.1000388798919836,9.528127590520436,0.7492766264385448,0.0,0.0,-0.6622571532817697,716.0120063726297,1808.3743787789367,0.0,-0.041715145111083984,-0.0059813521802425385,-0.35455358028411865,4.131936989835351,0.0,0.0
1538984233990130.0,-0.08474138376257499,-1.1166823649342537,9.535902077738802,0.7469083648013288,0.0,0.0,-0.6649269844049083,716.0221058284677,1808.290818487927,0.0,-0.035418104380369186,-0.005630443803966045,-0.35324016213417053,4.134748575953471,0.0,0.0
1538984234010070.0,-0.11737747040254588,-1.1431371212065111,9.581249689229923,0.7443897714568183,0.0,0.0,-0.6677453617588563,716.0312949770466,1808.2050854558831,0.0,-0.02741888538002968,-0.006984536536037922,-0.35124409198760986,4.136612407908054,0.0,0.0
