utime,value
1538984233550035.0,-3.3649947978450627
1538984233560654.0,-3.3649947978450627
1538984233570095.0,-3.3649947978450627
1538984233579786.0,-3.3649947978450627
1538984233590302.0,-3.3649947978450627
1538984233600098.0,-3.3649947978450627
1538984233610407.0,-3.3649947978450627
1538984233620078.0,-3.3649947978450627
1538984233629695.0,-3.3649947978450627
1538984233639766.0,-3.3649947978450627
1538984233650089.0,-3.3649947978450627
1538984233659849.0,-3.3649947978450627
1538984233670071.0,-3.3649947978450627
1538984233680865.0,-3.3649947978450627
1538984233689866.0,-3.3649947978450627
1538984233700447.0,-3.366740127097055
1538984233710092.0,-3.366740127097055
1538984233719808.0,-3.3649947978450627
1538984233729869.0,-3.3649947978450627
1538984233739824.0,-3.366740127097055
1538984233750250.0,-3.3649947978450627
1538984233760667.0,-3.3649947978450627
1538984233770134.0,-3.3649947978450627
1538984233780104.0,-3.3649947978450627
1538984233790330.0,-3.3649947978450627
1538984233799802.0,-3.3649947978450627
1538984233810050.0,-3.3649947978450627
1538984233820196.0,-3.3649947978450627
1538984233830458.0,-3.366740127097055
1538984233839937.0,-3.366740127097055
1538984233850458.0,-3.3649947978450627
1538984233859840.0,-3.3649947978450627
1538984233870074.0,-3.3649947978450627
1538984233890266.0,-3.3649947978450627
1538984233899853.0,-3.3649947978450627
1538984233910263.0,-3.366740127097055
1538984233919987.0,-3.3649947978450627
1538984233929905.0,-3.366740127097055
1538984233939831.0,-3.366740127097055
1538984233950841.0,-3.3649947978450627
1538984233959772.0,-3.3649947978450627
1538984233970155.0,-3.3649947978450627
1538984233979543.0,-3.366740127097055
1538984233990152.0,-3.3649947978450627
1538984233999700.0,-3.366740127097055
1538984234010083.0,-3.3649947978450627
1538984234019816.0,-3.366740127097055
1538984234029816.0,-3.3649947978450627
1538984234040192.0,-3.3649947978450627
1538984234049545.0,-3.3649947978450627
1538984234060206.0,-3.366740127097055
1538984234069812.0,-3.366740127097055
1538984234079764.0,-3.366740127097055
1538984234090288.0,-3.3649947978450627
1538984234099737.0,-3.3649947978450627
1538984234110272.0,-3.366740127097055
1538984234119849.0,-3.366740127097055
1538984234130222.0,-3.3649947978450627
1538984234139832.0,-3.366740127097055
1538984234150042.0,-3.3649947978450627
1538984234159802.0,-3.3649947978450627
1538984234170043.0,-3.366740127097055
1538984234179873.0,-3.3649947978450627
1538984234190179.0,-3.3649947978450627
1538984234199651.0,-3.3649947978450627
1538984234210194.0,-3.3649947978450627
1538984234219771.0,-3.3649947978450627
1538984234229760.0,-3.3649947978450627
1538984234239841.0,-3.3649947978450627
1538984234250025.0,-3.3649947978450627
1538984234260005.0,-3.3649947978450627
1538984234270408.0,-3.366740127097055
1538984234290066.0,-3.3649947978450627
1538984234299737.0,-3.3649947978450627
1538984234309534.0,-3.3649947978450627
1538984234319799.0,-3.3649947978450627
1538984234329984.0,-3.366740127097055
1538984234340345.0,-3.3649947978450627
1538984234350045.0,-3.3649947978450627
1538984234359747.0,-3.3649947978450627
1538984234370065.0,-3.3649947978450627
1538984234379761.0,-3.3649947978450627
1538984234390262.0,-3.36324946859307
1538984234399839.0,-3.3649947978450627
1538984234410301.0,-3.36324946859307
1538984234419741.0,-3.36324946859307
1538984234430237.0,-3.361504139341077
1538984234439780.0,-3.361504139341077
1538984234450026.0,-3.3597588100890845
1538984234459791.0,-3.3597588100890845
1538984234470022.0,-3.3580134808370836
1538984234490430.0,-3.3545228223330983
1538984234499990.0,-3.3527774930811054
1538984234510074.0,-3.351032163829113
1538984234519815.0,-3.349286834577112
1538984234529727.0,-3.3457961760731267
1538984234539796.0,-3.344050846821134
1538984234550096.0,-3.3405601883171405
1538984234559471.0,-3.3370695298131547
1538984234570075.0,-3.3335788713091694
1538984234579742.0,-3.330088212805176
1538984234590240.0,-3.3265975543011908
1538984234599743.0,-3.3213615665452045
1538984234609983.0,-3.3178709080412188
1538984234619797.0,-3.3143802495372254
1538984234630314.0,-3.31088959103324
1538984234639778.0,-3.305653603277254
1538984234649358.0,-3.3004176155212757
1538984234659752.0,-3.2951816277652894
1538984234669992.0,-3.2899456400093112
1538984234679834.0,-3.282964323001332
1538984234690208.0,-3.2759830059933535
1538984234699919.0,-3.2690016889853744
1538984234709425.0,-3.2620203719773957
1538984234720053.0,-3.2567843842214175
1538984234729714.0,-3.2498030672134384
1538984234739881.0,-3.2428217502054597
1538984234750002.0,-3.2340951039454877
1538984234759787.0,-3.227113786937509
1538984234769406.0,-3.2183871406775375
1538984234779756.0,-3.2096604944175655
1538984234790222.0,-3.200933848157594
1538984234799809.0,-3.193952531149623
1538984234809981.0,-3.1852258848896513
1538984234819887.0,-3.1782445678816726
1538984234829682.0,-3.167772592369708
1538984234840185.0,-3.160791275361729
1538984234849594.0,-3.1520646291017576
1538984234860237.0,-3.143337982841786
1538984234870020.0,-3.136356665833807
1538984234880159.0,-3.1293753488258282
1538984234890181.0,-3.122394031817849
1538984234899847.0,-3.117158044061871
1538984234910024.0,-3.1084313978018994
1538984234919918.0,-3.104940739297906
1538984234929437.0,-3.099704751541928
1538984234940043.0,-3.0944687637859416
1538984234949992.0,-3.090978105281956
1538984234959838.0,-3.08574211752597
1538984234969955.0,-3.0822514590219843
1538984234979781.0,-3.078760800517991
1538984234989400.0,-3.0752701420140056
1538984235000022.0,-3.0700341542580194
1538984235009965.0,-3.0665434957540336
1538984235019784.0,-3.0630528372500483
1538984235029665.0,-3.057816849494062
1538984235039860.0,-3.0508355324860834
1538984235050004.0,-3.0438542154781043
1538984235060268.0,-3.036872898470133
1538984235069623.0,-3.0281462522101616
1538984235080422.0,-3.017674276698189
1538984235099712.0,-3.000220984178246
1538984235109983.0,-2.9897490086662817
1538984235119765.0,-2.977531703902325
1538984235129701.0,-2.9653143991383595
1538984235139210.0,-2.954842423626395
1538984235149665.0,-2.942625118862438
1538984235160184.0,-2.9286624848464804
1538984235169963.0,-2.916445180082523
1538984235179768.0,-2.9059732045705586
1538984235190218.0,-2.895501229058586
1538984235199827.0,-2.8850292535466218
1538984235209517.0,-2.871066619530672
1538984235220022.0,-2.8623399732707004
1538984235229592.0,-2.8501226685067356
1538984235239729.0,-2.8379053637427782
1538984235250088.0,-2.827433388230814
1538984235259892.0,-2.815216083466849
1538984235269975.0,-2.8047441079548845
1538984235280715.0,-2.792526803190927
1538984235290058.0,-2.7803094984269623
1538984235299681.0,-2.769837522914998
1538984235309980.0,-2.7611108766550263
1538984235319825.0,-2.748893571891069
1538984235329693.0,-2.7384215963790965
1538984235339803.0,-2.727949620867132
1538984235349358.0,-2.7139869868511823
1538984235359880.0,-2.7017696820872175
1538984235369351.0,-2.68955237732326
1538984235379939.0,-2.6773350725592953
1538984235389970.0,-2.665117767795338
1538984235399781.0,-2.652900463031381
1538984235409999.0,-2.6371924997634304
1538984235419452.0,-2.6214845364954797
1538984235429726.0,-2.605776573227529
1538984235439411.0,-2.588323280707586
1538984235449991.0,-2.5708699881876425
1538984235459817.0,-2.5551620249196922
1538984235469972.0,-2.5394540616517496
1538984235480422.0,-2.525491427635792
1538984235490195.0,-2.509783464367841
1538984235499521.0,-2.4923301718478976
1538984235510101.0,-2.4748768793279545
1538984235519737.0,-2.4556782575560185
1538984235529642.0,-2.438224965036075
1538984235539761.0,-2.422517001768125
1538984235550022.0,-2.4050637092481812
1538984235559848.0,-2.3928464044842244
1538984235569429.0,-2.375393111964281
1538984235579902.0,-2.356194490192345
1538984235589534.0,-2.340486526924394
1538984235599776.0,-2.324778563656444
1538984235609944.0,-2.3108159296404858
1538984235619713.0,-2.296853295624536
1538984235629611.0,-2.2828906616085782
1538984235639426.0,-2.2689280275926285
1538984235649788.0,-2.260201381332657
1538984235659296.0,-2.2497294058206845
1538984235669840.0,-2.23925743030872
1538984235679840.0,-2.2305307840487485
1538984235689222.0,-2.2235494670407694
1538984235699826.0,-2.2165681500327987
1538984235709930.0,-2.2078415037728267
1538984235719631.0,-2.2026055160168405
1538984235730060.0,-2.1973695282608547
1538984235739688.0,-2.1921335405048765
1538984235749939.0,-2.1868975527488903
1538984235759732.0,-2.1834068942449045
1538984235769906.0,-2.179916235740911
1538984235779791.0,-2.176425577236926
1538984235789404.0,-2.17293491873294
1538984235799981.0,-2.1694442602289468
1538984235809574.0,-2.1659536017249614
1538984235819842.0,-2.160717613968975
1538984235829616.0,-2.155481626212997
1538984235839814.0,-2.148500309205018
1538984235849910.0,-2.1397736629450463
1538984235859517.0,-2.129301687433082
1538984235869863.0,-2.117084382669117
1538984235879281.0,-2.1048670779051597
1538984235889825.0,-2.090904443889202
1538984235899673.0,-2.076941809873252
1538984235909881.0,-2.0612338466053015
1538984235919730.0,-2.0437805540853584
1538984235929526.0,-2.026327261565415
1538984235939842.0,-2.0088739690454718
1538984235959979.0,-1.9704767255015918
1538984235969850.0,-1.9512781037296556
1538984235979797.0,-1.9355701404617052
1538984235989205.0,-1.9128808601857836
1538984235999758.0,-1.891936909161847
1538984236009188.0,-1.8727382873899108
1538984236019780.0,-1.8535396656179748
1538984236029446.0,-1.8343410438460388
1538984236039730.0,-1.8133970928221022
1538984236049841.0,-1.794198471050166
1538984236059771.0,-1.7732545200262373
1538984236069833.0,-1.7592918860102795
1538984236080519.0,-1.7418385934903362
1538984236089790.0,-1.7226399717184
1538984236099363.0,-1.703441349946464
1538984236109851.0,-1.6824973989225274
1538984236119736.0,-1.6632987771505914
1538984236129598.0,-1.645845484630648
1538984236139717.0,-1.6283921921107047
1538984236149594.0,-1.6144295580947547
1538984236159408.0,-1.5952309363228108
1538984236169829.0,-1.5777776438028677
1538984236179468.0,-1.5603243512829243
1538984236189240.0,-1.542871058762981
1538984236199802.0,-1.5271630954950384
1538984236209809.0,-1.509709802975095
1538984236219677.0,-1.4957471689591373
1538984236228940.0,-1.478293876439194
1538984236239387.0,-1.4660765716752369
1538984236248873.0,-1.452113937659279
1538984236259722.0,-1.438151303643321
1538984236269815.0,-1.4241886696273713
1538984236279729.0,-1.4119713648634062
1538984236289172.0,-1.4014993893514418
1538984236299818.0,-1.3892820845874847
1538984236309150.0,-1.3788101090755203
1538984236319052.0,-1.3700834628155487
1538984236329595.0,-1.361356816555577
1538984236339742.0,-1.349139511791612
1538984236349784.0,-1.3386675362796476
1538984236359718.0,-1.3264502315156905
1538984236369632.0,-1.3142329267517254
1538984236379237.0,-1.3002702927357754
1538984236389538.0,-1.2863076587198177
1538984236399245.0,-1.2705996954518672
1538984236409753.0,-1.2548917321839166
1538984236419780.0,-1.2374384396639733
1538984236429498.0,-1.21998514714403
1538984236439711.0,-1.1990411961201013
1538984236448996.0,-1.179842574348165
1538984236459577.0,-1.1588986233242284
1538984236469119.0,-1.136209343048307
1538984236479723.0,-1.1135200627723776
