utime,FL_wheel_speed,FR_wheel_speed,RL_wheel_speed,RR_wheel_speed,longitudinal_accel,odom_speed,odom,meanEffTorque,pedal_cc,regen,requestedTorqueAfterProc,transversal_accel,left_solar,right_solar,steer_corrected,steer_offset_can,steer_raw
1538984233551188.0,138.3189,121.5138,133.6485,117.7608,-0.09999999999999964,14.0,120.0,10.0,81.0,0.0,-380.5,-0.6759999999999877,0.0,0.0,-192.79999999999973,-13.300000000000182,-206.0999999999999
1538984233560752.0,138.3189,121.5138,133.6485,117.7608,-0.09999999999999964,14.0,120.0,9.5,77.0,0.0,-380.5,-0.6759999999999877,0.0,0.0,-192.79999999999973,-13.300000000000182,-206.0999999999999
1538984233571177.0,137.8602,121.2636,134.6076,117.9693,-0.14999999999999858,14.0,120.0,9.0,77.0,0.0,-380.5,-0.6680000000000064,0.0,0.0,-192.79999999999973,-13.300000000000182,-206.0999999999999
1538984233579907.0,137.8602,121.2636,134.6076,117.9693,-0.14999999999999858,14.0,120.0,8.5,65.0,0.0,-384.5,-0.6680000000000064,0.0,0.0,-192.79999999999973,-13.300000000000182,-206.0999999999999
1538984233591386.0,137.8602,121.2636,133.8987,117.5106,-0.09999999999999964,14.0,40.0,8.0,64.0,0.0,-384.5,-0.6599999999999966,0.0,0.0,-192.79999999999973,-13.300000000000182,-206.0999999999999
1538984233600299.0,137.8602,121.2636,133.8987,117.5106,-0.09999999999999964,14.0,40.0,7.0,56.0,0.0,-388.5,-0.6599999999999966,0.0,0.0,-192.79999999999973,-13.300000000000182,-206.0999999999999
1538984233611488.0,138.1104,121.5138,134.1072,118.428,-0.09999999999999964,14.0,40.0,6.5,56.0,0.0,-388.5,-0.6479999999999961,0.0,0.0,-192.79999999999973,-13.300000000000182,-206.0999999999999
1538984233620148.0,138.1104,121.5138,134.1072,118.428,-0.09999999999999964,14.0,40.0,5.5,47.0,0.0,-390.5,-0.6479999999999961,0.0,0.0,-192.79999999999973,-13.300000000000182,-206.0999999999999
1538984233631931.0,138.1104,121.7223,134.1072,117.7608,-0.14999999999999858,14.0,40.0,4.5,47.0,0.0,-390.5,-0.6399999999999864,0.0,0.0,-192.79999999999973,-13.300000000000182,-206.0999999999999
1538984233640910.0,138.1104,121.7223,134.1072,117.7608,-0.14999999999999858,14.0,40.0,4.0,41.0,0.0,-392.5,-0.6399999999999864,0.0,0.0,-192.79999999999973,-13.300000000000182,-206.0999999999999
1538984233651150.0,137.8602,121.5138,134.1072,118.428,-0.14999999999999858,14.0,40.0,3.0,41.0,0.0,-392.5,-0.6279999999999859,0.0,0.0,-192.79999999999973,-13.300000000000182,-206.0999999999999
1538984233661139.0,137.8602,121.5138,134.6076,117.9693,-0.14999999999999858,14.0,40.0,2.5,41.0,0.0,-392.5,-0.6279999999999859,0.0,0.0,-192.79999999999973,-13.300000000000182,-206.0999999999999
1538984233671207.0,137.6517,121.2636,134.6076,117.9693,-0.14999999999999858,14.0,40.0,2.0,33.0,0.0,-394.5,-0.6200000000000045,0.0,0.0,-192.79999999999973,-13.300000000000182,-206.0999999999999
1538984233683545.0,137.6517,121.2636,134.6076,117.9693,-0.14999999999999858,14.0,40.0,2.0,33.0,0.0,-394.5,-0.6200000000000045,0.0,0.0,-192.79999999999973,-13.300000000000182,-206.0999999999999
1538984233691193.0,137.1513,121.2636,134.8161,118.428,-0.14999999999999858,14.0,40.0,2.0,33.0,0.0,-394.5,-0.6239999999999952,0.0,0.0,-192.79999999999973,-13.300000000000182,-206.0999999999999
1538984233700591.0,137.1513,121.2636,134.8161,118.428,-0.14999999999999858,14.0,80.0,1.5,33.0,0.0,-394.5,-0.6239999999999952,0.0,0.0,-192.89999999999964,-13.300000000000182,-206.19999999999982
1538984233711198.0,137.1513,121.5138,134.8161,118.6782,-0.25,14.0,80.0,1.5,33.0,0.0,-394.5,-0.6279999999999859,0.0,0.0,-192.89999999999964,-13.300000000000182,-206.19999999999982
1538984233721016.0,137.1513,121.5138,134.8161,118.6782,-0.25,14.0,80.0,1.5,33.0,0.0,-394.5,-0.6279999999999859,0.0,0.0,-192.79999999999973,-13.300000000000182,-206.0999999999999
1538984233731069.0,137.8602,121.5138,135.525,118.2195,-0.25,14.0,80.0,1.0,33.0,0.0,-394.5,-0.6200000000000045,0.0,0.0,-192.79999999999973,-13.300000000000182,-206.0999999999999
1538984233739970.0,137.8602,121.5138,135.525,118.2195,-0.25,14.0,80.0,1.0,33.0,0.0,-394.5,-0.6200000000000045,0.0,0.0,-192.89999999999964,-13.300000000000182,-206.19999999999982
1538984233751483.0,137.6517,121.7223,134.8161,118.6782,-0.25,14.0,80.0,1.0,33.0,0.0,-394.5,-0.6239999999999952,0.0,0.0,-192.79999999999973,-13.300000000000182,-206.0999999999999
1538984233761007.0,137.6517,121.7223,134.8161,118.6782,-0.25,14.0,80.0,1.0,33.0,0.0,-394.5,-0.6239999999999952,0.0,0.0,-192.79999999999973,-13.300000000000182,-206.0999999999999
1538984233771380.0,137.6517,121.9725,135.2748,118.6782,-0.25,14.0,80.0,0.5,33.0,0.0,-394.5,-0.6279999999999859,0.0,0.0,-192.79999999999973,-13.300000000000182,-206.0999999999999
1538984233780572.0,137.6517,121.9725,135.2748,118.6782,-0.25,14.0,80.0,0.5,33.0,0.0,-394.5,-0.6279999999999859,0.0,0.0,-192.79999999999973,-13.300000000000182,-206.0999999999999
1538984233791498.0,137.8602,121.7223,135.2748,117.9693,-0.25,14.0,80.0,0.5,33.0,0.0,-394.5,-0.6279999999999859,0.0,0.0,-192.79999999999973,-13.300000000000182,-206.0999999999999
1538984233799933.0,137.8602,121.7223,135.2748,117.9693,-0.25,14.0,0.0,0.0,33.0,0.0,-394.5,-0.6279999999999859,0.0,0.0,-192.79999999999973,-13.300000000000182,-206.0999999999999
1538984233811249.0,138.3189,121.7223,135.0663,118.428,-0.25,14.0,0.0,0.0,27.0,0.0,-396.5,-0.6239999999999952,0.0,0.0,-192.79999999999973,-13.300000000000182,-206.0999999999999
1538984233821274.0,138.3189,121.7223,135.0663,118.428,-0.25,14.0,0.0,0.0,27.0,0.0,-396.5,-0.6239999999999952,0.0,0.0,-192.79999999999973,-13.300000000000182,-206.0999999999999
1538984233831580.0,138.3189,121.7223,135.525,118.428,-0.25,14.0,0.0,-0.5,19.0,1.0,-398.5,-0.6279999999999859,0.0,0.0,-192.89999999999964,-13.300000000000182,-206.19999999999982
1538984233840080.0,138.3189,121.7223,135.525,118.428,-0.25,14.0,0.0,-0.5,19.0,1.0,-398.5,-0.6279999999999859,0.0,0.0,-192.89999999999964,-13.300000000000182,-206.19999999999982
1538984233851684.0,138.1104,121.7223,135.525,118.428,-0.1999999999999993,14.0,0.0,-0.5,11.0,1.0,-274.5,-0.632000000000005,0.0,0.0,-192.79999999999973,-13.300000000000182,-206.0999999999999
1538984233861073.0,138.1104,121.7223,135.7752,118.6782,-0.1999999999999993,14.0,0.0,-1.0,11.0,2.0,-274.5,-0.632000000000005,0.0,0.0,-192.79999999999973,-13.300000000000182,-206.0999999999999
1538984233871264.0,138.1104,121.2636,135.7752,118.6782,-0.1999999999999993,14.0,0.0,-1.0,0.0,2.0,-277.0,-0.6279999999999859,0.0,0.0,-192.79999999999973,-13.300000000000182,-206.0999999999999
1538984233881461.0,138.1104,121.2636,135.7752,118.6782,-0.1999999999999993,14.0,0.0,-1.5,0.0,3.0,-277.0,-0.6279999999999859,0.0,0.0,-192.89999999999964,-13.300000000000182,-206.19999999999982
1538984233891345.0,138.3189,121.0134,135.9837,118.428,-0.1999999999999993,14.0,40.0,-1.5,0.0,3.0,-277.0,-0.6200000000000045,0.0,0.0,-192.79999999999973,-13.300000000000182,-206.0999999999999
1538984233899918.0,138.3189,121.0134,135.9837,118.428,-0.1999999999999993,14.0,40.0,-2.0,0.0,4.0,-277.0,-0.6200000000000045,0.0,0.0,-192.79999999999973,-13.300000000000182,-206.0999999999999
1538984233911528.0,138.5274,121.9725,135.2748,118.6782,-0.1999999999999993,14.0,40.0,-2.0,0.0,4.0,-277.0,-0.6159999999999854,0.0,0.0,-192.89999999999964,-13.300000000000182,-206.19999999999982
1538984233921089.0,138.5274,121.9725,135.2748,118.6782,-0.1999999999999993,14.0,40.0,-2.5,0.0,5.0,-277.0,-0.6159999999999854,0.0,0.0,-192.79999999999973,-13.300000000000182,-206.0999999999999
1538984233931042.0,138.1104,122.6814,135.2748,118.6782,-0.29999999999999893,14.0,40.0,-2.5,0.0,5.0,-277.0,-0.6040000000000134,0.0,0.0,-192.89999999999964,-13.300000000000182,-206.19999999999982
1538984233940099.0,138.1104,122.6814,135.2748,118.6782,-0.29999999999999893,14.0,40.0,-3.0,0.0,6.0,-277.0,-0.6040000000000134,0.0,0.0,-192.89999999999964,-13.300000000000182,-206.19999999999982
1538984233953303.0,138.3189,122.181,135.0663,118.9284,-0.34999999999999964,14.0,40.0,-3.0,0.0,6.0,-277.0,-0.5999999999999943,0.0,0.0,-192.79999999999973,-13.300000000000182,-206.0999999999999
1538984233960960.0,138.3189,122.181,135.0663,118.9284,-0.34999999999999964,14.0,40.0,-3.5,0.0,7.0,-277.0,-0.5999999999999943,0.0,0.0,-192.79999999999973,-13.300000000000182,-206.0999999999999
