utime,brake_sensor,steering_sensor,throttle_sensor
1538984233549029.0,0.18198251724243164,0.1884477585554123,0.1676957905292511
1538984233549342.0,0.18197904527187347,0.1884792596101761,0.16729460656642914
1538984233551282.0,0.18197499215602875,0.1884319931268692,0.16712018847465515
1538984233553231.0,0.18197382986545563,0.1885068267583847,0.16708528995513916
1538984233554269.0,0.18197382986545563,0.1885540932416916,0.16734693944454193
1538984233555130.0,0.18197152018547058,0.18846744298934937,0.16689342260360718
1538984233556126.0,0.18196919560432434,0.18843594193458557,0.16684108972549438
1538984233557252.0,0.1819755584001541,0.18857379257678986,0.16678877174854279
1538984233558213.0,0.181974396109581,0.1885225921869278,0.1665620058774948
1538984233559210.0,0.18197208642959595,0.18842805922031403,0.16621315479278564
1538984233559929.0,0.18197093904018402,0.18838472664356232,0.16591662168502808
1538984233561171.0,0.1819697767496109,0.18844380974769592,0.16542822122573853
1538984233562139.0,0.1819697767496109,0.1885816752910614,0.1655328869819641
1538984233562970.0,0.18196861445903778,0.18857379257678986,0.1655503213405609
1538984233564093.0,0.18197381496429443,0.18856197595596313,0.16539333760738373
1538984233565139.0,0.1819772869348526,0.18860135972499847,0.16507937014102936
1538984233567174.0,0.1819819211959839,0.18869195878505707,0.16507937014102936
1538984233568005.0,0.18197903037071228,0.1887628436088562,0.16521890461444855
1538984233571098.0,0.18197152018547058,0.18884950876235962,0.164747953414917
1538984233571327.0,0.18196748197078705,0.18879829347133636,0.1645735204219818
1538984233573058.0,0.18196864426136017,0.18869982659816742,0.16425955295562744
1538984233574180.0,0.18196459114551544,0.1888376921415329,0.16448630392551422
1538984233574985.0,0.18197499215602875,0.18884555995464325,0.16417233645915985
1538984233575976.0,0.1819697916507721,0.18876679241657257,0.1637885868549347
1538984233576982.0,0.18196575343608856,0.18856985867023468,0.16352695226669312
1538984233578006.0,0.18196575343608856,0.18866044282913208,0.16335251927375793
1538984233579104.0,0.18196459114551544,0.1887155920267105,0.16343973577022552
1538984233579108.0,0.18196344375610352,0.18880224227905273,0.16345718502998352
1538984233580975.0,0.18196459114551544,0.18880224227905273,0.16336996853351593
1538984233582169.0,0.1819669008255005,0.18873921036720276,0.16284668445587158
1538984233583050.0,0.181965172290802,0.18869982659816742,0.162550151348114
1538984233584205.0,0.18196633458137512,0.18872345983982086,0.16249781847000122
1538984233584980.0,0.1819698065519333,0.18877466022968292,0.1627943515777588
1538984233585987.0,0.1819709688425064,0.1887628436088562,0.1626199185848236
1538984233586989.0,0.18197444081306458,0.18884950876235962,0.16237571835517883
1538984233587967.0,0.18197038769721985,0.18884162604808807,0.16209663450717926
1538984233589695.0,0.18196924030780792,0.18875890970230103,0.16192220151424408
1538984233589699.0,0.1819680780172348,0.18877072632312775,0.16192220151424408
1538984233591223.0,0.18196287751197815,0.1888691931962967,0.16186988353729248
1538984233592997.0,0.18196287751197815,0.18882587552070618,0.16125938296318054
1538984233594201.0,0.18196287751197815,0.18874315917491913,0.16132915019989014
1538984233595131.0,0.18196287751197815,0.18864469230175018,0.16098028421401978
1538984233595972.0,0.18196287751197815,0.18863680958747864,0.16094540059566498
1538984233596970.0,0.1819605529308319,0.1885816752910614,0.160770982503891
