range,azimuth,vr,rcs,vr_comp,x_cc,y_cc,x_seq,y_seq,label_id
10.160764,-0.9110469,3.1755111,-14.495514,-0.07791171,-3.7966776,-7.7718644,325.83398,-2065.9722,11.0
10.3786545,-0.7445923,2.5235996,-19.467518,-0.04594584,-2.6837654,-9.084884,326.04886,-2064.2644,11.0
11.9393015,-0.82236946,2.8357298,-11.072794,-0.06340597,-4.3500595,-9.723865,327.6463,-2065.06,11.0
13.09978,-0.85430366,2.9820206,-13.55159,-0.047474068,-5.434497,-10.298487,328.80292,-2065.4705,11.0
5.0131464,-1.1653692,4.055186,-14.460112,-0.063748136,-0.75544614,-3.241326,320.43976,-2066.795,11.0
7.199253,-0.67693275,2.2155628,-11.129003,-0.054557916,-0.34430954,-6.8538623,322.8233,-2064.0493,11.0
7.912756,-0.74565566,2.5273628,-13.620092,-0.04679797,-1.1824713,-7.128647,323.59247,-2064.4812,11.0
7.9800224,-0.65803915,2.1628077,-19.082584,-0.021784637,-0.6528675,-7.585231,323.57077,-2063.7822,11.0
8.820035,-0.77164906,2.6642737,-14.817034,-0.021793826,-1.9174595,-7.70319,324.51276,-2064.634,11.0
9.017453,-0.5736554,1.7676896,-17.789537,-0.025828764,-0.5573141,-8.841903,324.432,-2062.862,11.0
9.402432,-0.65142673,2.134809,-16.033108,-0.019664247,-1.3697495,-8.815114,324.9616,-2063.4788,11.0
9.504272,-0.6387221,2.0700464,-13.857699,-0.026294887,-1.3218579,-8.965118,325.03973,-2063.342,11.0
4.128331,-1.1457634,3.9339705,-17.077875,-0.12705313,0.06333903,-2.8942769,319.63043,-2066.4265,11.0
6.4679337,-0.41263962,1.027089,-20.288168,0.012794129,1.591427,-7.000214,321.62225,-2062.5244,11.0
6.947559,-0.5203047,1.4782393,-14.207428,-0.0612609,0.74345833,-7.1773515,322.3261,-2063.0293,11.0
7.139987,-0.32760546,0.62321734,-25.32103,0.03233983,1.958909,-7.8066487,321.9679,-2061.7083,11.0
7.139996,-0.4092228,0.98213834,-24.541418,-0.015263897,1.3993007,-7.6446476,322.22693,-2062.2302,11.0
8.364731,-0.43159813,1.0725602,-23.821648,-0.03524411,0.83417565,-8.744879,323.41965,-2061.9026,11.0
6.3597016,-0.21542336,0.048008654,-12.113104,0.021757836,2.8460543,-7.180012,320.90637,-2061.4783,11.0
6.404875,-0.31660655,0.54689294,-10.045243,0.011160215,2.202859,-7.1092176,321.28912,-2062.0002,11.0
6.516133,-0.078106254,-0.65472865,1.504309,0.009881101,3.7184162,-7.388897,320.47043,-2060.6943,11.0
6.5737147,-0.35225916,0.7201989,-20.785542,0.0059855427,1.9371703,-7.216125,321.54755,-2062.1235,11.0
7.1399603,-0.17211469,-0.17901565,-17.863214,0.013189586,3.0532494,-7.9868765,321.36075,-2060.7803,11.0
7.612172,-0.12618344,-0.43117836,-20.050697,-0.0076911864,3.361845,-8.479213,321.5148,-2060.22,11.0
9.748402,-0.076815575,-0.66861135,-25.942167,0.0024528767,3.7584863,-10.620934,322.82452,-2058.4795,11.0
14.530127,0.18919805,-1.9384166,-19.080328,0.023589592,7.619921,-14.853964,323.33224,-2052.7725,11.0
15.595085,0.24438135,-2.1898108,-18.381523,0.025577134,8.731114,-15.62159,323.14645,-2051.4346,11.0
6.6046247,0.0426497,-1.2407559,-9.324582,0.021481162,4.514342,-7.4225254,319.957,-2060.0852,11.0
7.099498,0.19577937,-1.9581306,-7.938398,0.03442359,5.6412888,-7.691302,319.39304,-2059.0732,11.0
7.6128182,0.29775453,-2.4300969,-17.154129,0.02395286,6.5175853,-7.9303613,318.97665,-2058.266,11.0
7.893362,0.3512941,-2.65808,-17.865519,0.028352879,7.010125,-8.021561,318.7108,-2057.8416,11.0
8.29057,0.39291623,-2.8632948,-21.562016,-0.001490715,7.487934,-8.228503,318.5402,-2057.3496,11.0
8.591336,0.45533732,-3.030718,-20.677248,0.08470755,8.094462,-8.233245,318.13358,-2056.8994,11.0
13.875424,0.33115968,-2.5657315,-12.365028,0.034177843,9.292589,-13.555079,321.2443,-2052.4182,11.0
14.332743,0.26726648,-2.2864652,-17.722286,0.032067858,8.629832,-14.317631,322.25424,-2052.3909,11.0
15.86023,0.53520346,-3.4461157,-24.908848,-0.024013018,12.901755,-13.76456,318.95825,-2049.6177,11.0
3.2366903,0.086362466,-1.4503809,0.13241845,0.024110291,4.220073,-4.0613904,317.67966,-2062.5747,11.0
9.595838,0.5290926,-3.365915,-6.9190373,0.033469595,9.204912,-8.706729,317.73157,-2055.7612,11.0
10.920044,0.57345426,-3.4797997,-22.213064,0.081570394,10.358825,-9.499314,317.53528,-2054.375,11.0
11.465439,0.61606133,-3.6125047,-16.686428,0.09785076,11.072645,-9.622483,317.14334,-2053.7659,11.0
12.728179,0.6483225,-3.7571807,-19.915438,0.061517358,12.197723,-10.315723,316.89337,-2052.4683,11.0
13.593611,0.67986196,-3.9034183,-18.737946,0.017357597,13.091511,-10.665316,316.54657,-2051.5735,11.0
13.8600645,0.69256157,-3.9211485,-20.574718,0.039634053,13.40234,-10.734371,316.38727,-2051.2976,11.0
15.53013,0.6914629,-3.899702,-8.712831,0.05764446,14.563733,-11.934599,316.48627,-2049.6304,11.0
16.461414,0.6936551,-3.9451864,-3.264844,0.019011144,15.243085,-12.572564,316.49692,-2048.6985,11.0
4.026749,0.75639236,-4.1095996,-25.446856,0.042463243,6.6695495,-3.5516884,315.6479,-2061.1147,11.0
11.216063,0.9873024,-4.700447,-6.889059,-0.0026280398,13.522734,-6.219561,312.97958,-2054.2617,11.0
13.625528,0.97113764,-4.605652,-2.0268898,0.061814282,15.534276,-7.5608864,312.60767,-2051.8728,11.0
43.815067,-1.0812409,-4.844578,9.77994,-8.704121,-33.078453,-24.744024,358.13754,-2076.0696,11.0
37.280296,-0.9548807,-0.36011952,5.7473164,-3.7793918,-24.789776,-24.961588,352.69333,-2069.816,11.0
39.910816,-0.80318695,2.7847111,-0.73551655,-0.03468969,-22.550694,-30.96811,355.60464,-2064.1047,11.0
37.321014,-0.73852676,2.5033305,5.8338957,-0.039832022,-18.980053,-30.540325,352.87515,-2061.7634,11.0
38.22014,-0.73329943,2.5032423,-5.562104,-0.017108008,-19.366428,-31.37586,353.75198,-2061.4832,11.0
39.421913,-0.73062056,2.4925754,-4.771718,-0.016057376,-20.006184,-32.398495,354.938,-2061.263,11.0
33.97368,-0.6565515,2.132308,-5.4328547,-0.045516256,-14.668588,-29.47656,349.17615,-2059.3062,11.0
35.215637,-0.65031856,2.1704931,-2.4896975,0.02107691,-15.153558,-30.640066,350.3613,-2058.8767,11.0
38.035873,-0.68606114,2.2057357,-3.4003458,-0.10541931,-17.79641,-32.27716,353.35443,-2059.717,11.0
40.270576,-0.67040426,2.2127259,-5.8427515,-0.027931353,-18.533861,-34.473873,355.4715,-2058.775,11.0
33.65613,-0.59830225,1.9414394,-3.2314377,0.032250565,-12.816818,-30.218372,348.47058,-2057.4404,11.0
35.46577,-0.5974367,1.902526,0.7867813,-0.0026199722,-13.676141,-31.811247,350.2252,-2056.9963,11.0
36.12007,-0.59521943,1.9095085,-3.7149458,0.014725745,-13.926118,-32.421097,350.8435,-2056.7683,11.0
36.984943,-0.5906108,1.8660523,-5.9157777,-0.007160814,-14.198213,-33.259155,351.64493,-2056.402,11.0
38.56906,-0.6111878,2.0034225,1.2007542,0.034217596,-15.654195,-34.255905,353.36377,-2056.8008,11.0
39.90007,-0.5862858,1.899952,-3.3342404,0.04701725,-15.454732,-35.89482,354.43637,-2055.5457,11.0
41.363884,-0.5802801,1.8865405,-9.22583,0.061821677,-15.937701,-37.29804,355.79678,-2054.9526,11.0
35.28006,-0.57576734,1.8145496,-0.5774183,0.011075945,-12.914449,-32.01575,349.8608,-2056.2969,11.0
35.58354,-0.5745204,1.8106521,-0.30586863,0.013055506,-13.017867,-32.304466,350.14346,-2056.178,11.0
36.787292,-0.5360133,1.591777,-3.7218366,-0.023004252,-12.318409,-34.007565,350.92526,-2054.511,11.0
37.969284,-0.50849843,1.47968,4.5003304,-0.0029896258,-11.884787,-35.513046,351.74124,-2053.1736,11.0
38.22006,-0.5676335,1.7754846,-2.727759,0.010396105,-14.020888,-34.75593,352.62778,-2055.2593,11.0
39.06005,-0.5495715,1.8187467,-5.0088286,0.13930964,-13.781184,-35.82136,353.25067,-2054.3623,11.0
40.361595,-0.54160845,1.6614609,-10.133579,0.019961035,-14.074315,-37.12829,354.41174,-2053.6946,11.0
41.363667,-0.49968535,1.4356226,-3.2238083,-0.00448927,-12.941499,-38.757607,354.8462,-2051.7583,11.0
42.000027,-0.49762353,1.3935033,-7.776413,-0.03663597,-13.117604,-39.375126,355.42023,-2051.4705,11.0
42.470417,-0.50889707,1.5447019,-7.200647,0.060109854,-13.743371,-39.61257,356.01828,-2051.771,11.0
43.461952,-0.5022755,1.462465,-6.7227902,0.009833741,-13.886855,-40.634087,356.8679,-2051.186,11.0
35.42621,-0.4932792,1.3994273,-1.7298002,-0.009679318,-10.3498955,-33.40998,349.15396,-2053.4648,11.0
36.120018,-0.491237,1.4078658,-7.229785,0.008655403,-10.556555,-34.076313,349.78464,-2053.1665,11.0
37.38002,-0.4947412,1.4792055,0.26481724,0.06301781,-11.172905,-35.182793,351.01657,-2052.8723,11.0
38.144024,-0.48973164,1.4448985,-0.33066082,0.05298671,-11.300555,-35.959446,351.67508,-2052.4414,11.0
38.570374,-0.45203292,1.1664299,-3.4642289,-0.04171863,-10.119875,-36.896687,351.56726,-2050.9377,11.0
39.66195,-0.4862227,1.3686509,-0.5498338,-0.006235999,-11.767912,-37.410065,353.05984,-2051.8047,11.0
40.740013,-0.47157097,1.3090959,-5.7055817,0.0054778233,-11.63578,-38.63139,353.87033,-2050.8816,11.0
41.684986,-0.42706558,1.084291,-6.584791,-0.0011922369,-10.256275,-40.16539,354.06772,-2048.8281,11.0
42.729675,-0.45032406,1.3150257,-5.546855,0.115249716,-11.537954,-40.807396,355.40735,-2049.3381,11.0
43.42301,-0.4329576,1.1210183,-2.280162,0.0065236287,-11.077539,-41.717514,355.76657,-2048.3835,11.0
44.27365,-0.4825908,1.3608291,-6.7625136,0.0035816745,-13.413901,-41.72071,357.34866,-2050.1028,11.0
44.577847,-0.4174235,0.9915046,-13.846689,-0.046421554,-10.816408,-43.033775,356.55975,-2047.3013,11.0
44.940018,-0.48228136,1.3275863,-10.045313,-0.02815743,-13.658097,-42.340878,357.9707,-2049.8633,11.0
25.013422,-0.45327464,1.2364308,-13.589298,0.022200778,-5.304387,-24.223743,338.9744,-2055.959,11.0
39.544544,-0.4087927,1.0269372,-13.729876,0.031662174,-8.858264,-38.38285,351.80914,-2049.0034,11.0
40.5183,-0.41011542,1.0049143,-4.9602294,0.0030979125,-9.217416,-39.2895,352.71997,-2048.6548,11.0
41.159966,-0.3893227,0.90850514,-9.948155,0.009713262,-8.607193,-40.161488,352.9498,-2047.6157,11.0
42.327866,-0.4120069,1.042095,-1.4338393,0.030927336,-9.8685465,-40.979675,354.4055,-2047.9918,11.0
42.350727,-0.36152875,0.8104459,-8.220775,0.049967434,-7.833866,-41.63335,353.5113,-2046.0508,11.0
23.607595,-0.39084283,0.89724106,-0.9730346,-0.009096554,-3.4089046,-23.396471,337.08325,-2055.1218,11.0
24.103842,-0.360825,0.7872493,1.220288,0.030281177,-2.8640928,-24.07628,337.21573,-2054.2607,11.0
24.779964,-0.35679546,0.75542986,-7.861392,0.018567555,-2.951006,-24.753988,337.7738,-2053.8665,11.0
25.207071,-0.40759933,1.0025362,-12.141115,0.013164479,-4.2899504,-24.792595,338.70758,-2054.827,11.0
25.859398,-0.34023604,0.71595377,-11.77207,0.06183922,-2.8255072,-25.905134,338.53705,-2052.9956,11.0
26.039963,-0.35318848,0.6860994,-12.777755,-0.032755174,-3.1967478,-25.993181,338.85294,-2053.2097,11.0
28.963713,-0.3295947,0.6615006,-13.862924,0.060656954,-3.3056679,-28.985886,341.13147,-2051.2664,11.0
28.979961,-0.35610938,0.76313454,-11.778411,0.029696733,-4.052861,-28.806915,341.50482,-2051.9377,11.0
29.236496,-0.36456886,0.7691853,-11.115344,-0.0064524077,-4.3592796,-28.987333,341.84494,-2052.0415,11.0
30.339731,-0.3845957,0.8461148,-6.281498,-0.029199721,-5.2445784,-29.875662,343.09802,-2052.0933,11.0
33.072124,-0.33821106,0.69385785,-18.367937,0.04987484,-4.570443,-32.90386,344.87323,-2049.549,11.0
20.999952,-0.30719912,0.5034829,-5.762141,0.014967613,-0.93186754,-21.3641,333.911,-2054.671,11.0
22.29897,-0.33855292,0.6644107,-2.655725,0.018717172,-1.8958035,-22.467993,335.3761,-2054.6348,11.0
24.431143,-0.2918321,0.43847826,-9.95414,0.02718378,-1.315671,-24.791477,336.69565,-2052.6362,11.0
28.857428,-0.29341605,0.36928225,-19.671219,-0.049976703,-2.2624192,-29.11553,340.52158,-2050.4102,11.0
30.22257,-0.24884318,0.27824387,-17.626457,0.083430335,-1.2185998,-30.698723,340.9822,-2048.5706,11.0
30.281755,-0.27647403,0.3616525,-15.343456,0.027630609,-2.0519118,-30.610594,341.4807,-2049.2441,11.0
20.248823,-0.30296698,0.48473313,-2.7415824,0.017474059,-0.68385905,-20.649746,333.217,-2054.9712,11.0
20.377396,-0.27885428,0.40178552,-3.8552322,0.055782024,-0.23033614,-20.875004,333.07632,-2054.4849,11.0
20.803114,-0.22964285,0.084695615,-3.9959693,-0.013289972,0.6976231,-21.46368,332.88257,-2053.403,11.0
21.419943,-0.2913906,0.41330123,-13.82877,0.0042267665,-0.69277877,-21.84539,334.10394,-2054.1694,11.0
21.746534,-0.23196597,0.10730058,-6.657773,-0.0024032148,0.5131479,-22.390207,333.68994,-2052.9126,11.0
22.49963,-0.27833882,0.37613404,-14.640053,0.032725085,-0.6244289,-22.960356,334.87918,-2053.3652,11.0
23.099506,-0.22089124,0.094522856,-17.302702,0.040686138,0.5705014,-23.764563,334.66373,-2051.941,11.0
29.730087,-0.20535925,-0.04045254,-19.046997,-0.015927752,0.14088945,-30.393719,339.83826,-2047.7751,11.0
31.200634,-0.17187099,-0.17963755,-11.434134,0.013796298,1.0060499,-31.960299,340.40744,-2046.0785,11.0
34.17338,-0.17999427,-0.10540452,-20.073105,0.04706962,0.47640708,-34.897488,342.92953,-2044.4827,11.0
20.057281,-0.20777018,0.0300772,-6.030369,0.0424384,1.2388135,-20.783245,332.01535,-2053.4646,11.0
20.202332,-0.23230833,0.11554886,-4.865472,0.004118216,0.7299729,-20.861286,332.4169,-2053.7866,11.0
21.188053,-0.15876374,-0.26806915,-14.007371,-0.008573145,2.135546,-22.005924,332.3098,-2051.977,11.0
21.839876,-0.17131412,-0.20446141,-10.492155,-0.008220068,1.8153014,-22.634577,332.9895,-2051.788,11.0
23.120514,-0.2047356,0.025420979,-17.03828,0.053092226,0.93824106,-23.832396,334.46503,-2051.6243,11.0
25.199839,-0.14145292,-0.3267355,-7.983072,0.01993893,2.2816803,-26.034952,335.17938,-2049.1453,11.0
25.623384,-0.13536385,-0.34995967,-4.45289,0.027356384,2.414277,-26.465939,335.40726,-2048.756,11.0
28.139011,-0.16213009,-0.17665416,-18.103968,0.0658788,1.5399812,-28.931808,337.81516,-2047.7329,11.0
28.557167,-0.11182194,-0.49566284,-10.3621,-2.0309168e-05,2.9431176,-29.421091,337.2269,-2046.3683,11.0
29.66702,-0.12832001,-0.37066743,-11.421518,0.04207728,2.4259708,-30.51422,338.38193,-2046.0101,11.0
30.840912,-0.14176333,-0.3636737,-15.596659,-0.018561682,1.962908,-31.667017,339.54437,-2045.5718,11.0
31.363436,-0.121031344,-0.42404443,-12.613271,0.025338823,2.5836668,-32.217857,339.53046,-2044.7421,11.0
31.919804,-0.14919095,-0.2854352,-18.898804,0.022281278,1.6667577,-32.73032,340.528,-2045.071,11.0
32.47321,-0.10802508,-0.49561495,-9.0262575,0.019087395,2.967663,-33.338764,340.09665,-2043.7012,11.0
33.179783,-0.11986051,-0.45132235,-13.20535,0.0039442773,2.5599854,-34.034443,340.88486,-2043.5311,11.0
35.230167,-0.12834245,-0.33276474,-15.433878,0.07986717,2.1932142,-36.072495,342.63437,-2042.4233,11.0
36.072224,-0.13138276,-0.3978599,-15.803453,-0.0005175981,2.0485156,-36.909077,343.34857,-2041.9642,11.0
27.056467,-0.046316855,-0.75237995,-12.239352,0.07085477,4.752917,-27.907505,334.88803,-2046.0583,11.0
27.380775,-0.10628758,-0.52489144,-4.035016,-0.0014695287,3.1242695,-28.248474,336.24048,-2047.0277,11.0
29.26319,-0.052328274,-0.7728937,-5.7888594,0.020403715,4.66602,-30.118994,336.5761,-2044.627,11.0
29.399815,-0.03450442,-0.8726456,-8.153143,0.009328159,5.194225,-30.232912,336.3029,-2044.1609,11.0
30.2398,-0.050392944,-0.75719196,-10.760093,0.045746744,4.7579813,-31.092968,337.2315,-2043.9006,11.0
31.894094,-0.031763688,-0.8872713,-9.755571,0.008313906,5.4114223,-32.719135,337.98776,-2042.3197,11.0
33.241352,-0.037852757,-0.82589114,-7.27901,0.039444696,5.2831416,-34.07485,339.0733,-2041.4976,11.0
34.019775,-0.05694347,-0.7672248,-14.784479,0.0030691593,4.672128,-34.877804,340.07803,-2041.4048,11.0
35.279778,-0.029816097,-0.91903096,-13.111307,-0.013777454,5.665628,-36.095894,340.3037,-2039.8492,11.0
36.11978,-0.01839799,-0.86641616,-18.100992,0.09544933,6.124922,-36.908783,340.59204,-2038.9612,11.0
67.61961,-0.004894925,-0.98708147,-8.721525,0.04157098,9.182449,-68.266975,361.62784,-2015.5052,11.0
22.961348,-0.006519641,-1.1238465,-18.429777,-0.103220336,5.500036,-23.760742,331.32773,-2048.3118,11.0
28.562944,-0.033023674,-0.88194615,2.1670318,0.0073823496,5.192874,-29.394943,335.68643,-2044.7284,11.0
29.735575,0.04484932,-1.2091492,-13.84818,0.06382946,7.560793,-30.352003,334.79044,-2042.3368,11.0
30.239828,-0.004924945,-1.0225815,-12.267405,0.005922714,6.13042,-31.011995,336.24387,-2042.9443,11.0
31.17808,0.040842943,-1.21948,-13.727971,0.03392934,7.6260133,-31.798187,335.81183,-2041.3108,11.0
32.58745,0.044267084,-1.2192124,-18.085705,0.05092359,7.915811,-33.18175,336.63522,-2040.1617,11.0
20.627157,0.09553219,-1.5097228,-20.470839,0.008949394,7.399352,-21.158937,328.1266,-2048.6716,11.0
31.748236,0.29299977,-1.5854791,-12.348927,0.84758306,15.427588,-30.361048,329.47787,-2036.5348,11.0
17.156864,0.5717943,-3.505036,-14.552679,0.05039693,14.160532,-14.443549,318.60736,-2048.2312,11.0
34.851517,0.60612357,-3.6445274,-10.877529,0.031670988,25.920702,-27.691332,320.4159,-2030.6091,11.0
49.11821,0.6179849,-3.590305,-7.7954607,0.1266197,35.478134,-38.29486,321.76566,-2016.398,11.0
20.160093,0.70111364,-3.9655168,2.9662457,0.021847168,17.951462,-15.095139,316.52414,-2044.9976,11.0
18.179068,0.7069995,-3.9863532,8.873166,0.019135853,16.622671,-13.621547,316.33694,-2046.9729,11.0
19.428288,0.7091067,-3.976248,5.4305773,0.035696227,17.541906,-14.46838,316.3393,-2045.723,11.0
21.000648,0.71549183,-3.9767091,2.803917,0.05468671,18.758675,-15.472585,316.2564,-2044.1476,11.0
20.359606,0.8025835,-0.3887747,-2.2339869,3.8912034,19.473545,-13.700323,314.46732,-2044.8192,11.0
21.40629,0.9344637,-4.543526,2.5925255,0.050567463,21.915499,-12.056718,311.60522,-2044.1315,11.0
42.50775,0.9460291,2.143207,3.0016575,6.7611113,40.1625,-22.660513,307.07965,-2023.5181,11.0
17.334679,0.98217833,-4.57545,-4.8497257,0.11288001,18.8589,-9.214206,311.57776,-2048.3054,11.0
19.246271,0.9491757,-4.5340886,-1.0714817,0.09018681,20.219868,-10.685701,311.74167,-2046.3077,11.0
18.901367,1.0434318,4.0728636,-3.3889809,8.866498,20.75797,-8.936727,310.08926,-2047.0939,11.0
