range,azimuth,vr,rcs,vr_comp,x_cc,y_cc,x_seq,y_seq,label_id
18.691746,-1.157229,12.182449,17.643162,-0.16541234,-12.738953,-9.837222,317.31763,-1724.1318,11.0
8.702365,-1.1132424,12.078719,-10.523764,0.03624963,-3.7823958,-5.378246,311.6064,-1715.917,11.0
8.89484,-1.0594617,11.752437,-11.484964,0.11495019,-3.6885324,-5.880311,312.08954,-1715.7513,11.0
15.80467,-0.9911679,11.153215,-7.881054,0.078335874,-8.761866,-10.6408205,317.53574,-1720.0803,11.0
17.371765,-1.0563914,11.76614,-8.723246,0.15280165,-10.664565,-10.696396,317.86676,-1721.9548,11.0
7.9404616,-1.0507607,11.566878,-7.297386,-0.001892481,-2.860602,-5.39998,311.49417,-1715.0018,11.0
8.310235,-1.0155858,11.377482,-7.2334347,0.095376305,-2.993554,-5.847967,311.95673,-1715.0684,11.0
11.136786,-0.8043414,7.005284,-8.581384,-2.2752712,-3.661406,-9.262343,315.43185,-1715.2338,11.0
12.490675,-0.7065156,8.318651,-23.033379,0.11090958,-3.593554,-11.039582,317.18045,-1714.9088,11.0
12.998681,-0.80538476,9.299297,-16.118164,0.0077608833,-4.896143,-10.655984,316.9899,-1716.2533,11.0
13.18201,-0.78216755,9.124696,-15.672505,0.0798889,-4.7842026,-10.99279,317.3069,-1716.0936,11.0
13.774602,-0.8262067,9.572642,-13.72159,0.06408718,-5.6209364,-11.048863,317.48376,-1716.9135,11.0
16.57309,-0.6653044,6.012227,-18.136898,-1.7194527,-5.401332,-14.747624,321.11154,-1716.1595,11.0
18.557707,-0.65375996,-3.6615067,-10.831399,-11.257439,-6.306752,-16.525238,323.0017,-1716.7975,11.0
19.115215,-0.55777216,6.512263,-17.531878,0.082486324,-5.0138054,-17.905455,324.17975,-1715.318,11.0
6.417354,-0.8109135,9.417039,-9.282409,0.06748206,-0.5892245,-5.6793523,311.44107,-1712.7139,11.0
7.0638213,-0.8350539,9.749377,-1.4544411,0.14985317,-1.1439219,-6.0490093,311.8873,-1713.2091,11.0
