range,azimuth,vr,rcs,vr_comp,x_cc,y_cc,x_seq,y_seq,label_id
2.1287856,-0.4990388,-3.3323743,-20.373705,-7.151774,2.8097086,-2.8232875,312.53946,-2038.5074,11.0
1.8670043,-0.17082952,0.65385365,-21.328619,0.048712987,3.505949,-2.733387,312.5253,-2037.8055,11.0
1.870084,-0.10870283,-0.049238488,-10.852184,-0.027899694,3.6216893,-2.7426276,312.547,-2037.6914,11.0
1.890418,-0.20199658,0.8780227,-22.160442,-0.040675145,3.4453564,-2.7508476,312.5361,-2037.8677,11.0
1.893482,-0.2424833,1.2697871,-23.875954,-0.054850966,3.369052,-2.7435262,312.52057,-2037.9427,11.0
1.9107013,-0.03641725,-0.77743214,-22.62482,-0.027442126,3.7588646,-2.7812948,312.60025,-2037.5592,11.0
1.9629346,0.01437016,-1.2851322,-25.790344,-0.02531407,3.8608823,-2.825935,312.65564,-2037.4626,11.0
1.9799867,-0.06457911,-0.44879812,-23.659288,0.017571913,3.706619,-2.8525062,312.6654,-2037.6189,11.0
2.0071733,-0.3638866,2.4878323,-23.236067,-0.038402073,3.1135633,-2.8035088,312.5526,-2038.2031,11.0
2.0777736,0.17874931,-2.8797426,-27.725258,0.0012581657,4.20791,-2.8780475,312.74493,-2037.1233,11.0
2.3381991,0.31630188,-4.1127725,-28.244541,0.06691654,4.579807,-3.0239627,312.93018,-2036.7693,11.0
2.8196921,0.6527697,-6.9924355,-23.91847,-0.015197158,5.562994,-2.9564314,312.96927,-2035.7845,11.0
3.7566803,0.85335094,-8.224127,-27.909885,0.06536379,6.696653,-3.088761,313.2233,-2034.6719,11.0
4.4597387,0.94337404,-8.694679,-26.151278,0.07837326,7.4862947,-3.1690156,313.38837,-2033.8955,11.0
4.81373,0.90530133,-8.482761,-25.706635,0.094238766,7.692446,-3.5065448,313.74622,-2033.727,11.0
5.9831705,1.1289086,-9.471542,-25.330149,0.0702867,9.272523,-2.9542458,313.36783,-2032.0966,11.0
6.541962,1.0616165,-9.210238,-15.968359,0.089461796,9.62952,-3.5558903,314.00452,-2031.8066,11.0
8.431382,1.1498206,-9.4921,-9.190628,0.11622358,11.627443,-3.639921,314.30392,-2029.8295,11.0
