range,azimuth,vr,rcs,vr_comp,x_cc,y_cc,x_seq,y_seq,label_id
10.869706,0.53907573,-8.963014,-14.952484,-0.18720315,9.959051,9.697338,2114.8423,508.7824,11.0
11.126346,0.508031,-9.343823,-8.8251,-0.16655917,10.385914,9.71155,2115.2654,508.72394,11.0
11.525648,0.4872875,-9.534738,-5.4217467,-0.09413517,10.812287,9.89273,2115.7163,508.83005,11.0
11.856005,0.458475,-9.9998045,-11.74375,-0.20019186,11.28101,9.946268,2116.1873,508.8032,11.0
11.866339,0.43370292,-10.162708,-13.102967,-0.060922414,11.514424,9.767512,2116.387,508.5874,11.0
12.180044,0.4937011,-9.5728245,-11.792075,-0.21321401,11.144563,10.461589,2116.1404,509.33423,11.0
12.192755,0.39523607,-10.680232,-7.0263863,-0.121575095,12.077467,9.707581,2116.9316,508.4327,11.0
12.19703,0.4133833,-10.532202,-7.0421143,-0.18717395,11.915483,9.858423,2116.7976,508.6089,11.0
12.778001,0.3638562,-11.055958,-5.754064,-0.13614129,12.763837,9.865096,2117.6348,508.47137,11.0
12.9938,0.47531006,-9.7268915,-13.107372,-0.13607839,11.821444,10.969092,2116.8936,509.7194,11.0
13.040843,0.4940953,-9.438273,-15.599345,-0.0836538,11.655263,11.154543,2116.7615,509.93036,11.0
13.113328,0.3279677,-11.469751,-8.04525,-0.15008485,13.329093,9.771694,2118.176,508.28333,11.0
13.386333,0.45616016,-9.946575,-13.087263,-0.1184683,12.263029,11.120317,2117.3545,509.7934,11.0
13.440061,0.3644129,-11.079203,-15.518057,-0.16570066,13.219799,10.345175,2118.1658,508.86703,11.0
13.534545,0.29979062,-11.778398,-9.717111,-0.15498832,13.893163,9.784027,2118.734,508.19968,11.0
13.84653,0.42277125,-10.303344,-15.672784,-0.07017242,12.906882,11.182382,2117.9995,509.7452,11.0
13.860063,0.32348266,-11.54933,-13.4434395,-0.18070789,13.911211,10.243296,2118.8298,508.6492,11.0
