range,azimuth,vr,rcs,vr_comp,x_cc,y_cc,x_seq,y_seq,label_id
11.552729,-0.20999075,-10.979482,-9.700051,7.543268,15.118925,3.2888515,2163.5854,-221.89214,11.0
8.942889,0.23402669,-14.924025,-17.436615,-0.06228016,10.869482,6.253596,2166.7424,-217.78355,11.0
9.371985,0.20058675,-15.250721,-21.239595,-0.00018618183,11.39629,6.2712164,2166.7358,-218.31061,11.0
11.38109,0.07642361,-16.617653,-14.644945,-0.07595527,13.779289,6.280046,2166.6353,-220.6915,11.0
11.919123,0.13076843,-16.074059,6.652716,-0.06723224,13.915454,7.099479,2167.4475,-220.8652,11.0
12.535228,0.018663,-17.130201,-20.339294,-0.073590316,15.121762,6.204965,2166.4983,-222.0291,11.0
13.6659975,0.05100314,-16.8326,9.671302,-0.057384927,15.937179,7.095407,2167.3503,-222.8846,11.0
14.201906,-0.044014562,-17.569176,-13.494846,-0.01822935,16.984726,6.125469,2166.3333,-223.88643,11.0
15.328263,0.16160367,-15.758917,3.2952714,-0.076699585,16.531666,9.324648,2169.55,-223.581,11.0
15.441984,-0.011862644,-17.354385,6.276334,-0.04852595,17.933733,7.0549126,2167.218,-224.87718,11.0
15.638803,-0.079060614,-17.867168,-7.8755813,-0.06974655,18.5131,6.164325,2166.3018,-225.41498,11.0
6.505254,0.5878251,-9.760353,-17.256018,0.06588803,7.2434,6.256161,2166.9119,-214.16142,11.0
6.691984,0.5391387,-10.639621,-20.551151,-0.03220391,7.6145597,6.2394886,2166.8782,-214.53142,11.0
7.114035,0.48309654,-11.614832,-21.842924,-0.13945217,8.174938,6.356042,2166.9688,-215.09657,11.0
7.366511,0.4403839,-12.154093,-22.49906,-0.041247822,8.574081,6.3606467,2166.955,-215.4955,11.0
7.503125,0.5875397,-9.95716,-4.240004,-0.1262689,7.764225,7.1073327,2167.7383,-214.72084,11.0
7.912334,0.43625534,-12.363788,-23.779295,-0.19047844,8.948431,6.759117,2167.336,-215.88779,11.0
