range,azimuth,vr,rcs,vr_comp,x_cc,y_cc,x_seq,y_seq,label_id
8.2184925,0.15832494,-17.39835,-24.230309,-0.18516791,10.669241,5.3019414,1584.7378,541.2482,11.0
8.468496,0.17408322,-17.151539,-19.395807,-0.12282095,10.800782,5.5519032,1584.9086,541.4732,11.0
8.610031,0.20330636,-16.782734,-22.093237,-0.10725446,10.769635,5.83708,1584.9247,541.75964,11.0
8.913555,0.10102525,-17.995342,-18.9308,-0.14777519,11.518832,5.2600164,1585.569,541.06744,11.0
8.981618,0.13725781,-17.532642,-23.910881,-0.079536654,11.405803,5.5713773,1585.5085,541.3931,11.0
9.019814,0.22240856,-16.639553,-21.507645,-0.20268935,10.994374,6.2188525,1585.209,542.09937,11.0
9.113059,0.12023117,-17.78558,-19.410711,-0.14422038,11.599275,5.511597,1585.6896,541.30237,11.0
9.682418,0.17484811,-17.06342,-12.738138,-0.043763213,11.791468,6.253471,1586.001,542.0026,11.0
9.88298,0.19977845,-16.751797,-16.948639,-0.032911405,11.811942,6.568554,1586.0729,542.3101,11.0
9.918651,0.07165766,-18.248898,-16.63548,-0.098774426,12.527766,5.52177,1586.6072,541.16003,11.0
10.176668,0.17565344,-16.786783,-14.530062,0.22332129,12.191635,6.543666,1586.4434,542.2232,11.0
10.192076,0.022775276,-18.754076,-18.221546,-0.13518031,12.99817,5.2135644,1587.0206,540.77875,11.0
10.574044,0.10761131,-17.855988,-11.7788515,-0.078395024,12.909758,6.169214,1587.0902,541.73596,11.0
10.973415,0.10122614,-18.07567,-19.189566,-0.23022614,13.287607,6.3156986,1587.487,541.8184,11.0
11.031931,0.034915287,-18.678854,-17.667583,-0.17226869,13.691143,5.7052107,1587.7849,541.15,11.0
11.191447,0.05402218,-18.479866,-18.338654,-0.15556143,13.734465,5.9672036,1587.8706,541.4013,11.0
11.327857,0.12842439,-17.651236,-12.478174,-0.09982888,13.430868,6.7596054,1587.7012,542.2328,11.0
11.483697,0.0058282726,-18.880228,-13.81653,-0.109143734,14.240933,5.610347,1588.3116,540.9662,11.0
11.7746725,0.06432589,-18.338459,-16.856705,-0.11523307,14.191407,6.348446,1588.3839,541.7024,11.0
12.037788,0.091979876,-18.007206,-15.97706,-0.064797334,14.258561,6.764509,1588.5184,542.1018,11.0
12.180005,-0.03621186,-19.227516,-13.136505,-0.10226365,15.079533,5.4407406,1589.1111,540.6612,11.0
12.334297,-0.021664469,-19.167854,-11.7152,-0.16136321,15.150619,5.665563,1589.218,540.87134,11.0
12.473397,-0.033706665,-19.23479,-10.931151,-0.1297023,15.33759,5.5837045,1589.389,540.7599,11.0
12.563661,0.051668752,-18.215263,-16.929668,0.13185567,14.9590845,6.586925,1589.1804,541.81165,11.0
12.650629,0.13368689,-17.36367,-17.601187,0.12933819,14.512714,7.52335,1588.8938,542.8086,11.0
13.020017,0.028216442,-18.574478,-11.512521,-0.0055817543,15.502143,6.5293517,1589.7065,541.6657,11.0
13.020026,0.08005541,-18.100155,-15.606379,-0.03496174,15.18446,7.124772,1589.491,542.3052,11.0
13.034747,0.044536196,-18.355396,-14.64927,0.060245458,15.418526,6.7253733,1589.6562,541.8728,11.0
13.159048,-0.08438094,-19.648193,-18.97022,-0.15872002,16.21393,5.2322164,1590.1958,540.2693,11.0
13.16253,0.09853429,-17.776567,-18.023394,0.09726357,15.186436,7.405524,1589.539,542.5818,11.0
13.230038,0.14322694,-17.221046,-18.886986,0.16486157,14.9320345,7.94182,1589.3761,543.1526,11.0
13.269887,0.02706871,-18.615597,-8.984601,-0.03610797,15.732381,6.6276016,1589.9498,541.7248,11.0
13.360926,0.16076772,-17.256266,-16.762814,-0.07139976,14.911575,8.208464,1589.3997,543.41895,11.0
13.4943905,0.01320697,-18.771599,-9.384923,-0.0661171,16.015636,6.5599566,1590.2181,541.6116,11.0
13.499338,0.120764576,-17.537292,-15.496927,0.098246545,15.320523,7.8336196,1589.7416,542.98206,11.0
14.0632105,-0.10619577,-19.745647,-6.978036,-0.10605308,17.165285,5.2544804,1591.138,540.13513,11.0
14.253531,-0.040096678,-19.284637,-4.685135,-0.1283539,17.011002,6.1967573,1591.1404,541.08997,11.0
14.280038,0.11742137,-17.6282,-18.416536,0.043734837,16.008474,8.205602,1590.4812,543.2361,11.0
15.124794,-0.10583257,-19.7569,-17.942337,-0.11972953,18.167875,5.6034794,1592.1842,540.3148,11.0
15.299299,-0.13099577,-19.915804,-12.911214,-0.116901256,18.45317,5.294337,1592.4149,539.963,11.0
15.4165945,-0.02799289,-19.174034,-13.259317,-0.11538352,18.011099,6.817009,1592.2288,541.5376,11.0
15.63466,-0.055433415,-19.460798,-18.965527,-0.18483648,18.376068,6.5074406,1592.538,541.17236,11.0
15.714784,-0.0023230363,-18.857368,-15.887858,-0.015000682,18.120016,7.3035126,1592.416,541.99963,11.0
4.8288445,0.74756044,-8.175028,-16.657207,-0.29471585,5.6835184,5.1712995,1579.7982,541.93774,11.0
5.4650736,0.58578473,-11.064553,-19.376394,-0.19694065,6.711918,5.3619304,1580.844,541.957,11.0
5.50859,0.46687514,-13.07681,-20.128178,-0.19028768,7.2717743,5.024854,1581.341,541.5326,11.0
5.5237637,0.5854979,-10.718306,-18.848791,0.15437292,6.7438965,5.4111686,1580.8835,542.0003,11.0
5.678354,0.5010801,-12.487438,-11.810368,-0.16422874,7.2224,5.275802,1581.3334,541.7882,11.0
5.870691,0.4428951,-13.399598,-22.182573,-0.12710594,7.6055145,5.220634,1581.7023,541.6709,11.0
6.317103,0.41464567,-13.809711,-18.65826,-0.09233868,8.026116,5.4486065,1582.1545,541.8268,11.0
6.404607,0.46821606,-13.001858,-20.786789,-0.13713942,7.8199806,5.733641,1581.998,542.1418,11.0
6.781968,0.48175684,-12.754615,-19.863333,-0.11136126,7.9807463,6.086515,1582.2145,542.4635,11.0
7.121843,0.3102637,-15.460614,-5.585499,-0.19701923,9.089075,5.5350204,1583.2173,541.73755,11.0
7.4495764,0.3841332,-14.312464,5.303726,-0.12687886,8.941534,6.1474037,1583.1722,542.36584,11.0
8.4541855,0.49528056,-12.306943,-21.833767,0.11281088,8.905517,7.48351,1583.3561,543.6897,11.0
8.540998,0.3297984,-15.090547,-21.47025,-0.104166344,10.016602,6.6198745,1584.3103,542.6554,11.0
8.610039,0.35690904,-14.689613,-18.647083,-0.09740971,9.902318,6.8337727,1584.2327,542.8852,11.0
8.6661825,0.30208325,-15.4142685,-20.979822,-0.03630996,10.270892,6.5312247,1584.5466,542.52625,11.0
9.000038,0.43381396,-13.376887,-18.831043,0.039789714,9.664743,7.57791,1584.1205,543.6582,11.0
9.088404,0.40104082,-14.003057,-14.525177,-0.07531449,9.946172,7.449637,1584.3771,543.4855,11.0
9.284826,0.46446925,-12.86925,-18.775824,0.056333628,9.628127,7.975762,1584.1497,544.0567,11.0
