x,y,vx,vy,vx_comp,vy_comp,x_rms,y_rms,vx_rms,vy_rms,rcs,pdh0,dyn_prop,ambig_state,valid_state
4.599999904632568,13.300000190734863,0.0,0.0,-3.0623862743377686,-8.854293823242188,0.005,0.005,0.005,0.005,14.0,6.0,4.0,0.0,7.0
14.199999809265137,-1.2999999523162842,-1.0,0.0,0.19230817258358002,-0.017605677247047424,0.616,0.616,0.288,0.011,0.5,1.0,3.0,3.0,0.0
9.0,-14.100000381469727,-2.75,0.0,3.823784828186035,-5.990596771240234,0.794,1.023,0.478,0.011,1.0,1.0,2.0,1.0,0.0
9.199999809265137,-14.899999618530273,-16.25,0.0,0.06584010273218155,-0.10663234442472458,0.794,1.023,0.794,0.011,-1.5,1.0,2.0,1.0,0.0
11.199999809265137,-15.100000381469727,-13.25,0.0,0.18542274832725525,-0.2499895989894867,0.616,0.616,0.478,0.011,3.5,1.0,2.0,2.0,0.0
9.0,-17.700000762939453,0.0,0.0,4.101016521453857,-8.065333366394043,0.005,0.005,0.005,0.005,11.0,6.0,4.0,0.0,7.0
18.399999618530273,8.5,4.5,0.0,0.12660551071166992,0.058486245572566986,0.616,0.616,0.288,0.011,0.5,1.0,0.0,2.0,0.0
11.199999809265137,-17.5,-16.0,0.0,-0.024017296731472015,0.037527021020650864,0.794,0.794,0.794,0.011,2.0,3.0,2.0,1.0,9.0
10.600000381469727,-18.899999618530273,0.0,0.0,4.336909294128418,-7.732791423797607,0.005,0.005,0.005,0.005,-0.5,6.0,4.0,0.0,7.0
13.600000381469727,-17.100000381469727,-12.25,0.0,0.23750609159469604,-0.2986289858818054,0.794,0.794,0.478,0.011,6.5,3.0,6.0,3.0,10.0
21.0,9.5,4.5,0.0,0.2070895880460739,0.0936833843588829,0.616,0.616,0.288,0.011,-0.5,1.0,0.0,1.0,0.0
13.199999809265137,-19.299999237060547,-15.0,0.0,-0.027851572260260582,0.04072237014770508,0.616,0.616,0.616,0.011,19.0,1.0,6.0,3.0,0.0
22.799999237060547,8.100000381469727,3.5,0.0,0.19673661887645721,0.06989327073097229,0.616,0.616,0.288,0.011,-4.5,3.0,0.0,1.0,4.0
24.200000762939453,-4.699999809265137,-2.0,0.0,0.21349434554576874,-0.04146377742290497,0.616,0.616,0.288,0.011,2.5,1.0,2.0,1.0,0.0
23.600000381469727,9.699999809265137,4.0,0.0,0.1398725062608719,0.057489968836307526,0.616,0.616,0.288,0.011,-3.0,3.0,0.0,1.0,4.0
25.399999618530273,-11.699999809265137,-4.75,0.0,0.11402495205402374,-0.05252330005168915,0.616,0.616,0.288,0.011,-1.5,1.0,2.0,1.0,0.0
29.600000381469727,9.899999618530273,3.25,0.0,0.1617116779088974,0.05408599600195885,0.616,0.616,0.288,0.011,-5.0,3.0,0.0,1.0,4.0
