x,y,vx,vy,vx_comp,vy_comp,x_rms,y_rms,vx_rms,vy_rms,rcs,pdh0,dyn_prop,ambig_state,valid_state
5.400000095367432,6.099999904632568,-15.0,0.0,-0.2212253361940384,-0.24990269541740417,0.616,0.616,0.478,0.011,-2.0,1.0,1.0,3.0,0.0
7.400000095367432,9.5,-15.0,0.25,-0.07451501488685608,-0.09566117078065872,0.616,0.616,0.616,0.011,1.0,3.0,1.0,3.0,10.0
9.0,8.5,-15.0,0.25,-0.13197708129882812,-0.12464501708745956,0.616,0.616,0.478,0.011,-3.5,1.0,1.0,3.0,0.0
8.800000190734863,9.300000190734863,-14.75,0.25,0.00833653099834919,0.008810196071863174,0.616,0.616,0.478,0.011,2.5,1.0,1.0,3.0,0.0
11.399999618530273,10.100000381469727,-15.0,0.25,-0.14494934678077698,-0.12842005491256714,0.616,0.616,0.371,0.011,-4.0,1.0,1.0,3.0,0.0
10.0,12.100000381469727,-14.75,0.25,0.0167558453977108,0.020274575799703598,0.616,0.794,0.478,0.011,-4.5,3.0,1.0,3.0,9.0
17.200000762939453,4.900000095367432,-15.0,0.25,-0.3251073956489563,-0.09261779487133026,0.616,0.616,0.288,0.011,2.0,1.0,1.0,3.0,0.0
15.0,-9.699999809265137,-14.5,0.25,0.003334706649184227,-0.0021564436610788107,0.794,0.616,0.371,0.011,0.5,1.0,1.0,3.0,0.0
16.200000762939453,7.900000095367432,-15.0,0.25,-0.25868162512779236,-0.12614719569683075,0.616,0.616,0.288,0.011,0.5,1.0,1.0,3.0,0.0
19.200000762939453,-0.30000001192092896,0.25,0.0,14.852405548095703,-0.23206883668899536,0.616,0.616,0.288,0.011,18.0,1.0,0.0,3.0,0.0
20.0,-0.30000001192092896,0.25,0.0,14.852629661560059,-0.2227894514799118,0.616,0.616,0.288,0.011,15.0,3.0,0.0,3.0,11.0
17.399999618530273,9.300000190734863,-15.0,0.25,-0.24342909455299377,-0.13010865449905396,0.616,0.616,0.288,0.011,-1.5,1.0,1.0,3.0,0.0
16.799999237060547,11.899999618530273,-14.75,0.25,-0.0240638367831707,-0.017045216634869576,0.616,0.616,0.371,0.011,3.0,1.0,1.0,3.0,0.0
17.600000381469727,11.899999618530273,-15.0,0.25,-0.19977690279483795,-0.13507641851902008,0.794,0.616,0.371,0.011,-4.0,1.0,1.0,3.0,0.0
20.600000381469727,7.5,-15.0,0.25,-0.29956281185150146,-0.10906411707401276,0.616,0.616,0.288,0.011,-3.0,3.0,1.0,3.0,9.0
20.600000381469727,7.099999904632568,-14.75,0.25,-0.08247128129005432,-0.028424570336937904,0.616,0.616,0.288,0.011,-3.5,3.0,1.0,3.0,9.0
22.200000762939453,7.5,-14.75,0.25,-0.08376148343086243,-0.028297798708081245,0.794,0.616,0.288,0.011,-4.5,3.0,1.0,3.0,4.0
20.399999618530273,11.699999809265137,-15.0,0.25,-0.23097063601016998,-0.13246844708919525,0.794,0.616,0.371,0.011,0.5,1.0,1.0,3.0,0.0
22.600000381469727,6.900000095367432,-14.75,0.25,-0.08995679765939713,-0.027464687824249268,0.794,0.616,0.288,0.011,-3.0,1.0,1.0,3.0,16.0
21.0,11.300000190734863,-15.0,0.25,-0.2422657012939453,-0.13036201894283295,0.794,0.616,0.371,0.011,1.0,1.0,1.0,3.0,0.0
21.600000381469727,-11.300000190734863,-14.5,0.25,0.018680458888411522,-0.0097726471722126,0.616,0.616,0.288,0.011,4.0,1.0,1.0,3.0,0.0
22.0,-10.5,-14.5,0.25,0.025145910680294037,-0.012001456692814827,0.616,0.616,0.288,0.011,2.5,1.0,1.0,3.0,0.0
23.200000762939453,8.300000190734863,-15.0,0.25,-0.30163800716400146,-0.10791359841823578,0.794,0.616,0.288,0.011,-2.0,1.0,1.0,3.0,0.0
22.799999237060547,-9.699999809265137,-14.5,0.25,0.032917432487010956,-0.014004346914589405,0.794,0.616,0.288,0.011,1.5,1.0,1.0,3.0,0.0
23.200000762939453,11.100000381469727,-15.0,0.25,-0.26170986890792847,-0.12521463632583618,0.794,0.794,0.371,0.011,0.0,1.0,1.0,3.0,0.0
22.799999237060547,12.899999618530273,-14.75,0.25,-0.044040922075510025,-0.02491788938641548,0.616,0.616,0.371,0.011,-1.0,1.0,1.0,3.0,0.0
25.399999618530273,7.099999904632568,-14.75,0.25,-0.09490565210580826,-0.026528744027018547,0.616,0.616,0.288,0.011,-4.5,3.0,1.0,3.0,4.0
25.0,10.100000381469727,-15.0,0.25,-0.2863701283931732,-0.11569353938102722,0.616,0.616,0.288,0.011,-3.5,3.0,3.0,3.0,9.0
24.600000381469727,12.699999809265137,-14.75,0.25,-0.051940396428108215,-0.026814758777618408,0.616,0.616,0.288,0.011,-2.5,3.0,1.0,3.0,11.0
24.799999237060547,12.699999809265137,-14.75,0.25,-0.052625637501478195,-0.02694941870868206,0.616,0.616,0.288,0.011,-2.5,3.0,1.0,3.0,4.0
26.399999618530273,-9.300000190734863,-14.25,0.25,0.26702916622161865,-0.09406708925962448,0.794,0.616,0.288,0.011,-4.5,3.0,1.0,3.0,9.0
26.600000381469727,10.100000381469727,-14.75,0.25,-0.07591623812913895,-0.028825338929891586,0.616,0.616,0.288,0.011,-2.0,1.0,1.0,3.0,0.0
29.0,4.099999904632568,-14.75,0.5,-0.08656787127256393,-0.012238905765116215,0.616,0.616,0.288,0.011,-4.5,3.0,1.0,3.0,4.0
28.399999618530273,10.5,-15.0,0.5,-0.21639254689216614,-0.08000428229570389,0.616,0.616,0.288,0.011,4.0,3.0,1.0,3.0,11.0
30.399999618530273,2.5,-14.75,0.5,-0.11145790666341782,-0.009165945462882519,0.616,0.616,0.288,0.011,-1.5,3.0,1.0,3.0,9.0
28.799999237060547,10.5,-15.0,0.5,-0.21894577145576477,-0.07982397824525833,0.616,0.616,0.288,0.011,6.5,1.0,1.0,3.0,0.0
30.200000762939453,-9.699999809265137,-14.75,0.5,-0.24958644807338715,0.08016517758369446,0.616,0.616,0.288,0.011,3.5,1.0,1.0,3.0,0.0
31.600000381469727,5.5,-14.75,0.5,-0.07287925481796265,-0.01268468052148819,0.616,0.616,0.288,0.011,-5.0,3.0,1.0,3.0,4.0
31.200000762939453,7.900000095367432,-15.0,0.5,-0.275423139333725,-0.06973855197429657,0.794,0.616,0.288,0.011,-1.0,1.0,1.0,3.0,0.0
30.200000762939453,11.699999809265137,-14.75,0.5,0.00972575880587101,0.0037679264787584543,0.794,0.794,0.288,0.011,-4.0,3.0,1.0,3.0,4.0
19.200000762939453,-26.5,-14.5,0.25,-0.03734470158815384,0.0515434630215168,1.023,0.794,0.616,0.011,8.0,1.0,1.0,3.0,16.0
31.399999618530273,-11.100000381469727,-14.5,0.5,-0.03413316234946251,0.012066181749105453,0.794,0.794,0.288,0.011,-3.5,3.0,1.0,3.0,4.0
