range,azimuth,vr,rcs,vr_comp,x_cc,y_cc,x_seq,y_seq,label_id
7.3707376,0.2194759,-13.929643,-24.7072,-0.13386983,9.703211,5.1927342,-340.88107,-945.87616,11.0
7.851498,0.25157687,-13.540688,-24.62725,-0.095414445,9.927529,5.6830826,-341.37064,-946.1022,11.0
8.171232,0.15520911,-14.551844,-23.702728,-0.09742796,10.644307,5.254361,-341.63538,-945.31006,11.0
8.378911,0.17686176,-14.341777,-26.323935,-0.102733955,10.713993,5.5196395,-341.86102,-945.46594,11.0
8.414063,0.121462226,-14.852086,-24.943972,-0.07554717,11.000178,5.1513286,-341.83832,-945.00006,11.0
8.534603,0.094367474,-15.128583,-23.819838,-0.10557884,11.22213,5.017232,-341.91943,-944.7538,11.0
8.725889,0.1548343,-14.5630455,-22.685188,-0.10496104,11.106644,5.560792,-342.1858,-945.24146,11.0
9.35892,0.1365637,-14.69526,-25.38221,-0.060810216,11.726311,5.770557,-342.79263,-944.99713,11.0
9.49507,0.072572455,-15.301278,-20.662569,-0.08801252,12.153379,5.323443,-342.82553,-944.3797,11.0
9.825597,0.1160323,-14.905578,-22.981379,-0.078770906,12.226108,5.852727,-343.22543,-944.73395,11.0
9.885583,0.029276837,-15.671015,-24.959805,-0.10131684,12.694719,5.1353664,-343.11386,-943.8844,11.0
10.5265045,-0.007655867,-15.916811,-24.911694,-0.066102505,13.435485,5.0723424,-343.63495,-943.3541,11.0
11.386711,0.04567515,-15.547372,-22.556507,-0.10927528,13.951133,5.9750576,-344.61414,-943.70337,11.0
11.44363,-0.0348441,-16.158146,-21.530842,-0.11436438,14.3951235,5.16854,-344.42584,-942.8022,11.0
12.22246,-0.020119319,-16.025215,-21.267843,-0.08453619,15.040628,5.637821,-345.22128,-942.7379,11.0
13.46637,-0.03819024,-16.193928,-21.162514,-0.12720093,16.274805,5.9168725,-346.3396,-942.14594,11.0
14.010305,-0.09618275,-16.475464,-21.65048,-0.039857626,17.069136,5.369842,-346.58612,-941.2135,11.0
14.681066,-0.07154173,-16.397537,-19.439814,-0.111984015,17.576769,5.9329658,-347.33807,-941.31024,11.0
14.818453,-0.11840363,-16.658024,-22.392101,-0.09565662,17.937365,5.327566,-347.21747,-940.61597,11.0
14.940087,0.17609471,-14.390799,-10.338949,-0.14401136,16.087658,9.284322,-348.39066,-944.82324,11.0
15.120045,0.14257506,-14.634791,-11.454625,-0.057832394,16.519148,8.968116,-348.51215,-944.30225,11.0
15.590853,0.14155199,-14.58287,-10.668214,0.0039109527,16.922043,9.21221,-348.97687,-944.2251,11.0
15.944791,0.11899604,-14.8801365,-2.445909,-0.08071261,17.411518,9.101947,-349.2765,-943.82263,11.0
4.7672377,0.73757184,-6.805215,-25.364578,-0.11842417,5.7042556,5.096052,-337.78348,-948.4071,11.0
4.9696035,0.7830185,-5.966801,-24.520313,-0.01958161,5.572363,5.365273,-337.8587,-948.6973,11.0
5.0760975,0.7126526,-7.129657,-24.518656,-0.04311072,5.939763,5.3304806,-338.11487,-948.43164,11.0
5.080317,0.6340957,-8.466601,-25.764532,-0.14979321,6.2987566,5.15669,-338.2741,-948.066,11.0
5.230868,0.6886589,-7.5575,-25.015678,-0.09020143,6.1170373,5.418873,-338.30695,-948.3833,11.0
5.482331,0.6064934,-8.904562,-21.93642,-0.16727817,6.6234694,5.4348903,-338.7017,-948.0656,11.0
5.516444,0.5711276,-9.369398,-23.119432,-0.103145756,6.8073864,5.363054,-338.79446,-947.89136,11.0
5.541457,0.5474101,-9.731315,-23.540657,-0.11676949,6.931005,5.3126645,-338.85547,-947.7726,11.0
5.608472,0.5025367,-10.377303,-18.503086,-0.11874406,7.1744337,5.224322,-338.98267,-947.547,11.0
5.629789,0.664029,-7.942288,-23.539316,-0.08861396,6.413505,5.7173834,-338.72632,-948.41675,11.0
5.748273,0.6766252,-7.829955,-24.779764,-0.17330049,6.4025106,5.855413,-338.8079,-948.5286,11.0
5.880003,0.7265235,-6.9648075,-24.697624,-0.10025232,6.1945066,6.0967135,-338.8072,-948.8472,11.0
6.021741,0.45748028,-11.003265,-16.333626,-0.118847005,7.6338477,5.392487,-339.44083,-947.3754,11.0
6.1272793,0.5070853,-10.262631,-23.468227,-0.068434104,7.4585123,5.6592603,-339.4815,-947.6921,11.0
6.1740193,0.53778785,-9.840344,-23.755306,-0.08602807,7.3308544,5.806044,-339.48022,-947.8866,11.0
6.300009,0.6605642,-7.9815254,-25.232264,-0.07387541,6.7369337,6.304763,-339.3543,-948.65186,11.0
