utime,ax,ay,az,orientation_1,orientation_2,orientation_3,orientation_4,px,py,pz,rotation_rate_x,rotation_rate_y,rotation_rate_z,vx,vy,vz
1542800987965712.0,-0.48099158554944726,-0.35977516705799417,9.763735739130363,0.28417941823987797,0.0,0.0,-0.9587711188020029,1321.3907556025406,903.754784104452,0.0,0.0009704252588562667,0.0010312565136700869,0.0006902607274241745,8.788973878160027e-35,0.0,0.0
1542800987985740.0,-0.48153620051666984,-0.3596495988586662,9.761635711664681,0.284184712778317,0.0,0.0,-0.9587695494867917,1321.3907404263816,903.7547971322097,0.0,-0.001113077625632286,0.00011033769987989217,0.0012833604123443365,5.826309305110046e-35,0.0,0.0
1542800988005945.0,-0.4808972020821205,-0.35943465177687717,9.759674554897023,0.28419204983155916,0.0,0.0,-0.9587673747122065,1321.390722395466,903.7548081730015,0.0,0.0004226264136377722,-0.0004617777594830841,0.0007364763878285885,3.8623257492168683e-35,0.0,0.0
1542800988025665.0,-0.48060294740578313,-0.3582488778161385,9.759376362540854,0.284197948770031,0.0,0.0,-0.958765626164657,1321.3907022899657,903.754817721458,0.0,-0.0005119000561535358,-0.0003640495124273002,0.0008205859921872616,2.560379034456682e-35,0.0,0.0
1542800988045657.0,-0.4817848826307046,-0.3563480112484393,9.757479506802756,0.2842035129744719,0.0,0.0,-0.958763976801887,1321.3906802817605,903.7548258973717,0.0,-0.00034589707502163947,-0.0006021771696396172,0.0006392066134139895,1.6973039628815731e-35,0.0,0.0
1542800988065034.0,-0.4849421783656824,-0.35455821911802743,9.754711967927635,0.28420783017272566,0.0,0.0,-0.9587626970572599,1321.3906571606042,903.7548331991959,0.0,0.0012912717647850513,-0.00027063730522058904,-1.502167469880078e-05,1.1251618231692064e-35,0.0,0.0
1542800988085723.0,-0.48653022545544133,-0.35295297153115146,9.754936723078128,0.284209346480761,0.0,0.0,-0.9587622475739117,1321.390633661797,903.754840140824,0.0,-0.0003461982123553753,1.934077545229229e-06,-0.0006380333798006177,7.458823852435586e-36,0.0,0.0
1542800988105694.0,-0.48509925099945167,-0.3511402050425279,9.757109911469934,0.28420651176537587,0.0,0.0,-0.958763087874245,1321.3906120645577,903.7548481839996,0.0,-5.5573902500327677e-05,-0.0003927583748009056,-0.00041718146530911326,4.944537942547627e-36,0.0,0.0
1542800988125657.0,-0.4841695289044549,-0.3494487782292515,9.757547775802772,0.2842024245870826,0.0,0.0,-0.958764299428605,1321.3905927212284,903.7548575584265,0.0,0.0009279275545850396,0.0014789359411224723,7.639276009285823e-05,3.277789628630227e-36,0.0,0.0
1542800988145925.0,-0.48280618359027316,-0.34950832298916756,9.758829076065625,0.2841996915617326,0.0,0.0,-0.958765109563451,1321.3905749468547,903.7548678278966,0.0,0.0008681995095685124,-0.0011471528559923172,0.0012543071061372757,2.1728834876773514e-36,0.0,0.0
1542800988168497.0,-0.4807653465630969,-0.34872466000208163,9.760165602136523,0.2842029440169327,0.0,0.0,-0.95876414545607,1321.3905555879453,903.7548770166516,0.0,0.0014881370589137077,-0.0005582676967605948,0.0007357752183452249,1.4404288212340066e-36,0.0,0.0
1542800988185688.0,-0.48111083919184744,-0.3478583940334164,9.760211423374807,0.28420571874958067,0.0,0.0,-0.9587633229478661,1321.3905374801275,903.7548868281799,0.0,0.0003202265943400562,0.00026653605164028704,0.0006744518759660423,9.548764122918675e-37,0.0,0.0
1542800988205433.0,-0.4809298843255745,-0.34767206071170437,9.760657672411307,0.28420932458848297,0.0,0.0,-0.9587622540635182,1321.3905177455947,903.7548954460265,0.0,0.001301315613090992,0.0015133611159399152,0.0011219203006476164,6.3299827753395304e-37,0.0,0.0
1542800988225708.0,-0.4818540449742983,-0.34493021784418215,9.762166519209691,0.2842147983600224,0.0,0.0,-0.9587606314368419,1321.3904962507668,903.7549027977885,0.0,0.0014981592539697886,8.09328630566597e-05,0.001184835098683834,4.19621653863283e-37,0.0,0.0
1542800988245674.0,-0.4809036349490554,-0.3443173219121369,9.762851702774803,0.284221232135651,0.0,0.0,-0.9587587241862743,1321.3904729760168,903.7549088633186,0.0,-0.00015740227536298335,-0.000331946270307526,0.001547061838209629,2.781718981557767e-37,0.0,0.0
1542800988265681.0,-0.48075129217524465,-0.3456295782465481,9.76308885030831,0.28422955064583116,0.0,0.0,-0.9587562581488941,1321.3904471187348,903.7549131227311,0.0,-0.0013540999498218298,0.0015665411483496428,0.0008481091936118901,1.8440326949571305e-37,0.0,0.0
1542800988285166.0,-0.482218297200317,-0.34620412853426286,9.760553007862907,0.2842357405535686,0.0,0.0,-0.9587544230886054,1321.3904199267815,903.7549163752487,0.0,-0.000652122893370688,0.00032449010177515447,0.000869070936460048,1.2224299444391025e-37,0.0,0.0
1542800988305731.0,-0.482054757433078,-0.34421829754617417,9.75982126239331,0.2842413886722315,0.0,0.0,-0.9587527486091925,1321.390390876955,903.7549183086632,0.0,-0.001285471604205668,-0.0001443482906324789,-0.001348775578662753,8.103625131744895e-38,0.0,0.0
1542800988325713.0,-0.48255803399469477,-0.3439660762453638,9.76021613905732,0.2842373823907663,0.0,0.0,-0.9587539363421906,1321.3903647537675,903.7549220181792,0.0,-0.0002649268426466733,0.0007766176713630557,0.0001321409799857065,5.371983938595254e-38,0.0,0.0
1542800988345693.0,-0.4844180509888689,-0.3453790881990255,9.758356543958863,0.2842343432049304,0.0,0.0,-0.9587548373504364,1321.3903408599801,903.7549270516853,0.0,-0.0006720184464938939,0.0003234034520573914,0.0006027350900694728,3.5611483709281047e-38,0.0,0.0
1542800988365888.0,-0.48298890391100796,-0.3457635531857542,9.759091202474824,0.28423377222864793,0.0,0.0,-0.9587550066230023,1321.390318031165,903.7549326584162,0.0,0.000623154453933239,0.0001999188243644312,-5.739769039792009e-05,2.360725174297545e-38,0.0,0.0
1542800988385674.0,-0.48207539088529494,-0.34718762347547577,9.758098837174316,0.2842319304876818,0.0,0.0,-0.9587555526260307,1321.3902971188948,903.7549393826115,0.0,0.00115900335367769,-0.000592229887843132,6.423261947929859e-05,1.5649511809331704e-38,0.0,0.0
1542800988405704.0,-0.4821958207038612,-0.351242284595858,9.756325814267413,0.2842299833345853,0.0,0.0,-0.9587561298753825,1321.3902777400326,903.7549469819481,0.0,0.00024506740737706423,6.408290937542915e-05,0.00020010797015856951,1.0374236803878996e-38,0.0,0.0
1542800988425467.0,-0.4819805850674795,-0.3527779554900991,9.756612962178242,0.2842285471455565,0.0,0.0,-0.9587565556425292,1321.390259924274,903.7549554702272,0.0,0.0002813906758092344,0.0014466375578194857,0.0004079475183971226,6.877197868803901e-39,0.0,0.0
1542800988445704.0,-0.48353254701857945,-0.35282410334081904,9.757540363163802,0.28422827829231684,0.0,0.0,-0.9587566353454797,1321.3902427269786,903.7549642455473,0.0,-5.805424734717235e-05,-0.0007852466660551727,0.0009133212151937187,4.558971558177339e-39,0.0,0.0
1542800988465670.0,-0.48480142465838444,-0.35350739457159247,9.75766011872983,0.28423057818281466,0.0,0.0,-0.9587559535282495,1321.3902254915547,903.7549728752085,0.0,-0.0002462160191498697,-0.0007400043541565537,-0.00010023871436715126,3.022193350368841e-39,0.0,0.0
1542800988485670.0,-0.48333666045359625,-0.35306666393723224,9.76088834021804,0.28423027312931326,0.0,0.0,-0.958756043963654,1321.3902090833556,903.7549819231393,0.0,0.0004589931631926447,0.0008339785854332149,-0.00011667869694065303,2.0034458496743162e-39,0.0,0.0
1542800988505701.0,-0.4818723146373659,-0.3533651313961993,9.76250807762122,0.28422852262960785,0.0,0.0,-0.9587565629104139,1321.3901940443634,903.7549917431586,0.0,0.001051235245540738,0.0013002390041947365,0.0016219906974583864,1.3281067116660098e-39,0.0,0.0
1542800988525623.0,-0.48088552771042564,-0.35210944191326565,9.762233367569731,0.28423280221047326,0.0,0.0,-0.9587552941953342,1321.3901779684272,903.7550007695257,0.0,0.0010121384402737021,-0.0005640853196382523,0.0006182087818160653,8.804168267682599e-40,0.0,0.0
1542800988545638.0,-0.479414513246282,-0.34892713702531997,9.762537087101819,0.28423634398457737,0.0,0.0,-0.9587542441930993,1321.390161057703,903.7550091363464,0.0,-0.0002692940179258585,0.0003255751798860729,0.0004526181728579104,5.836381836248273e-40,0.0,0.0
1542800988564989.0,-0.4798178747948448,-0.3487103640587118,9.762509795733218,0.28423858977990596,0.0,0.0,-0.9587535783922427,1321.3901442496035,903.7550174392213,0.0,0.0011053039925172925,-0.0003065190394409001,-0.0011070577893406153,3.869002943017898e-40,0.0,0.0
1542800988585044.0,-0.47978095808756843,-0.34698695084381775,9.761211136555897,0.28423438525297695,0.0,0.0,-0.9587548248847889,1321.3901294006478,903.7550269013095,0.0,0.00023289544333238155,-0.0005763801746070385,-0.00016983598470687866,2.564805421076357e-40,0.0,0.0
1542800988605683.0,-0.480835943884603,-0.34655174905348085,9.759863683437981,0.2842302375705361,0.0,0.0,-0.958756054505314,1321.3901164865472,903.755037521571,0.0,-0.0008889843593351543,0.00023163687728811055,-0.0013679178664460778,1.7002382641899786e-40,0.0,0.0
1542800988625641.0,-0.48159291071481347,-0.34506946343955036,9.759704582205707,0.2842215655378412,0.0,0.0,-0.9587586253501027,1321.3901078985466,903.7550508386091,0.0,-0.00033360972884111106,0.001892089145258069,0.0003654099418781698,1.1271070043990246e-40,0.0,0.0
1542800988645266.0,-0.48221876233173805,-0.34479552099384925,9.759521958268422,0.28421751021054903,0.0,0.0,-0.9587598275322744,1321.3901014312,903.7550654124797,0.0,-2.0557083189487457e-05,-0.00014574741362594068,0.001336725428700447,7.471718676855964e-41,0.0,0.0
1542800988665384.0,-0.4817411479849627,-0.3445951704703648,9.758422889603748,0.28421969876531616,0.0,0.0,-0.9587591787481113,1321.3900941191769,903.7550793272155,0.0,0.00017306744121015072,-0.0004964008694514632,6.757974915672094e-05,4.9530860662023e-41,0.0,0.0
1542800988685642.0,-0.4812199805191876,-0.3457536442950376,9.760363685343759,0.28422028207637856,0.0,0.0,-0.9587590058280672,1321.3900867520376,903.7550930996588,0.0,-0.0005629768711514771,0.0006349338218569756,-0.0006973067065700889,3.2834562756223424e-41,0.0,0.0
1542800988705708.0,-0.48382044295282517,-0.34707931083163157,9.75924219873514,0.28421693836707435,0.0,0.0,-0.9587599970510069,1321.3900810043617,903.7551078145231,0.0,0.0001329269725829363,0.0007532656891271472,0.0001945748954312876,2.1766399714895262e-41,0.0,0.0
1542800988725987.0,-0.4826463861444547,-0.3481443286575839,9.758062871031797,0.2842150917619182,0.0,0.0,-0.9587605444607973,1321.3900760529475,903.7551229421962,0.0,-0.0010121420491486788,-0.0006370359333232045,0.000705135113094002,1.4429190364619475e-41,0.0,0.0
1542800988745634.0,-0.48211531387739415,-0.3474738279630895,9.758632701512497,0.28421603990730565,0.0,0.0,-0.958760263391954,1321.390070985008,903.7551378762244,0.0,-0.0013784574111923575,-0.0003986252413596958,0.0014395668404176831,9.565272038808984e-42,0.0,0.0
1542800988765417.0,-0.4806221199026609,-0.34501592579531337,9.760184008415132,0.28422126614543536,0.0,0.0,-0.9587587141041721,1321.3900638042908,903.7551513227121,0.0,0.0009678282658569515,-0.0006206178804859519,0.0002722681383602321,6.340926057831094e-42,0.0,0.0
1542800988785569.0,-0.4813861665641201,-0.3437960711987042,9.762148619483675,0.28422427276128087,0.0,0.0,-0.9587578227964145,1321.3900553755318,903.7551638523192,0.0,-0.00023310740652959794,-0.0003406921459827572,0.0002967127657029778,4.203470963266799e-42,0.0,0.0
1542800988805645.0,-0.4832073116661243,-0.3449152970402574,9.760650540511817,0.2842260093396233,0.0,0.0,-0.958757307985119,1321.3900463661687,903.7551758978385,0.0,4.754050314659253e-05,0.00016906065866351128,0.0006202984368428588,2.7865280209671503e-42,0.0,0.0
1542800988825719.0,-0.48274670627958427,-0.3471325918798077,9.760558469538985,0.2842283059936526,0.0,0.0,-0.9587566271332776,1321.3900365429113,903.7551873082198,0.0,-0.0008967158501036465,-0.0006867859628982842,0.001425340655259788,1.847220661089236e-42,0.0,0.0
1542800988845649.0,-0.4806723110145505,-0.35006253245253965,9.761818705222074,0.2842339524790765,0.0,0.0,-0.9587549531857044,1321.3900246306005,903.7551972521837,0.0,-0.0007699120324105024,0.0018518771976232529,-0.0013441757764667273,1.224543282924044e-42,0.0,0.0
1542800988865618.0,-0.4793162661792796,-0.35157711242509987,9.762139764847037,0.2842305230221083,0.0,0.0,-0.9587559698810635,1321.390014292061,903.7552081119942,0.0,-9.533837146591395e-05,0.001119076507166028,-0.00039629993261769414,8.117634689459317e-43,0.0,0.0
1542800988885633.0,-0.47879862739210527,-0.3529306129658816,9.764430677714314,0.2842259928570575,0.0,0.0,-0.9587573128714169,1321.3900059315597,903.7552201522105,0.0,-0.00042167678475379944,-0.0006957611185498536,0.0005064478609710932,5.381271031446315e-43,0.0,0.0
1542800988905652.0,-0.47858057878224347,-0.351077527704938,9.76504219402096,0.2842245021102765,0.0,0.0,-0.9587577548057514,1321.3899982860926,903.7552325526182,0.0,0.000534071761649102,-0.0003641270159278065,-0.0005885257269255817,3.567304888884087e-43,0.0,0.0
1542800988925637.0,-0.4804415736155509,-0.35009854398839024,9.762666754950695,0.28422039955129696,0.0,0.0,-0.9587589710030885,1321.3899923909762,903.7552459860403,0.0,-0.00034309670445509255,-0.0002344373642699793,0.0003997880849055946,2.3648063990629467e-43,0.0,0.0
1542800988945631.0,-0.47955160483549997,-0.3506247787698369,9.763383503438181,0.28421884274515546,0.0,0.0,-0.9587594325108904,1321.3899871489293,903.7552597401086,0.0,0.0004153411427978426,-0.0005217341822572052,-3.299699164927006e-05,1.5676566705792364e-43,0.0,0.0
1542800988965653.0,-0.4795304502044651,-0.3514535790008861,9.765087031794582,0.28421699158605435,0.0,0.0,-0.9587599812746529,1321.3899826386837,903.7552738671482,0.0,0.0010131867602467537,-0.0014785330276936293,-0.0012906569754704833,1.0392171798018554e-43,0.0,0.0
1542800988985708.0,-0.4799906617244848,-0.3524409341652059,9.76286402324568,0.28421009789378926,0.0,0.0,-0.9587620248295209,1321.3899808509782,903.7552896623955,0.0,0.0001942710077855736,-0.0014554484514519572,-0.00045964200398884714,6.889087177463934e-44,0.0,0.0
1542800989005714.0,-0.4791791224435819,-0.35353433365479475,9.76125852950681,0.28420391791931676,0.0,0.0,-0.9587638567652152,1321.3899814205556,903.7553068880749,0.0,-0.00019096393953077495,0.000664511404465884,-0.0006889927899464965,4.566853114163004e-44,0.0,0.0
1542800989024925.0,-0.47943382572751686,-0.353749439437253,9.760314785049404,0.28419755849122963,0.0,0.0,-0.9587657418512742,1321.3899844273476,903.7553255817761,0.0,0.0005307750543579459,-0.0007881112396717072,-0.0003216876648366451,3.0274181221811836e-44,0.0,0.0
