utime,available_distance,battery_level,brake,brake_switch,gear_position,left_signal,right_signal,rear_left_rpm,rear_right_rpm,steering,steering_speed,throttle,vehicle_speed,yaw_rate
1542800988116678.0,149.0,85.0,5.0,4.0,7.0,0.0,1.0,0.0,0.0,-291.7999999999997,1.8118839761882555e-13,0.0,0.0,-0.19999999999998863
1542800988616644.0,149.0,85.0,5.0,4.0,7.0,0.0,0.0,0.0,0.0,-291.7999999999997,1.8118839761882555e-13,0.0,0.0,2.842170943040401e-14
1542800989116698.0,149.0,85.0,5.0,4.0,7.0,0.0,0.0,0.0,0.0,-291.89999999999964,-1.9999999999998188,0.0,0.0,-0.0999999999999659
1542800989616638.0,149.0,85.0,5.0,4.0,7.0,0.0,1.0,0.0,0.0,-291.7999999999997,1.8118839761882555e-13,0.0,0.0,2.842170943040401e-14
1542800990116564.0,149.0,85.0,5.0,4.0,7.0,0.0,1.0,0.0,0.0,-291.7999999999997,1.8118839761882555e-13,0.0,0.0,-0.19999999999998863
1542800990616445.0,149.0,85.0,5.0,4.0,7.0,0.0,0.0,0.0,0.0,-291.7999999999997,1.9000000000002721,0.0,0.0,-0.0999999999999659
1542800991116807.0,149.0,85.0,5.0,4.0,7.0,0.0,0.0,0.0,0.0,-291.7999999999997,1.8118839761882555e-13,0.0,0.0,-0.0999999999999659
1542800991617233.0,149.0,85.0,5.0,4.0,7.0,0.0,1.0,0.0,0.0,-291.7999999999997,1.8118839761882555e-13,0.0,0.0,-0.0999999999999659
1542800992116938.0,149.0,85.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0,-291.7999999999997,1.8118839761882555e-13,0.0,0.0,-0.0999999999999659
1542800992616612.0,149.0,85.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,-291.7999999999997,1.9000000000002721,0.0,0.0,-0.6999999999999886
1542800993116574.0,149.0,85.0,7.0,4.0,7.0,0.0,1.0,4.9206,3.5028,-291.7999999999997,1.8118839761882555e-13,0.0,0.0,-1.1999999999999886
1542800993616590.0,149.0,85.0,7.0,4.0,7.0,0.0,1.0,0.0,0.0,-291.89999999999964,1.8118839761882555e-13,0.0,0.0,-0.39999999999997726
1542800994116553.0,149.0,85.0,7.0,4.0,7.0,0.0,0.0,0.0,0.0,-291.7999999999997,1.8118839761882555e-13,0.0,0.0,-0.0999999999999659
1542800994616625.0,149.0,85.0,7.0,4.0,7.0,0.0,0.0,0.0,0.0,-291.7999999999997,1.8118839761882555e-13,0.0,0.0,-0.19999999999998863
1542800995117571.0,149.0,85.0,7.0,4.0,7.0,0.0,1.0,0.0,0.0,-291.7999999999997,1.8118839761882555e-13,0.0,0.0,2.842170943040401e-14
1542800995616339.0,149.0,85.0,1.0,4.0,7.0,0.0,1.0,0.0,0.0,-291.7999999999997,1.8118839761882555e-13,0.0,0.0,-0.19999999999998863
1542800996116699.0,149.0,85.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,-291.7999999999997,1.8118839761882555e-13,0.0,0.0,-1.1999999999999886
1542800996617172.0,149.0,85.0,7.0,4.0,7.0,0.0,0.0,7.0056,5.6295,-291.7999999999997,1.9000000000002721,0.0,0.0,-1.6999999999999886
1542800997116662.0,149.0,85.0,6.0,4.0,7.0,0.0,1.0,0.0,0.0,-291.7999999999997,1.8118839761882555e-13,0.0,0.0,2.842170943040401e-14
1542800997616498.0,149.0,85.0,1.0,2.0,7.0,0.0,1.0,0.0,0.0,-291.89999999999964,1.8118839761882555e-13,0.0,0.0,-0.39999999999997726
1542800998116495.0,149.0,85.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,-293.0,-7.999999999999819,0.0,0.0,-1.099999999999966
1542800998616480.0,149.0,85.0,1.0,1.0,7.0,0.0,0.0,14.7201,11.4258,-293.6999999999998,1.8118839761882555e-13,0.0,1.3900000000000001,-3.4999999999999716
1542800999116473.0,149.0,85.0,6.0,4.0,7.0,0.0,1.0,17.514,14.0112,-293.6999999999998,1.8118839761882555e-13,0.0,1.9100000000000001,-4.299999999999983
1542800999616665.0,149.0,85.0,8.0,4.0,7.0,0.0,1.0,9.8412,7.964700000000001,-293.6999999999998,1.8118839761882555e-13,0.0,1.22,-2.1999999999999886
1542801000116885.0,149.0,85.0,8.0,4.0,7.0,0.0,0.0,0.0,0.0,-293.6999999999998,1.8118839761882555e-13,0.0,0.0,2.842170943040401e-14
1542801000616168.0,149.0,85.0,8.0,4.0,7.0,0.0,1.0,0.0,0.0,-293.89999999999964,1.8118839761882555e-13,0.0,0.0,-0.0999999999999659
1542801001116381.0,149.0,85.0,8.0,4.0,7.0,0.0,1.0,0.0,0.0,-293.89999999999964,1.8118839761882555e-13,0.0,0.0,-0.19999999999998863
1542801001616587.0,149.0,85.0,9.0,4.0,7.0,0.0,0.0,0.0,0.0,-293.7999999999997,1.9000000000002721,0.0,0.0,2.842170943040401e-14
1542801002116104.0,149.0,85.0,9.0,4.0,7.0,0.0,0.0,0.0,0.0,-293.89999999999964,1.8118839761882555e-13,0.0,0.0,2.842170943040401e-14
1542801002616120.0,149.0,85.0,9.0,4.0,7.0,0.0,1.0,0.0,0.0,-293.89999999999964,1.8118839761882555e-13,0.0,0.0,-0.0999999999999659
1542801003116154.0,149.0,85.0,9.0,4.0,7.0,0.0,1.0,0.0,0.0,-293.89999999999964,1.8118839761882555e-13,0.0,0.0,-0.0999999999999659
