timestamp_sec,FL_wheel_speed,FR_wheel_speed,RR_wheel_speed,RL_wheel_speed,steering_angle,odom_speed,odom,ax,ay
0.036975,187.8585,209.5842,206.0814,185.0646,173.60000000000036,22.0,24.0,0.05000000000000071,-0.1839999999999975
0.044298,188.5674,210.7518,206.0814,185.0646,173.70000000000027,22.0,24.0,-0.049999999999998934,-0.22800000000000864
0.055916999999999994,188.5674,210.7518,204.6636,185.0646,173.70000000000027,22.0,24.0,-0.049999999999998934,-0.22800000000000864
0.06432399999999999,189.735,208.6668,204.6636,185.0646,173.80000000000018,22.0,24.0,0.0,-0.20400000000000773
0.075431,189.735,208.6668,206.7903,184.8144,173.80000000000018,22.0,24.0,0.0,-0.20400000000000773
0.084898,188.3172,210.0429,206.7903,184.8144,173.70000000000027,22.0,24.0,0.15000000000000036,-0.20400000000000773
0.095358,188.3172,210.0429,204.9138,184.8144,173.80000000000018,22.0,24.0,0.15000000000000036,-0.20400000000000773
0.10520299999999999,187.8585,210.7518,204.9138,184.8144,173.70000000000027,22.0,84.0,-0.049999999999998934,-0.2079999999999984
0.11616599999999999,187.8585,210.7518,206.5401,185.5233,173.80000000000018,22.0,84.0,-0.049999999999998934,-0.2079999999999984
0.124316,189.2763,209.5842,206.5401,185.5233,173.80000000000018,22.0,84.0,-0.09999999999999964,-0.19599999999999795
0.136678,189.2763,209.5842,206.28990000000002,184.8144,173.70000000000027,22.0,84.0,-0.09999999999999964,-0.19599999999999795
0.14415799999999998,189.9852,210.0429,206.28990000000002,184.8144,173.70000000000027,22.0,84.0,-0.14999999999999858,-0.19999999999998863
0.155827,189.9852,210.0429,206.5401,185.7318,173.80000000000018,22.0,84.0,-0.14999999999999858,-0.19999999999998863
0.16436199999999998,188.5674,211.002,206.5401,185.7318,173.80000000000018,22.0,84.0,-0.049999999999998934,-0.21199999999998909
0.175904,188.5674,211.002,206.99880000000002,185.2731,173.70000000000027,22.0,84.0,-0.049999999999998934,-0.21199999999998909
0.18492599999999998,189.9852,209.5842,206.99880000000002,185.2731,173.70000000000027,22.0,84.0,-0.09999999999999964,-0.21199999999998909
0.195434,189.9852,209.5842,206.7903,184.8144,173.70000000000027,22.0,84.0,-0.09999999999999964,-0.21199999999998909
0.206345,190.6941,210.0429,206.7903,184.8144,173.70000000000027,22.0,28.0,-0.09999999999999964,-0.19999999999998863
0.216076,190.6941,210.0429,205.3725,184.8144,173.70000000000027,22.0,28.0,-0.09999999999999964,-0.19999999999998863
0.225326,189.735,212.1696,205.3725,184.8144,173.70000000000027,22.0,28.0,-0.14999999999999858,-0.21600000000000819
0.23588599999999998,189.735,212.1696,207.70770000000002,184.3557,173.70000000000027,22.0,28.0,-0.14999999999999858,-0.21600000000000819
0.244553,190.1937,212.1696,207.70770000000002,184.3557,173.70000000000027,22.0,28.0,-0.049999999999998934,-0.23199999999999932
0.25526,190.1937,212.1696,210.0429,184.5642,173.70000000000027,22.0,28.0,-0.049999999999998934,-0.23199999999999932
0.264163,190.9026,211.7109,210.0429,184.5642,173.70000000000027,22.0,28.0,-0.09999999999999964,-0.22800000000000864
0.275677,190.9026,211.7109,205.1223,186.4407,173.70000000000027,22.0,28.0,-0.09999999999999964,-0.22800000000000864
0.285164,190.9026,211.7109,205.1223,186.4407,173.70000000000027,22.0,28.0,0.25,-0.21199999999998909
0.29522,190.9026,211.7109,210.7518,188.3172,173.70000000000027,22.0,28.0,0.25,-0.21199999999998909
0.305013,191.82,211.4607,210.7518,188.3172,173.70000000000027,22.0,92.0,0.15000000000000036,-0.24799999999999045
0.316175,191.82,211.4607,208.6668,186.9411,173.70000000000027,22.0,92.0,0.15000000000000036,-0.24799999999999045
0.32428,191.82,211.4607,208.6668,186.9411,173.70000000000027,22.0,92.0,0.05000000000000071,-0.27600000000001046
0.336462,191.82,211.4607,208.6668,190.6941,173.70000000000027,22.0,92.0,0.05000000000000071,-0.27600000000001046
0.34440299999999996,192.5289,213.7542,208.6668,190.6941,173.60000000000036,22.0,92.0,0.45000000000000107,-0.24799999999999045
0.355714,192.5289,213.7542,211.25220000000002,188.5674,173.60000000000036,22.0,92.0,0.45000000000000107,-0.24799999999999045
0.36527699999999996,191.56980000000001,213.5457,211.25220000000002,188.5674,173.5,22.0,92.0,0.10000000000000142,-0.24799999999999045
0.375001,191.56980000000001,213.5457,210.0429,189.0261,173.30000000000018,22.0,92.0,0.10000000000000142,-0.24799999999999045
0.384605,192.7374,213.5457,210.0429,189.0261,173.20000000000027,22.0,92.0,0.15000000000000036,-0.21999999999999886
0.39513499999999996,192.7374,213.5457,211.002,189.735,172.9000000000001,22.0,92.0,0.15000000000000036,-0.21999999999999886
0.40453999999999996,193.69650000000001,214.7133,211.002,189.735,172.80000000000018,23.0,36.0,0.10000000000000142,-0.21999999999999886
0.41623299999999996,193.69650000000001,214.7133,211.9194,189.0261,172.5,23.0,36.0,0.10000000000000142,-0.21999999999999886
0.424529,192.98760000000001,214.7133,211.9194,189.0261,172.30000000000018,23.0,36.0,0.15000000000000036,-0.24399999999999977
0.442322,192.98760000000001,214.7133,211.002,189.4848,172.0,23.0,36.0,0.15000000000000036,-0.24399999999999977
0.44471499999999997,195.0726,215.63070000000002,211.002,189.4848,171.60000000000036,23.0,36.0,0.15000000000000036,-0.23599999999999
0.455098,195.0726,215.63070000000002,212.1696,189.2763,171.30000000000018,23.0,36.0,0.15000000000000036,-0.23599999999999
0.464541,194.6139,215.63070000000002,212.1696,189.2763,171.0,23.0,36.0,0.15000000000000036,-0.22800000000000864
0.47517299999999996,194.6139,215.63070000000002,211.4607,192.5289,170.70000000000027,23.0,36.0,0.15000000000000036,-0.22800000000000864
0.484741,194.40540000000001,216.1311,211.4607,192.5289,170.4000000000001,23.0,36.0,0.15000000000000036,-0.21199999999998909
0.49556,194.40540000000001,216.1311,212.4198,190.4439,170.0,23.0,36.0,0.15000000000000036,-0.21199999999998909
0.5048779999999999,196.4904,217.04850000000002,212.4198,190.4439,169.60000000000036,23.0,100.0,0.3500000000000014,-0.23199999999999932
0.515398,196.4904,217.04850000000002,213.5457,191.82,169.30000000000018,23.0,100.0,0.3500000000000014,-0.23199999999999932
0.5248619999999999,195.573,217.2987,213.5457,191.82,168.9000000000001,23.0,100.0,0.3500000000000014,-0.22399999999998954
0.5364559999999999,195.573,217.2987,212.4198,191.82,168.5,23.0,100.0,0.3500000000000014,-0.22399999999998954
0.55533,194.8641,218.46630000000002,213.08700000000002,190.1937,167.5,23.0,100.0,0.25,-0.19200000000000728
0.5644629999999999,197.4495,218.46630000000002,213.08700000000002,190.1937,167.0,23.0,100.0,0.3000000000000007,-0.19599999999999795
0.5749409999999999,197.4495,218.46630000000002,212.1696,192.0285,166.5,23.0,100.0,0.3000000000000007,-0.19599999999999795
0.585204,195.7815,218.0076,212.1696,192.0285,166.0,23.0,100.0,0.25,-0.18799999999998818
0.595797,195.7815,218.0076,215.63070000000002,191.82,165.60000000000036,23.0,100.0,0.25,-0.18799999999998818
0.6043609999999999,195.573,218.925,215.63070000000002,191.82,165.10000000000036,23.0,44.0,0.25,-0.19999999999998863
0.615171,195.573,218.925,214.4631,192.0285,164.5,23.0,44.0,0.25,-0.19999999999998863
0.624007,199.5345,217.75740000000002,214.4631,192.0285,163.9000000000001,23.0,44.0,0.3500000000000014,-0.19599999999999795
0.635782,199.5345,217.75740000000002,216.33960000000002,195.573,163.20000000000027,23.0,44.0,0.3500000000000014,-0.19599999999999795
0.6442749999999999,199.5345,218.925,216.33960000000002,195.573,162.60000000000036,23.0,44.0,0.25,-0.17599999999998772
0.656002,199.5345,218.925,217.75740000000002,192.98760000000001,161.80000000000018,23.0,44.0,0.25,-0.17599999999998772
0.6642819999999999,198.8256,220.59300000000002,217.75740000000002,192.98760000000001,161.10000000000036,23.0,44.0,0.20000000000000107,-0.21199999999998909
0.675886,198.8256,220.59300000000002,216.84,196.0317,160.30000000000018,23.0,44.0,0.20000000000000107,-0.21199999999998909
0.684596,200.7021,219.88410000000002,216.84,196.0317,159.5,23.0,44.0,0.40000000000000036,-0.2079999999999984
0.695081,200.7021,219.88410000000002,218.7165,196.94910000000002,158.60000000000036,23.0,44.0,0.40000000000000036,-0.2079999999999984
0.704365,200.49360000000001,220.3428,218.7165,196.94910000000002,157.60000000000036,23.0,112.0,0.3500000000000014,-0.18799999999998818
0.716303,200.49360000000001,220.3428,219.3837,196.0317,156.70000000000027,23.0,112.0,0.3500000000000014,-0.18799999999998818
0.7249909999999999,201.20250000000001,222.2193,219.3837,196.0317,155.80000000000018,23.0,112.0,0.3500000000000014,-0.21600000000000819
0.736294,201.20250000000001,222.2193,218.925,199.07580000000002,154.70000000000027,23.0,112.0,0.3500000000000014,-0.21600000000000819
0.744845,203.496,222.2193,218.925,199.07580000000002,153.80000000000018,23.0,112.0,0.3500000000000014,-0.21600000000000819
0.755423,203.496,222.2193,220.59300000000002,197.4495,152.80000000000018,23.0,112.0,0.3500000000000014,-0.21600000000000819
0.765347,202.5369,222.9282,220.59300000000002,197.4495,152.0,23.0,112.0,0.45000000000000107,-0.21600000000000819
0.77515,202.5369,222.9282,220.59300000000002,198.36690000000002,150.9000000000001,23.0,112.0,0.45000000000000107,-0.21600000000000819
0.784578,202.0782,224.3043,220.59300000000002,198.36690000000002,149.9000000000001,23.0,112.0,0.5,-0.23599999999999
0.7951539999999999,202.0782,224.3043,219.6339,198.8256,148.80000000000018,23.0,112.0,0.5,-0.23599999999999
0.805445,203.496,224.5128,219.6339,198.8256,147.80000000000018,24.0,56.0,0.5500000000000007,-0.24799999999999045
0.815228,203.496,224.5128,222.2193,198.1584,146.70000000000027,24.0,56.0,0.5500000000000007,-0.24799999999999045
0.8263189999999999,205.1223,224.3043,222.2193,198.1584,145.70000000000027,24.0,56.0,0.7000000000000011,-0.2560000000000002
0.8364419999999999,205.1223,224.3043,220.8015,200.49360000000001,144.60000000000036,24.0,56.0,0.7000000000000011,-0.2560000000000002
0.844973,205.1223,224.9715,220.8015,200.49360000000001,143.60000000000036,24.0,56.0,0.75,-0.2599999999999909
0.8558009999999999,205.1223,224.9715,220.8015,201.411,142.9000000000001,24.0,56.0,0.75,-0.2599999999999909
0.864041,206.0814,225.4719,220.8015,201.411,142.0,24.0,56.0,0.8000000000000007,-0.2839999999999918
0.875413,206.0814,225.4719,221.7606,200.0349,141.0,24.0,56.0,0.8000000000000007,-0.2839999999999918
0.88445,206.5401,224.9715,221.7606,200.0349,140.20000000000027,24.0,56.0,0.7000000000000011,-0.30400000000000205
0.89552,206.5401,224.9715,221.5104,202.0782,139.4000000000001,24.0,56.0,0.7000000000000011,-0.30400000000000205
0.9050199999999999,206.99880000000002,225.6804,221.5104,202.0782,138.60000000000036,24.0,4.0,0.7000000000000011,-0.2880000000000109
0.915195,206.99880000000002,225.6804,222.678,201.91140000000001,137.80000000000018,24.0,4.0,0.7000000000000011,-0.2880000000000109
0.9239879999999999,207.4992,225.2217,222.678,201.91140000000001,137.10000000000036,24.0,4.0,0.75,-0.27600000000001046
0.935519,207.4992,225.2217,224.0541,205.6227,136.5,24.0,4.0,0.75,-0.27600000000001046
0.9447289999999999,208.6668,224.763,224.0541,205.6227,135.60000000000036,24.0,4.0,0.75,-0.2880000000000109
0.9555619999999999,208.6668,224.763,222.9282,205.1223,135.0,24.0,4.0,0.75,-0.2880000000000109
0.9656889999999999,208.6668,228.0573,222.9282,205.1223,134.30000000000018,24.0,4.0,0.6000000000000014,-0.30000000000001137
0.9752299999999999,208.6668,228.0573,225.6804,204.4134,133.60000000000036,24.0,4.0,0.6000000000000014,-0.30000000000001137
0.9847389999999999,208.8753,228.2658,225.6804,204.4134,132.9000000000001,24.0,4.0,0.8000000000000007,-0.2920000000000016
0.9952399999999999,208.8753,228.2658,224.3043,205.8312,132.4000000000001,24.0,4.0,0.8000000000000007,-0.2920000000000016
1.004391,209.83440000000002,227.0982,224.3043,205.8312,131.80000000000018,24.0,72.0,0.45000000000000107,-0.23599999999999
1.018525,209.83440000000002,227.0982,225.2217,201.91140000000001,131.4000000000001,24.0,72.0,0.45000000000000107,-0.23599999999999
1.023958,211.25220000000002,228.7245,225.2217,201.91140000000001,130.9000000000001,24.0,72.0,0.7000000000000011,-0.2560000000000002
1.0355509999999999,211.25220000000002,228.7245,227.0982,208.8753,130.60000000000036,24.0,72.0,0.7000000000000011,-0.2560000000000002
