utime,ax,ay,az,q1,q2,q3,q4,rotation_rate_x,rotation_rate_y,rotation_rate_z
1542800367947935.0,0.6028631329536438,2.744910717010498,10.050198554992676,-0.0037643529940396547,-0.005581569392234087,0.008572561666369438,-0.9999405741691589,0.03201483190059662,0.015373779460787773,0.46446704864501953
1542800367957935.0,0.35057610273361206,3.131535530090332,10.134115219116211,-0.0002888432645704597,-0.005494007840752602,0.008242916315793991,-0.9999508857727051,0.037106700241565704,0.016901981085538864,0.4638582766056061
1542800367967886.0,0.4070788323879242,3.187145709991455,10.079678535461426,0.0020262175239622593,-0.00536029739305377,0.008089334703981876,-0.9999508857727051,0.03147364407777786,0.02304944023489952,0.4645775258541107
1542800367977915.0,0.3792523741722107,2.8109116554260254,9.805227279663086,0.005496505182236433,-0.005110408645123243,0.007926169782876968,-0.9999404549598694,0.021216174587607384,0.03323940560221672,0.464677631855011
1542800367987908.0,0.33731141686439514,2.8912787437438965,9.70326042175293,0.006654149387031794,-0.005017269868403673,0.007884095422923565,-0.9999342560768127,0.019432833418250084,0.033574946224689484,0.4645536541938782
1542800367997847.0,0.2413678914308548,3.003859043121338,9.964012145996094,0.010134258307516575,-0.004718894138932228,0.007802536245435476,-0.9999071359634399,0.010786652565002441,0.03662094846367836,0.4643688201904297
1542800368022839.0,0.14959114789962769,2.9754233360290527,9.96959114074707,0.011291440576314926,-0.00461242813616991,0.007792180869728327,-0.9998952746391296,0.0067401304841041565,0.03902466595172882,0.46458467841148376
1542800368025856.0,0.18275825679302216,3.0185394287109375,9.93282699584961,0.012447956018149853,-0.0045106918551027775,0.007789469789713621,-0.9998820424079895,0.0036505404859781265,0.03715585172176361,0.4642293453216553
1542800368028837.0,0.43122872710227966,2.9857962131500244,10.026165962219238,0.013605224899947643,-0.0044226450845599174,0.007793243508785963,-0.99986732006073,0.000977936782874167,0.03168899193406105,0.46450844407081604
1542800368037853.0,0.46107855439186096,3.003664016723633,9.832805633544922,0.015924008563160896,-0.004245511256158352,0.00782333966344595,-0.9998335838317871,-0.00563183706253767,0.03131495788693428,0.4661116600036621
1542800368047842.0,0.3637411594390869,2.980613946914673,9.580986022949219,0.019399864599108696,-0.0040009948424994946,0.007923375815153122,-0.9997724890708923,-0.013822851702570915,0.030014673247933388,0.4640929102897644
1542800368057837.0,0.2956773042678833,2.8847484588623047,9.794083595275879,0.022877588868141174,-0.0038009947165846825,0.007910924032330513,-0.9996997714042664,-0.0141978207975626,0.03115319088101387,0.46418580412864685
1542800368067822.0,0.37259769439697266,2.95497465133667,9.58038330078125,0.025189518928527832,-0.0036193879786878824,0.007979508489370346,-0.9996442794799805,-0.009934132918715477,0.03351110592484474,0.4642747938632965
1542800368077841.0,0.31988322734832764,3.012479782104492,9.852094650268555,0.028662825003266335,-0.0033512581139802933,0.008093959651887417,-0.9995508193969727,-0.013683428056538105,0.030175799503922462,0.46521133184432983
1542800368087813.0,0.18379800021648407,3.061419725418091,9.916291236877441,0.0298213679343462,-0.003266275627538562,0.008144449442625046,-0.9995167255401611,-0.017816653475165367,0.030846145004034042,0.4652462601661682
1542800368097770.0,0.29560381174087524,2.9332435131073,9.890226364135742,0.033284008502960205,-0.003037000773474574,0.008299543522298336,-0.9994068741798401,-0.01661944016814232,0.026358967646956444,0.4635659158229828
1542800368122787.0,0.475330114364624,2.9795756340026855,10.060705184936523,0.03443209454417229,-0.0029727662913501263,0.008350384421646595,-0.9993677735328674,-0.01825297251343727,0.022558927536010742,0.46104612946510315
1542800368125785.0,0.5117812156677246,2.967843770980835,10.132421493530273,0.0355822816491127,-0.0029048826545476913,0.008407268673181534,-0.9993272423744202,-0.020632462576031685,0.024102602154016495,0.4620228707790375
1542800368128803.0,0.5161846876144409,2.995328664779663,10.06728458404541,0.03673272579908371,-0.0028368241619318724,0.008471131324768066,-0.9992852210998535,-0.023429330438375473,0.024266019463539124,0.46206337213516235
1542800368137780.0,0.1878974735736847,2.957153081893921,10.581476211547852,0.0390312522649765,-0.002691584173589945,0.008625446818768978,-0.9991971254348755,-0.030829641968011856,0.02762954868376255,0.4618014693260193
1542800368147762.0,0.7083056569099426,2.6723222732543945,10.852384567260742,0.04247696325182915,-0.0024723075330257416,0.008860387839376926,-0.9990551471710205,-0.027766680344939232,0.02610434591770172,0.46127408742904663
1542800368157764.0,0.817225456237793,2.420109272003174,9.972294807434082,0.04593969136476517,-0.0023212572559714317,0.008908627554774284,-0.9989018440246582,-0.019570454955101013,0.030615925788879395,0.46356916427612305
1542800368167733.0,0.7921159863471985,2.8423352241516113,9.78046989440918,0.0482519157230854,-0.0021384768187999725,0.008919588290154934,-0.9987930655479431,-0.003088767407462001,0.0330067053437233,0.4637001156806946
1542800368177732.0,0.14625340700149536,2.788503646850586,9.974198341369629,0.0517226867377758,-0.0018545984057709575,0.008855471387505531,-0.9986205697059631,0.01773553155362606,0.03325802832841873,0.46435222029685974
1542800368187730.0,0.4053347408771515,2.788344144821167,9.697423934936523,0.05310923233628273,-0.0017453525215387344,0.008784424513578415,-0.9985485672950745,0.027121540158987045,0.030822068452835083,0.4642902910709381
1542800368197720.0,1.0637985467910767,2.2357120513916016,9.575949668884277,0.05655498057603836,-0.0014488063752651215,0.00844274740666151,-0.9983627200126648,0.05891004204750061,0.03323736786842346,0.4622870981693268
1542800368222703.0,1.0004489421844482,2.3965163230895996,9.534101486206055,0.05770618095993996,-0.0013474348234012723,0.008288583718240261,-0.9982983469963074,0.06448997557163239,0.03316177800297737,0.4627331793308258
1542800368226702.0,0.7035466432571411,2.4771313667297363,9.280074119567871,0.058861956000328064,-0.001246294123120606,0.008131886832416058,-0.9982323050498962,0.06550811231136322,0.03300120681524277,0.46469348669052124
1542800368229706.0,0.47332215309143066,2.3866372108459473,9.150718688964844,0.06001843884587288,-0.0011373593006283045,0.00797821581363678,-0.998164713382721,0.06446131318807602,0.03618427366018295,0.46494778990745544
1542800368237702.0,0.41091442108154297,2.4394257068634033,9.106754302978516,0.0623290054500103,-0.0009285295964218676,0.00768161891028285,-0.99802565574646,0.06232112646102905,0.034226659685373306,0.46376094222068787
1542800368247678.0,0.6861675977706909,2.520285129547119,8.772528648376465,0.06579567492008209,-0.0006249698926694691,0.007232289295643568,-0.9978067278862,0.06346968561410904,0.03313247114419937,0.4641362130641937
1542800368257693.0,0.6629599332809448,2.4379677772521973,9.1271390914917,0.06810817122459412,-0.00048091341159306467,0.0069536613300442696,-0.9976536631584167,0.06472021341323853,0.03236301243305206,0.46555376052856445
1542800368267683.0,0.5580360293388367,2.3356950283050537,9.288735389709473,0.07159990072250366,-0.00021424492297228426,0.006569789256900549,-0.997411847114563,0.052051980048418045,0.028189068660140038,0.46790632605552673
1542800368277685.0,0.6265884041786194,2.5204334259033203,9.03000259399414,0.07511655241250992,1.4641616871813312e-05,0.006232687272131443,-0.9971553087234497,0.04710770398378372,0.021389499306678772,0.4721742570400238
1542800368287690.0,0.7270342707633972,2.5518012046813965,8.842961311340332,0.07629100978374481,8.789853745838627e-05,0.006117523647844791,-0.997066855430603,0.048044465482234955,0.02289534918963909,0.472613662481308
1542800368297690.0,0.7962290644645691,2.586838483810425,8.829476356506348,0.07980477064847946,0.00028408379876054823,0.0057226018980145454,-0.9967940449714661,0.05720701813697815,0.018836509436368942,0.47167134284973145
1542800368322658.0,0.7381107807159424,2.571143865585327,9.021543502807617,0.0809783861041069,0.00034138624323531985,0.005579762160778046,-0.9967001676559448,0.05859804153442383,0.01565554365515709,0.47240695357322693
1542800368326675.0,0.5855739116668701,2.5021374225616455,9.021075248718262,0.08215662837028503,0.00039632056723348796,0.005429880227893591,-0.9966045618057251,0.06132861226797104,0.014471812173724174,0.4743066728115082
1542800368329675.0,0.5952733159065247,2.6233673095703125,9.336005210876465,0.08333385735750198,0.00044698244892060757,0.005275623872876167,-0.9965076446533203,0.06294691562652588,0.0126229552552104,0.47403255105018616
1542800368337662.0,0.5476433634757996,2.664750576019287,9.101264953613281,0.0856936126947403,0.0005445262067951262,0.004960880149155855,-0.9963091015815735,0.06462787091732025,0.0112015251070261,0.47434115409851074
1542800368347635.0,0.6670883893966675,2.5377562046051025,9.645230293273926,0.08923473209142685,0.000681219738908112,0.00441624503582716,-0.9960005879402161,0.08070220053195953,0.008179944939911366,0.4754711985588074
1542800368357602.0,0.7678453922271729,2.652557849884033,9.848645210266113,0.09160097688436508,0.0007710573845542967,0.004001855384558439,-0.995787501335144,0.0896608754992485,0.01093134842813015,0.4781108498573303
1542800368367602.0,0.9190018773078918,2.88398814201355,9.457853317260742,0.09517110884189606,0.0009128204546868801,0.003358145710080862,-0.9954549074172974,0.08706405013799667,0.01210111379623413,0.47953349351882935
1542800368377595.0,0.7867822647094727,3.1006901264190674,8.683445930480957,0.0987425222992897,0.0010696972021833062,0.0027870493941009045,-0.9951086044311523,0.07290679961442947,0.012721262872219086,0.47938281297683716
1542800368387605.0,0.998963475227356,2.9554524421691895,9.450708389282227,0.09993062168359756,0.001107661402784288,0.002623752923682332,-0.994990348815918,0.06604097038507462,0.007407602854073048,0.47903695702552795
1542800368397577.0,0.5852237343788147,2.910109043121338,9.441760063171387,0.10348061472177505,0.0012282868847250938,0.0021199234761297703,-0.9946284890174866,0.0673186182975769,0.00594134908169508,0.47713208198547363
1542800368422594.0,0.7006348371505737,3.0878753662109375,9.080087661743164,0.10466063767671585,0.0012609725818037987,0.0019671355839818716,-0.9945052266120911,0.06162706017494202,0.00575734069570899,0.47601595520973206
1542800368426577.0,0.9709526896476746,3.050943613052368,9.742779731750488,0.10584133863449097,0.0012795529328286648,0.0018370682373642921,-0.9943805932998657,0.05197378247976303,0.0010832006810232997,0.47632044553756714
1542800368429575.0,0.7583359479904175,3.089160442352295,9.524070739746094,0.1070219874382019,0.0013022642815485597,0.0017292080447077751,-0.9942543506622314,0.04329628124833107,0.003676801221445203,0.4764571189880371
1542800368437579.0,0.8332602381706238,3.391054630279541,9.920655250549316,0.10938722640275955,0.0013424573699012399,0.0015615654410794377,-0.9939971566200256,0.030004968866705894,0.0026216967962682247,0.4771614670753479
1542800368447583.0,0.6005602478981018,3.3013298511505127,9.918377876281738,0.11291909217834473,0.0014189275680109859,0.0014383826637640595,-0.9936021566390991,0.01184050366282463,0.008335546590387821,0.4744621217250824
1542800368457554.0,0.8550082445144653,3.519563674926758,10.103859901428223,0.11527176201343536,0.001315933302976191,0.001375718042254448,-0.9933321475982666,0.009185230359435081,0.010683885775506496,0.4736761450767517
1542800368467571.0,0.7091779708862305,3.708345413208008,10.417366981506348,0.11877791583538055,0.0014135297387838364,0.001371261547319591,-0.9929189682006836,0.0016103932866826653,0.011951492168009281,0.47179538011550903
1542800368477546.0,0.6398620009422302,3.6256840229034424,10.957334518432617,0.12225617468357086,0.0015641306526958942,0.0015198654728010297,-0.9924961924552917,-0.02288932539522648,0.023889783769845963,0.46685630083084106
1542800368487568.0,0.687703549861908,3.4441967010498047,10.727411270141602,0.12340539693832397,0.0016262755962088704,0.00158505339641124,-0.9923537969589233,-0.02371400222182274,0.0273311547935009,0.464594304561615
1542800368497591.0,0.7869150042533875,3.4938552379608154,10.3661470413208,0.12684263288974762,0.0018506874330341816,0.0017483849078416824,-0.9919196367263794,-0.015972573310136795,0.035591818392276764,0.46202993392944336
1542800368522542.0,0.7260869741439819,3.393077850341797,10.381582260131836,0.12798720598220825,0.0019368728389963508,0.0017917330842465162,-0.9917722940444946,-0.013814670033752918,0.035802800208330154,0.46292877197265625
1542800368526533.0,0.7082473039627075,3.3572089672088623,10.129919052124023,0.12912996113300323,0.002024982590228319,0.001832825131714344,-0.9916239976882935,-0.012818950228393078,0.036454685032367706,0.46225810050964355
1542800368528552.0,0.6219068765640259,3.485455274581909,10.276969909667969,0.1302725076675415,0.0021194815635681152,0.00187112542334944,-0.9914742708206177,-0.011375980451703072,0.03885360434651375,0.46225476264953613
1542800368537539.0,0.5313096046447754,3.7940680980682373,9.850055694580078,0.1325441300868988,0.002293916419148445,0.0019156314665451646,-0.9911726117134094,-0.0011866467539221048,0.0358719676733017,0.45922642946243286
1542800368547531.0,0.9328621029853821,3.6596627235412598,10.188718795776367,0.13614106178283691,0.0025700354017317295,0.001879530493170023,-0.9906843900680542,0.012895201332867146,0.03081531450152397,0.45346397161483765
1542800368557504.0,0.8182047009468079,2.962552547454834,9.752622604370117,0.1383720338344574,0.0027184011414647102,0.0016864639474079013,-0.9903752207756042,0.024270785972476006,0.02892792783677578,0.45171937346458435
1542800368567509.0,0.6712136268615723,2.8607177734375,9.520223617553711,0.14171341061592102,0.0029394712764769793,0.0014755288138985634,-0.9899023175239563,0.030865779146552086,0.024593131616711617,0.45124951004981995
1542800368577489.0,0.9055846929550171,3.0457632541656494,9.251216888427734,0.14506925642490387,0.0031163671519607306,0.001254059374332428,-0.9894158840179443,0.030273010954260826,0.017964495345950127,0.4539172649383545
1542800368587480.0,0.9312251806259155,3.106729030609131,8.811634063720703,0.1461852490901947,0.00316665624268353,0.0011748322285711765,-0.9892515540122986,0.03288831561803818,0.014992776326835155,0.45260459184646606
1542800368597482.0,0.8262529373168945,2.8152248859405518,8.782258987426758,0.14952094852924347,0.0032937349751591682,0.0008926282171159983,-0.9887527227401733,0.03965400531888008,0.012356217950582504,0.45107245445251465
1542800368621499.0,0.8360906839370728,2.732792377471924,8.904481887817383,0.1506301462650299,0.003317310009151697,0.0007894536829553545,-0.9885842800140381,0.0400734506547451,0.006493246648460627,0.45012110471725464
1542800368625493.0,0.856964111328125,2.634934902191162,8.77214527130127,0.151744082570076,0.0033318856731057167,0.0006955902208574116,-0.9884139895439148,0.04081765562295914,0.0029884318355470896,0.45025959610939026
1542800368628482.0,0.8633292317390442,2.6240627765655518,8.900674819946289,0.15286225080490112,0.003334155073389411,0.0006068162620067596,-0.9882417321205139,0.03379106894135475,-0.004583799280226231,0.4539276957511902
1542800368637453.0,0.9069110751152039,2.6098201274871826,8.671426773071289,0.1551029533147812,0.003312124405056238,0.00045158021384850144,-0.9878926873207092,0.029931705445051193,-0.008171627297997475,0.4540901184082031
1542800368647454.0,0.9730976223945618,2.811013698577881,8.816985130310059,0.1584658920764923,0.003236697753891349,0.00025497833848930895,-0.9873591065406799,0.020465489476919174,-0.014452213421463966,0.45594245195388794
1542800368657454.0,1.0013525485992432,2.849203109741211,9.284934997558594,0.16070428490638733,0.0031427284702658653,0.00016103767848107964,-0.9869976043701172,0.012713486328721046,-0.01998608559370041,0.453765332698822
1542800368667462.0,0.8834474682807922,2.879581928253174,9.426194190979004,0.16404376924037933,0.0030044827144593,9.524927736492828e-05,-0.9864485263824463,0.005259282886981964,-0.0196246188133955,0.452584445476532
1542800368677458.0,1.0219719409942627,2.8237996101379395,9.307600021362305,0.16736894845962524,0.0028547372203320265,0.00015868917398620397,-0.9858902096748352,-0.018345698714256287,-0.017437662929296494,0.45057225227355957
1542800368687447.0,0.9915975332260132,2.850980520248413,9.43287181854248,0.16847501695156097,0.0028026329819113016,0.00020077152294106781,-0.9857019186019897,-0.021418381482362747,-0.01763441599905491,0.4499974250793457
1542800368697450.0,1.1297630071640015,2.900423049926758,9.50956916809082,0.17177747189998627,0.0026444648392498493,0.0003660598013084382,-0.9851322174072266,-0.02706151269376278,-0.015579650178551674,0.44717779755592346
1542800368722421.0,1.0597257614135742,2.8802287578582764,9.594026565551758,0.17287366092205048,0.002594873309135437,0.000419249088736251,-0.9849405288696289,-0.025627339258790016,-0.015890149399638176,0.4463081955909729
1542800368726423.0,1.0425233840942383,2.7980732917785645,9.390942573547363,0.17396841943264008,0.0025501640047878027,0.00047013169387355447,-0.9847478270530701,-0.02438211999833584,-0.014122585766017437,0.44590529799461365
1542800368728428.0,1.1839865446090698,2.8951077461242676,9.452383995056152,0.17505912482738495,0.0025044973008334637,0.0005086754681542516,-0.984554648399353,-0.019564690068364143,-0.01535828411579132,0.4442669749259949
1542800368737414.0,1.1614162921905518,3.0767223834991455,9.667633056640625,0.17723630368709564,0.002421500626951456,0.0005750907002948225,-0.9841652512550354,-0.01786135882139206,-0.013813813216984272,0.4436914026737213
1542800368747401.0,1.0321279764175415,3.071237802505493,9.707509994506836,0.18046711385250092,0.00235370802693069,0.0006419811397790909,-0.9835780262947083,-0.00949013326317072,-0.00529067637398839,0.43691468238830566
1542800368757409.0,0.930801272392273,3.0773797035217285,9.9143648147583,0.18259397149085999,0.0021954569965600967,0.0006567112868651748,-0.9831857085227966,-0.004430592991411686,-0.0019547371193766594,0.43151742219924927
1542800368767409.0,1.066070795059204,3.095008134841919,9.967297554016113,0.1857420802116394,0.0022163791581988335,0.0006520860479213297,-0.9825958609580994,0.0006531758117489517,0.0026988983154296875,0.4288557469844818
1542800368777414.0,0.9327160120010376,2.911647319793701,10.177510261535645,0.18884609639644623,0.002294145291671157,0.0006410524947568774,-0.9820038080215454,0.0024645698722451925,0.008165739476680756,0.4214406907558441
1542800368787416.0,1.0592228174209595,2.9603285789489746,10.512063980102539,0.1898721605539322,0.0023259364534169436,0.0006397561519406736,-0.9818058609962463,0.0019250260666012764,0.012341749854385853,0.4191821217536926
1542800368798362.0,1.0762276649475098,3.0034003257751465,10.2913236618042,0.1929236203432083,0.0024558419827371836,0.0006621295469813049,-0.9812105298042297,-0.0018519919831305742,0.020549966022372246,0.41412124037742615
1542800368822351.0,1.0564029216766357,3.0428900718688965,10.197826385498047,0.19392797350883484,0.00250991596840322,0.0006737616495229304,-0.9810123443603516,-0.0014334783190861344,0.02211151085793972,0.41064348816871643
1542800368826353.0,1.1019577980041504,2.9022698402404785,10.231151580810547,0.1949261724948883,0.0025718219112604856,0.0006858634296804667,-0.9808143973350525,-0.0010029113618656993,0.025235364213585854,0.4082787036895752
1542800368828386.0,1.0671617984771729,2.76554536819458,9.984003067016602,0.19592469930648804,0.0026390179991722107,0.0006909343064762652,-0.9806151390075684,0.002174146706238389,0.0267642829567194,0.4084523320198059
1542800368838352.0,0.694421112537384,2.820072889328003,10.022250175476074,0.19790789484977722,0.0027920803986489773,0.0007211070042103529,-0.9802164435386658,-0.0023157154209911823,0.03379880636930466,0.40550416707992554
1542800368848352.0,1.1611363887786865,3.1851601600646973,9.45471477508545,0.2008558064699173,0.0029946020804345608,0.0008765640668570995,-0.9796158671379089,-0.02238628827035427,0.027726542204618454,0.3992963433265686
1542800368858356.0,1.3230050802230835,2.8653485774993896,9.260045051574707,0.20374929904937744,0.003093979088589549,0.0010353107936680317,-0.9790176749229431,-0.03577310964465141,0.027757912874221802,0.3943101465702057
1542800368868333.0,0.4795760214328766,2.4243810176849365,9.410504341125488,0.20583662390708923,0.003183548804372549,0.0012568131787702441,-0.9785803556442261,-0.03750048950314522,0.02220858447253704,0.38838663697242737
1542800368878341.0,0.9820517301559448,2.863295555114746,9.913228034973145,0.20849725604057312,0.003249048488214612,0.0015922938473522663,-0.9780163168907166,-0.05651332065463066,0.014009762555360794,0.3906373679637909
1542800368888328.0,1.3317458629608154,3.0226659774780273,10.080280303955078,0.20964516699314117,0.003247417975217104,0.0017869336297735572,-0.9777705073356628,-0.06546352803707123,0.01310004759579897,0.3921237289905548
1542800368898327.0,0.9999995231628418,2.771000385284424,10.484079360961914,0.21248455345630646,0.003311521140858531,0.002243387047201395,-0.9771562814712524,-0.04835975915193558,0.025258690118789673,0.3859904408454895
1542800368922333.0,0.7696639895439148,2.5738329887390137,10.427148818969727,0.21341869235038757,0.0033682293724268675,0.0023448599968105555,-0.9769522547721863,-0.03636547550559044,0.030306175351142883,0.3834575116634369
1542800368926306.0,0.44445425271987915,2.514641046524048,10.603630065917969,0.21434952318668365,0.003436995903030038,0.0024177185259759426,-0.9767480492591858,-0.024115316569805145,0.03258457034826279,0.38221755623817444
