utime,brake_sensor,steering_sensor,throttle_sensor
1542800367948416.0,0.18991157412528992,0.18903067708015442,0.22248385846614838
1542800367949100.0,0.1899191290140152,0.18901492655277252,0.22262340784072876
1542800367950381.0,0.1899191290140152,0.18897947669029236,0.22271062433719635
1542800367951059.0,0.1899155080318451,0.18901099264621735,0.2232164591550827
1542800367952569.0,0.1899155080318451,0.18910551071166992,0.22377464175224304
1542800367953084.0,0.1899167150259018,0.18905037641525269,0.224175825715065
1542800367953994.0,0.18992187082767487,0.18891645967960358,0.22407115995883942
1542800367955312.0,0.18992307782173157,0.18887707591056824,0.2242979258298874
1542800367956279.0,0.18993064761161804,0.18895584344863892,0.22452467679977417
1542800367957371.0,0.18993185460567474,0.18892039358615875,0.22476887702941895
1542800367958251.0,0.18993185460567474,0.1889282763004303,0.22503052651882172
1542800367959258.0,0.18992911279201508,0.18883374333381653,0.22475144267082214
1542800367960206.0,0.18993152678012848,0.1888061761856079,0.22452467679977417
1542800367961327.0,0.1899275928735733,0.18887312710285187,0.22480376064777374
1542800367963447.0,0.1899263858795166,0.18884950876235962,0.2251351773738861
1542800367963456.0,0.1899263858795166,0.18878254294395447,0.2252572774887085
1542800367964405.0,0.1899251788854599,0.18879829347133636,0.2253444939851761
1542800367965348.0,0.1899251788854599,0.18887312710285187,0.22553636133670807
1542800367966324.0,0.18992002308368683,0.18884162604808807,0.22548404335975647
1542800367967391.0,0.18992243707180023,0.1887313425540924,0.22565846145153046
1542800367968567.0,0.18991760909557343,0.1888219267129898,0.2262166440486908
1542800367969600.0,0.1899215430021286,0.1888061761856079,0.22590266168117523
1542800367970280.0,0.1899203360080719,0.18873527646064758,0.2261294275522232
1542800367971244.0,0.1899167150259018,0.1887037754058838,0.22635617852210999
1542800367972235.0,0.1899155080318451,0.18869982659816742,0.22672247886657715
1542800367973222.0,0.1899167150259018,0.18873921036720276,0.22698412835597992
1542800367974094.0,0.1899155080318451,0.18869982659816742,0.22738531231880188
1542800367975085.0,0.18991824984550476,0.1887470930814743,0.22794348001480103
1542800367976085.0,0.18992340564727783,0.18884555995464325,0.2280830293893814
1542800367977276.0,0.189927339553833,0.1889440268278122,0.22862376272678375
1542800367979122.0,0.1899261325597763,0.18897947669029236,0.2292691469192505
1542800367981598.0,0.1899237185716629,0.18883374333381653,0.2290772646665573
1542800367981757.0,0.1899213045835495,0.1888061761856079,0.2291121631860733
1542800367982093.0,0.1899213045835495,0.18879829347133636,0.22947846353054047
1542800367983063.0,0.1899188905954361,0.18877072632312775,0.22974009811878204
1542800367984475.0,0.189915269613266,0.1888219267129898,0.2300715148448944
1542800367985132.0,0.189915269613266,0.18877466022968292,0.23000174760818481
1542800367986097.0,0.18991920351982117,0.18884555995464325,0.23045526444911957
