utime,available_distance,battery_level,brake,brake_switch,gear_position,left_signal,right_signal,rear_left_rpm,rear_right_rpm,steering,steering_speed,throttle,vehicle_speed,yaw_rate
1542800368123575.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,184.8144,206.7903,173.70000000000027,-1.9999999999998188,202.0,22.75,26.400000000000034
1542800368623433.0,148.0,86.0,0.0,1.0,7.0,1.0,0.0,196.94910000000002,218.7165,157.60000000000036,-83.69999999999963,252.0,23.830000000000002,25.700000000000017
1542800369123375.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,214.0044,231.1014,126.70000000000027,-25.899999999999455,278.0,25.43,21.100000000000023
1542800369623139.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,234.8127,249.5328,83.20000000000027,-147.49999999999983,301.0,27.62,17.400000000000034
1542800370123346.0,148.0,86.0,0.0,1.0,7.0,1.0,0.0,261.2088,266.0877,27.100000000000364,-71.79999999999954,330.0,30.060000000000002,6.100000000000023
1542800370623059.0,148.0,86.0,0.0,1.0,7.0,1.0,0.0,286.9377,287.1462,9.300000000000182,-27.899999999999455,317.0,32.63,1.700000000000017
1542800371123498.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,307.2456,308.4132,3.900000000000091,-5.999999999999819,276.0,35.12,-0.0999999999999659
1542800371623631.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,322.4244,328.7628,3.100000000000364,1.8118839761882555e-13,239.0,37.02,-0.0999999999999659
1542800372123295.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,340.2303,340.8558,2.200000000000273,-9.999999999999819,232.0,38.76,2.842170943040401e-14
1542800372623257.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,351.8646,350.9055,0.5,-1.9999999999998188,210.0,40.19,-0.19999999999998863
1542800373123510.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,363.9993,363.7908,0.3000000000001819,1.8118839761882555e-13,206.0,41.39,-0.5999999999999659
1542800373623269.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,374.2992,373.3401,-0.09999999999990905,-3.999999999999819,127.0,42.550000000000004,-0.4999999999999716
1542800374123199.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,380.84610000000004,380.6376,-0.1999999999998181,1.8118839761882555e-13,127.0,43.31,-0.39999999999997726
1542800374623692.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,387.1428,385.5165,0.3000000000001819,1.9000000000002721,68.0,43.75,-0.19999999999998863
1542800375123243.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,382.7226,382.5141,0.7000000000002728,3.900000000000272,104.0,44.06,-0.19999999999998863
1542800375623095.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,388.81080000000003,389.9784,0.8000000000001819,1.8118839761882555e-13,110.0,44.31,2.842170943040401e-14
1542800376123424.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,392.0634,390.4371,0.8000000000001819,1.8118839761882555e-13,151.0,44.7,-0.19999999999998863
1542800376623417.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,399.7779,398.15160000000003,-1.199999999999818,1.8118839761882555e-13,102.0,45.34,-0.6999999999999886
1542800377122976.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,400.0281,401.4042,-0.29999999999972715,1.8118839761882555e-13,84.0,45.65,-0.19999999999998863
1542800377622918.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,402.822,403.0722,-0.1999999999998181,1.8118839761882555e-13,118.0,45.9,-0.0999999999999659
1542800378123204.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,409.5774,408.8685,-0.3999999999996362,5.900000000000272,239.0,46.550000000000004,-0.4999999999999716
1542800378623433.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,418.4595,419.1684,0.3000000000001819,1.8118839761882555e-13,236.0,47.660000000000004,-0.0999999999999659
1542800379123557.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,429.4266,428.9679,0.3000000000001819,1.8118839761882555e-13,205.0,48.81,-0.0999999999999659
1542800379622940.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,435.3063,434.5974,3.900000000000091,1.9000000000002721,169.0,49.68,1.0000000000000284
1542800380123355.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,440.64390000000003,444.1884,4.100000000000364,1.8118839761882555e-13,162.0,50.410000000000004,0.9000000000000341
1542800380622968.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,448.6086,448.8171,4.0,3.900000000000272,156.0,51.01,0.6000000000000227
1542800381123453.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,453.0288,454.6968,6.0,1.8118839761882555e-13,104.0,51.51,1.200000000000017
1542800381623302.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,456.1146,457.2405,6.100000000000364,1.8118839761882555e-13,107.0,51.89,1.5000000000000284
1542800382123171.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,455.8644,457.6992,6.0,-1.9999999999998188,110.0,52.14,1.5000000000000284
1542800382623360.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,458.4081,458.6166,4.5,1.8118839761882555e-13,110.0,52.230000000000004,1.0000000000000284
1542800383123618.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,460.4931,460.74330000000003,2.800000000000182,-3.999999999999819,114.0,52.370000000000005,0.4000000000000341
1542800383622976.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,460.9935,461.7024,2.800000000000182,-1.9999999999998188,47.0,52.46,0.4000000000000341
1542800384123036.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,458.6166,458.4081,2.900000000000091,1.8118839761882555e-13,89.0,52.13,2.842170943040401e-14
1542800384623497.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,457.449,457.032,2.900000000000091,1.8118839761882555e-13,104.0,52.230000000000004,0.4000000000000341
1542800385122917.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,456.78180000000003,455.6142,1.2000000000002728,-1.9999999999998188,104.0,52.33,-0.4999999999999716
1542800385623125.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,459.5757,460.2846,-1.5,1.8118839761882555e-13,110.0,52.5,-0.5999999999999659
1542800386123726.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,463.0785,461.202,-2.199999999999818,-5.999999999999819,110.0,52.61,-1.099999999999966
1542800386623282.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,466.12260000000003,463.7874,-3.699999999999818,-1.9999999999998188,110.0,52.83,-1.4999999999999716
1542800387123019.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,468.66630000000004,466.12260000000003,-4.199999999999818,-1.9999999999998188,110.0,53.17,-1.599999999999966
1542800387623024.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,470.5428,469.6254,-4.099999999999909,1.8118839761882555e-13,110.0,53.4,-1.599999999999966
1542800388122646.0,148.0,86.0,0.0,1.0,7.0,0.0,0.0,472.6695,471.7104,-1.3999999999996362,1.8118839761882555e-13,110.0,53.84,-0.9999999999999716
