utime,value
1542800367947737.0,3.0298915814621625
1542800367958064.0,3.031636910714155
1542800367967689.0,3.031636910714155
1542800367978060.0,3.033382239966148
1542800367987294.0,3.033382239966148
1542800367997819.0,3.031636910714155
1542800368007275.0,3.033382239966148
1542800368017864.0,3.031636910714155
1542800368027750.0,3.033382239966148
1542800368037202.0,3.033382239966148
1542800368047542.0,3.031636910714155
1542800368058067.0,3.031636910714155
1542800368067636.0,3.033382239966148
1542800368087765.0,3.031636910714155
1542800368097706.0,3.031636910714155
1542800368107726.0,3.031636910714155
1542800368117416.0,3.031636910714155
1542800368127776.0,3.031636910714155
1542800368137180.0,3.031636910714155
1542800368147731.0,3.031636910714155
1542800368157301.0,3.031636910714155
1542800368168026.0,3.031636910714155
1542800368178006.0,3.031636910714155
1542800368187597.0,3.031636910714155
1542800368208169.0,3.031636910714155
1542800368217634.0,3.031636910714155
1542800368227443.0,3.031636910714155
1542800368237988.0,3.031636910714155
1542800368247994.0,3.031636910714155
1542800368257272.0,3.0298915814621625
1542800368268258.0,3.0298915814621625
1542800368278819.0,3.0281462522101616
1542800368287899.0,3.0246555937061763
1542800368297477.0,3.0229102644541834
1542800368307669.0,3.017674276698197
1542800368317007.0,3.0159289474462048
1542800368327757.0,3.0106929596902186
1542800368337464.0,3.0072023011862328
1542800368347967.0,3.001966313430247
1542800368357363.0,2.994984996422276
1542800368367943.0,2.9897490086662897
1542800368377478.0,2.9845130209103035
1542800368387821.0,2.9792770331543252
1542800368397650.0,2.974041045398339
1542800368407470.0,2.9670597283903604
1542800368417769.0,2.9600784113823893
1542800368427067.0,2.954842423626403
1542800368437735.0,2.9478611066184244
1542800368447226.0,2.9408797896104453
1542800368457968.0,2.9321531433504737
1542800368467937.0,2.923426497090502
1542800368477360.0,2.91469985083053
1542800368487743.0,2.9059732045705586
1542800368498576.0,2.897246558310587
1542800368507585.0,2.890265241302616
1542800368517086.0,2.8815385950426444
1542800368527074.0,2.871066619530672
1542800368537910.0,2.8605946440187076
1542800368547629.0,2.8483773392547507
1542800368556949.0,2.8379053637427862
1542800368567634.0,2.8239427297268285
1542800368577187.0,2.811725424962871
1542800368587733.0,2.7977627909469134
1542800368597616.0,2.7838001569309556
1542800368607812.0,2.768092193663013
1542800368618295.0,2.75063890114307
1542800368627570.0,2.734930937875119
1542800368637886.0,2.7192229746071686
1542800368647161.0,2.7000243528352326
1542800368657619.0,2.684316389567282
1542800368667234.0,2.666863097047339
1542800368679127.0,2.652900463031381
1542800368687580.0,2.633701841259445
1542800368697510.0,2.6162485487395015
1542800368707966.0,2.5970499269675655
1542800368717521.0,2.5795966344476224
1542800368727045.0,2.560398012675686
1542800368737591.0,2.542944720155743
1542800368747084.0,2.523746098383807
1542800368757853.0,2.5062928058638634
1542800368767654.0,2.4940755010998985
1542800368777012.0,2.478367537831948
1542800368787282.0,2.4609142453120048
1542800368797774.0,2.446951611296055
1542800368807339.0,2.4329889772800968
1542800368817825.0,2.419026343264147
1542800368827539.0,2.4050637092481892
1542800368837827.0,2.3928464044842324
1542800368847327.0,2.38237442897226
1542800368857637.0,2.3666664657043173
1542800368867363.0,2.356194490192345
1542800368878322.0,2.343977185428388
1542800368887818.0,2.3317598806644306
1542800368897565.0,2.3195425759004658
1542800368907704.0,2.3108159296404938
1542800368916999.0,2.3003439541285293
1542800368927539.0,2.2933626371205507
1542800368937820.0,2.284635990860579
1542800368947314.0,2.279400003104601
1542800368957132.0,2.2741640153486147
1542800368967806.0,2.270673356844629
1542800368977574.0,2.2689280275926285
1542800368987720.0,2.2636920398366502
1542800368997055.0,2.260201381332657
1542800369007347.0,2.256710722828671
1542800369017598.0,2.2549653935766787
1542800369027206.0,2.251474735072685
1542800369037694.0,2.2462387473167067
1542800369047772.0,2.2427480888127134
1542800369057809.0,2.237512101056735
1542800369067312.0,2.234021442552742
1542800369077724.0,2.2287854547967636
1542800369086919.0,2.2235494670407774
1542800369097740.0,2.220058808536792
1542800369107118.0,2.2165681500327987
1542800369117783.0,2.2113321622768205
1542800369127759.0,2.2078415037728267
1542800369137462.0,2.200860186764856
1542800369146939.0,2.1973695282608623
1542800369157155.0,2.192133540504884
1542800369167763.0,2.1868975527488983
1542800369177267.0,2.1834068942449125
1542800369186843.0,2.1781709064889263
1542800369197533.0,2.174680247984941
1542800369207614.0,2.1694442602289548
1542800369227247.0,2.155481626212997
1542800369237713.0,2.1467549799530254
1542800369247294.0,2.1397736629450543
1542800369256841.0,2.129301687433082
1542800369267722.0,2.1223203704251112
1542800369277704.0,2.110103065661146
1542800369287252.0,2.0996310901491815
1542800369297580.0,2.0874137853852246
1542800369307284.0,2.076941809873252
1542800369316927.0,2.0664698343612877
1542800369327568.0,2.0559978588493233
1542800369337252.0,2.045525883337359
1542800369347685.0,2.033308578573394
1542800369357294.0,2.0228366030614295
1542800369367580.0,2.010619298297472
1542800369377279.0,1.9949113350295218
1542800369386886.0,1.980948701013564
1542800369397445.0,1.9652407377456214
1542800369407002.0,1.947787445225678
1542800369416737.0,1.928588823453734
1542800369427633.0,1.909390201681798
1542800369436946.0,1.8936822384138476
1542800369447502.0,1.8727382873899188
1542800369456786.0,1.8500490071139892
1542800369466825.0,1.8273597268380677
1542800369487665.0,1.7819811662862168
1542800369497805.0,1.7575465567582946
1542800369507277.0,1.734857276482365
