utime,FL_wheel_speed,FR_wheel_speed,RL_wheel_speed,RR_wheel_speed,longitudinal_accel,odom_speed,odom,meanEffTorque,pedal_cc,regen,requestedTorqueAfterProc,transversal_accel,left_solar,right_solar,steer_corrected,steer_offset_can,steer_raw
1535657108302780.0,162.1296,158.6685,161.67090000000002,161.4207,-0.09999999999999964,18.0,36.0,-3.0,64.0,6.0,-388.5,-0.5440000000000111,0.0,0.0,-27.795876106935875,-12.300000000000182,-39.5
1535657108312363.0,162.1296,158.6685,161.2122,161.67090000000002,-0.09999999999999964,18.0,36.0,-3.0,64.0,6.0,-388.5,-0.5440000000000111,0.0,0.0,-27.695876106935966,-12.300000000000182,-39.40000000000009
1535657108323204.0,162.1296,158.6685,161.2122,161.67090000000002,-0.09999999999999964,18.0,36.0,-3.0,64.0,6.0,-388.5,-0.5320000000000107,0.0,0.0,-27.795876106935875,-12.300000000000182,-39.5
1535657108331571.0,162.1296,158.6685,161.4207,161.2122,-0.09999999999999964,18.0,36.0,-3.0,64.0,6.0,-388.5,-0.5320000000000107,0.0,0.0,-27.795876106935875,-12.300000000000182,-39.5
1535657108342225.0,160.96200000000002,158.6685,161.4207,161.2122,-0.09999999999999964,18.0,36.0,-3.0,64.0,6.0,-388.5,-0.5320000000000107,0.0,0.0,-27.695876106935966,-12.300000000000182,-39.40000000000009
1535657108351632.0,160.96200000000002,158.6685,161.9211,161.67090000000002,-0.09999999999999964,18.0,36.0,-3.0,64.0,6.0,-388.5,-0.5320000000000107,0.0,0.0,-27.795876106935875,-12.300000000000182,-39.5
1535657108361973.0,161.2122,158.6685,161.9211,161.67090000000002,-0.14999999999999858,18.0,36.0,-3.0,64.0,6.0,-388.5,-0.5240000000000009,0.0,0.0,-27.695876106935966,-12.300000000000182,-39.40000000000009
1535657108371659.0,161.2122,158.6685,161.9211,162.1296,-0.14999999999999858,18.0,36.0,-3.0,64.0,6.0,-388.5,-0.5240000000000009,0.0,0.0,-27.695876106935966,-12.300000000000182,-39.40000000000009
1535657108382227.0,161.2122,158.9187,161.9211,162.1296,-0.14999999999999858,18.0,88.0,-3.0,64.0,6.0,-388.5,-0.5120000000000005,0.0,0.0,-27.795876106935875,-12.300000000000182,-39.5
1535657108390983.0,161.2122,158.9187,162.1296,162.1296,-0.14999999999999858,18.0,88.0,-3.0,64.0,6.0,-388.5,-0.5120000000000005,0.0,0.0,-27.695876106935966,-12.300000000000182,-39.40000000000009
1535657108402965.0,161.9211,158.9187,162.1296,162.1296,-0.14999999999999858,18.0,88.0,-3.0,64.0,6.0,-388.5,-0.5039999999999907,0.0,0.0,-27.695876106935966,-12.300000000000182,-39.40000000000009
1535657108412591.0,161.9211,158.9187,161.67090000000002,162.37980000000002,-0.14999999999999858,18.0,88.0,-3.5,64.0,7.0,-388.5,-0.5039999999999907,0.0,0.0,-27.695876106935966,-12.300000000000182,-39.40000000000009
1535657108421963.0,161.67090000000002,159.3774,161.67090000000002,162.37980000000002,-0.25,18.0,88.0,-3.5,68.0,7.0,-388.5,-0.5159999999999911,0.0,0.0,-27.695876106935966,-12.300000000000182,-39.40000000000009
1535657108431173.0,161.67090000000002,159.3774,162.1296,161.9211,-0.25,18.0,88.0,-3.5,68.0,7.0,-388.5,-0.5159999999999911,0.0,0.0,-27.695876106935966,-12.300000000000182,-39.40000000000009
1535657108442749.0,161.67090000000002,158.6685,162.1296,161.9211,-0.29999999999999893,18.0,88.0,-3.5,68.0,7.0,-388.5,-0.5159999999999911,0.0,0.0,-27.595876106936057,-12.300000000000182,-39.30000000000018
1535657108451164.0,161.67090000000002,158.6685,162.1296,161.4207,-0.29999999999999893,18.0,88.0,-3.5,68.0,7.0,-388.5,-0.5159999999999911,0.0,0.0,-27.595876106936057,-12.300000000000182,-39.30000000000018
1535657108462900.0,162.37980000000002,158.9187,162.1296,161.4207,-0.25,18.0,88.0,-3.5,68.0,7.0,-388.5,-0.5080000000000098,0.0,0.0,-27.595876106936057,-12.300000000000182,-39.30000000000018
1535657108473066.0,162.37980000000002,158.9187,161.9211,161.67090000000002,-0.25,18.0,88.0,-3.5,68.0,7.0,-388.5,-0.5080000000000098,0.0,0.0,-27.495876106935693,-12.300000000000182,-39.19999999999982
1535657108482861.0,162.63,159.7944,161.9211,161.67090000000002,-0.1999999999999993,18.0,16.0,-3.5,68.0,7.0,-388.5,-0.5120000000000005,0.0,0.0,-27.495876106935693,-12.300000000000182,-39.19999999999982
1535657108492406.0,162.63,159.7944,161.67090000000002,161.4207,-0.1999999999999993,18.0,16.0,-3.5,68.0,7.0,-388.5,-0.5120000000000005,0.0,0.0,-27.395876106935784,-12.300000000000182,-39.09999999999991
1535657108502654.0,161.9211,159.54420000000002,161.67090000000002,161.4207,-0.14999999999999858,18.0,16.0,-3.5,68.0,7.0,-388.5,-0.5120000000000005,0.0,0.0,-27.395876106935784,-12.300000000000182,-39.09999999999991
1535657108512190.0,161.9211,159.54420000000002,160.96200000000002,161.2122,-0.14999999999999858,18.0,16.0,-3.5,68.0,7.0,-388.5,-0.5120000000000005,0.0,0.0,-27.295876106935875,-12.300000000000182,-39.0
1535657108524742.0,162.63,159.12720000000002,160.96200000000002,161.2122,-0.14999999999999858,18.0,16.0,-3.5,68.0,7.0,-388.5,-0.5080000000000098,0.0,0.0,-27.295876106935875,-12.300000000000182,-39.0
1535657108531340.0,162.63,159.12720000000002,161.67090000000002,160.96200000000002,-0.14999999999999858,18.0,16.0,-3.5,68.0,7.0,-388.5,-0.5080000000000098,0.0,0.0,-27.195876106935966,-12.300000000000182,-38.90000000000009
1535657108541824.0,162.63,159.3774,161.67090000000002,160.96200000000002,-0.1999999999999993,18.0,16.0,-3.5,68.0,7.0,-388.5,-0.5120000000000005,0.0,0.0,-27.195876106935966,-12.300000000000182,-38.90000000000009
1535657108551629.0,162.63,159.3774,160.96200000000002,161.2122,-0.1999999999999993,18.0,16.0,-3.5,64.0,7.0,-388.5,-0.5120000000000005,0.0,0.0,-27.095876106936057,-12.300000000000182,-38.80000000000018
1535657108562098.0,162.37980000000002,159.12720000000002,160.96200000000002,161.2122,-0.049999999999998934,18.0,16.0,-3.5,64.0,7.0,-388.5,-0.5279999999999916,0.0,0.0,-27.095876106936057,-12.300000000000182,-38.80000000000018
1535657108571612.0,162.37980000000002,159.12720000000002,161.4207,161.9211,-0.049999999999998934,18.0,16.0,-3.5,64.0,7.0,-388.5,-0.5279999999999916,0.0,0.0,-27.095876106936057,-12.300000000000182,-38.80000000000018
1535657108582993.0,162.37980000000002,159.7944,161.4207,161.9211,-0.049999999999998934,18.0,68.0,-3.5,64.0,7.0,-388.5,-0.5360000000000014,0.0,0.0,-27.095876106936057,-12.300000000000182,-38.80000000000018
1535657108591264.0,162.37980000000002,159.7944,160.7535,161.2122,-0.049999999999998934,18.0,68.0,-3.5,64.0,7.0,-388.5,-0.5360000000000014,0.0,0.0,-26.995876106935693,-12.300000000000182,-38.69999999999982
1535657108602901.0,161.67090000000002,160.0446,160.7535,161.2122,-0.14999999999999858,18.0,68.0,-3.5,64.0,7.0,-388.5,-0.539999999999992,0.0,0.0,-26.995876106935693,-12.300000000000182,-38.69999999999982
1535657108613212.0,161.67090000000002,160.0446,160.7535,161.9211,-0.14999999999999858,18.0,68.0,-3.5,64.0,7.0,-388.5,-0.539999999999992,0.0,0.0,-26.795876106935875,-12.300000000000182,-38.5
1535657108622899.0,162.37980000000002,158.9187,160.7535,161.9211,-0.14999999999999858,18.0,68.0,-3.5,64.0,7.0,-388.5,-0.539999999999992,0.0,0.0,-26.695876106935966,-12.300000000000182,-38.40000000000009
1535657108631797.0,162.37980000000002,158.9187,160.5033,161.67090000000002,-0.14999999999999858,18.0,68.0,-3.5,64.0,7.0,-388.5,-0.539999999999992,0.0,0.0,-26.595876106936057,-12.300000000000182,-38.30000000000018
1535657108642174.0,161.9211,158.41830000000002,160.5033,161.67090000000002,-0.14999999999999858,18.0,68.0,-4.0,64.0,8.0,-388.5,-0.5320000000000107,0.0,0.0,-26.595876106936057,-12.300000000000182,-38.30000000000018
1535657108651422.0,161.9211,158.41830000000002,160.7535,162.1296,-0.14999999999999858,18.0,68.0,-4.0,61.0,8.0,-390.5,-0.5320000000000107,0.0,0.0,-26.395876106935784,-12.300000000000182,-38.09999999999991
1535657108662009.0,161.4207,160.25310000000002,160.7535,162.1296,-0.14999999999999858,18.0,68.0,-4.0,61.0,8.0,-390.5,-0.539999999999992,0.0,0.0,-26.195876106935966,-12.300000000000182,-37.90000000000009
1535657108673524.0,161.4207,160.25310000000002,160.5033,161.67090000000002,-0.14999999999999858,18.0,68.0,-4.0,61.0,8.0,-390.5,-0.539999999999992,0.0,0.0,-25.895876106935784,-12.300000000000182,-37.59999999999991
1535657108684502.0,161.4207,159.54420000000002,160.5033,161.67090000000002,-0.1999999999999993,18.0,120.0,-4.0,61.0,8.0,-390.5,-0.5480000000000018,0.0,0.0,-25.595876106936057,-12.300000000000182,-37.30000000000018
1535657108691695.0,161.4207,159.54420000000002,160.7535,161.67090000000002,-0.1999999999999993,18.0,120.0,-4.0,61.0,8.0,-390.5,-0.5480000000000018,0.0,0.0,-25.295876106935875,-12.300000000000182,-37.0
1535657108702998.0,162.1296,158.2098,160.7535,161.67090000000002,-0.14999999999999858,18.0,120.0,-4.0,61.0,8.0,-390.5,-0.539999999999992,0.0,0.0,-25.095876106936057,-12.300000000000182,-36.80000000000018
1535657108713528.0,162.1296,158.2098,160.5033,161.9211,-0.14999999999999858,18.0,120.0,-4.0,61.0,8.0,-390.5,-0.539999999999992,0.0,0.0,-24.695876106935966,-12.300000000000182,-36.40000000000009
1535657108721737.0,161.4207,158.41830000000002,160.5033,161.9211,-0.25,18.0,120.0,-4.0,61.0,8.0,-390.5,-0.5440000000000111,0.0,0.0,-24.395876106935784,-12.300000000000182,-36.09999999999991
1535657108731854.0,161.4207,158.41830000000002,161.4207,161.67090000000002,-0.25,18.0,120.0,-4.0,61.0,8.0,-390.5,-0.5440000000000111,0.0,0.0,-24.195876106935966,-12.300000000000182,-35.90000000000009
1535657108742432.0,161.2122,159.3774,161.4207,161.67090000000002,-0.1999999999999993,18.0,120.0,-4.0,61.0,8.0,-390.5,-0.539999999999992,0.0,0.0,-23.895876106935784,-12.300000000000182,-35.59999999999991
1535657108751016.0,161.2122,159.3774,161.67090000000002,162.37980000000002,-0.1999999999999993,18.0,120.0,-4.0,61.0,8.0,-390.5,-0.539999999999992,0.0,0.0,-23.595876106936057,-12.300000000000182,-35.30000000000018
1535657108761656.0,161.67090000000002,159.3774,161.67090000000002,162.37980000000002,-0.14999999999999858,18.0,120.0,-4.0,61.0,8.0,-390.5,-0.5240000000000009,0.0,0.0,-23.395876106935784,-12.300000000000182,-35.09999999999991
1535657108771715.0,161.67090000000002,159.3774,161.9211,162.1296,-0.14999999999999858,18.0,120.0,-4.0,61.0,8.0,-390.5,-0.5240000000000009,0.0,0.0,-23.095876106936057,-12.300000000000182,-34.80000000000018
1535657108782378.0,161.67090000000002,159.12720000000002,161.9211,162.1296,-0.049999999999998934,18.0,52.0,-4.5,61.0,9.0,-390.5,-0.5120000000000005,0.0,0.0,-22.895876106935784,-12.300000000000182,-34.59999999999991
1535657108791605.0,161.67090000000002,159.12720000000002,162.1296,162.63,-0.049999999999998934,18.0,52.0,-4.5,61.0,9.0,-390.5,-0.5120000000000005,0.0,0.0,-22.695876106935966,-12.300000000000182,-34.40000000000009
1535657108802978.0,160.96200000000002,158.6685,162.1296,162.63,-0.09999999999999964,18.0,52.0,-4.5,61.0,9.0,-390.5,-0.5120000000000005,0.0,0.0,-22.495876106935693,-12.300000000000182,-34.19999999999982
1535657108813656.0,160.96200000000002,158.6685,162.1296,162.1296,-0.09999999999999964,18.0,52.0,-4.5,61.0,9.0,-390.5,-0.5120000000000005,0.0,0.0,-22.395876106935784,-12.300000000000182,-34.09999999999991
1535657108822336.0,161.4207,158.9187,162.1296,162.1296,-0.14999999999999858,18.0,52.0,-4.5,61.0,9.0,-390.5,-0.5240000000000009,0.0,0.0,-22.295876106935875,-12.300000000000182,-34.0
