utime,value
1535657108307936.0,-0.48338422729046177
1535657108318597.0,-0.4851295565424545
1535657108328891.0,-0.4851295565424545
1535657108338053.0,-0.48338422729046177
1535657108348353.0,-0.4851295565424545
1535657108358812.0,-0.48338422729046177
1535657108368449.0,-0.48338422729046177
1535657108377938.0,-0.4851295565424545
1535657108388587.0,-0.48338422729046177
1535657108398882.0,-0.48338422729046177
1535657108408300.0,-0.48338422729046177
1535657108418683.0,-0.48338422729046177
1535657108427937.0,-0.48338422729046177
1535657108438192.0,-0.481638898038469
1535657108448845.0,-0.481638898038469
1535657108458414.0,-0.481638898038469
1535657108468886.0,-0.4798935687864683
1535657108478849.0,-0.4798935687864683
1535657108488186.0,-0.47814823953447555
1535657108498473.0,-0.47814823953447555
1535657108507931.0,-0.4764029102824828
1535657108518529.0,-0.4764029102824828
1535657108528032.0,-0.4746575810304901
1535657108538679.0,-0.4746575810304901
1535657108548832.0,-0.47291225177849733
1535657108558814.0,-0.47291225177849733
1535657108568389.0,-0.47291225177849733
1535657108578649.0,-0.47291225177849733
1535657108588031.0,-0.47116692252649667
1535657108598614.0,-0.47116692252649667
1535657108608629.0,-0.46767626402251117
1535657108618802.0,-0.46593093477051845
1535657108628584.0,-0.4641856055185257
1535657108638049.0,-0.4641856055185257
1535657108648276.0,-0.4606949470145323
1535657108658558.0,-0.4572042885105468
1535657108670717.0,-0.4519683007545606
1535657108680059.0,-0.4467323129985824
1535657108688747.0,-0.44149632524259624
1535657108698770.0,-0.43800566673861074
1535657108708097.0,-0.43102434973063186
1535657108718423.0,-0.4257883619746457
1535657108728718.0,-0.4222977034706602
1535657108739456.0,-0.41706171571467404
1535657108748738.0,-0.4118257279586958
1535657108758309.0,-0.4083350694547024
1535657108768731.0,-0.40309908169872416
1535657108778162.0,-0.3996084231947307
1535657108788439.0,-0.3961177646907453
1535657108798711.0,-0.39262710618675184
1535657108808447.0,-0.3908817769347591
1535657108818036.0,-0.38913644768276634
1535657108828703.0,-0.3873911184307736
1535657108838708.0,-0.3873911184307736
1535657108848408.0,-0.3873911184307736
1535657108857808.0,-0.3873911184307736
1535657108868327.0,-0.3873911184307736
1535657108878687.0,-0.3873911184307736
1535657108888253.0,-0.3873911184307736
1535657108897805.0,-0.3873911184307736
1535657108908682.0,-0.3873911184307736
1535657108918680.0,-0.3873911184307736
1535657108928032.0,-0.3873911184307736
1535657108938522.0,-0.3873911184307736
1535657108947797.0,-0.3873911184307736
1535657108958314.0,-0.3873911184307736
1535657108967887.0,-0.3873911184307736
1535657108978656.0,-0.3873911184307736
1535657108988641.0,-0.3873911184307736
1535657108998173.0,-0.3856457891787809
1535657109008506.0,-0.3856457891787809
1535657109017784.0,-0.3856457891787809
1535657109028382.0,-0.3856457891787809
1535657109037910.0,-0.3856457891787809
1535657109048634.0,-0.3839004599267802
1535657109058604.0,-0.3839004599267802
1535657109068738.0,-0.38215513067478746
1535657109078432.0,-0.38215513067478746
1535657109087676.0,-0.38040980142279474
1535657109097896.0,-0.37866447217080196
1535657109108454.0,-0.37691914291880924
1535657109118041.0,-0.37691914291880924
1535657109128574.0,-0.3734284844148158
1535657109138268.0,-0.3699378259108303
1535657109147610.0,-0.3612111796508587
1535657109157877.0,-0.35248453339088703
1535657109168401.0,-0.3455032163829081
1535657109178028.0,-0.3350312408709437
1535657109187835.0,-0.32455926535897933
1535657109198565.0,-0.3123419605950143
1535657109208544.0,-0.30012465583105713
1535657109218075.0,-0.2879073510670921
1535657109228546.0,-0.27569004630313493
1535657109238096.0,-0.26521807079117055
1535657109248442.0,-0.25474609527920616
1535657109257939.0,-0.24252879051524107
1535657109267906.0,-0.23031148575128393
1535657109278547.0,-0.21983951023931955
1535657109288520.0,-0.2111128639793479
1535657109297912.0,-0.20238621771937623
1535657109308430.0,-0.19540490071139735
1535657109317957.0,-0.19016891295541116
1535657109328499.0,-0.18318759594743228
1535657109338039.0,-0.17795160819145403
1535657109348501.0,-0.17446094968746062
1535657109357543.0,-0.1692249619314824
1535657109367903.0,-0.16747963267948965
1535657109378172.0,-0.16573430342748896
1535657109387874.0,-0.16398897417549624
1535657109398465.0,-0.16398897417549624
1535657109408027.0,-0.16049831567151074
1535657109418489.0,-0.16049831567151074
1535657109428461.0,-0.16049831567151074
1535657109438383.0,-0.16049831567151074
1535657109447797.0,-0.1622436449235035
1535657109458079.0,-0.16049831567151074
1535657109467663.0,-0.16049831567151074
1535657109478273.0,-0.16049831567151074
1535657109488438.0,-0.16049831567151074
1535657109498426.0,-0.16049831567151074
1535657109508059.0,-0.16049831567151074
1535657109518398.0,-0.16049831567151074
1535657109527676.0,-0.16049831567151074
1535657109538341.0,-0.16049831567151074
