utime,ax,ay,az,orientation_1,orientation_2,orientation_3,orientation_4,px,py,pz,rotation_rate_x,rotation_rate_y,rotation_rate_z,vx,vy,vz
1535657108300512.0,-0.15919121459902652,-0.424169620325133,9.862853174337376,0.1305370455029991,0.0,0.0,0.9914434324515685,334.54426644739925,658.7012933804339,0.0,0.015467698685824871,0.013044854626059532,-0.061730194836854935,5.088848701843452,0.0,0.0
1535657108319668.0,-0.15919121459902652,-0.424169620325133,9.862853174337376,0.13126951663956424,0.0,0.0,0.9913467173502998,334.4490791656458,658.7283327179854,0.0,0.015467698685824871,0.013044854626059532,-0.061730194836854935,5.087457711819508,0.0,0.0
1535657108340057.0,-0.1534895173529063,-0.41542172236317737,9.839165993900766,0.1319029499930174,0.0,0.0,0.9912626351190382,334.3479393417491,658.7568451043832,0.0,0.004888229072093964,0.00814821757376194,-0.05953670293092728,5.086067430064638,0.0,0.0
1535657108359865.0,-0.13978991314943778,-0.3785665438453635,9.820712253979494,0.13240263984931724,0.0,0.0,0.991196015408119,334.2501054745652,658.7840960825355,0.0,-0.015828145667910576,0.011277740821242332,-0.05968359112739563,5.08374126007829,0.0,0.0
1535657108380053.0,-0.1432251248984499,-0.3484892482684576,9.765098898764887,0.13294089062026346,0.0,0.0,0.9911239678269773,334.150531359861,658.8119779838182,0.0,-0.021679509431123734,-0.002021106658503413,-0.05968286469578743,5.080326500416828,0.0,0.0
1535657108400530.0,-0.14928999801351958,-0.2718067749651173,9.595383419310036,0.1334820198298881,0.0,0.0,0.9910512349934959,334.05038506362985,658.8399842084303,0.0,-0.019863944500684738,-0.007826071232557297,-0.06059794872999191,5.077594639083509,0.0,0.0
1535657108419747.0,-0.14928999801351958,-0.2718067749651173,9.595383419310036,0.13406418591421693,0.0,0.0,0.9909726505081552,333.95651696876763,658.8665243518406,0.0,-0.019863944500684738,-0.007826071232557297,-0.06059794872999191,5.076720015333441,0.0,0.0
1535657108440406.0,-0.1508432368555922,-0.21646322823462522,9.512214419909823,0.13456936249418747,0.0,0.0,0.9909041763348805,333.85558665493176,658.8948758198429,0.0,-0.016940075904130936,-0.007835892029106617,-0.06224559620022774,5.078012932947272,0.0,0.0
1535657108460568.0,-0.1534833588005447,-0.18743363004321192,9.517094794657163,0.13519648319071165,0.0,0.0,0.9908188083261559,333.7641440587412,658.9213487456078,0.0,-0.012349890545010567,-0.02116359770298004,-0.0631771832704544,5.078870022526627,0.0,0.0
1535657108480478.0,-0.14577164048734023,-0.1971885606421996,9.533048328042089,0.13577929712993356,0.0,0.0,0.9907391091861173,333.67353940847676,658.9475965315663,0.0,-0.0079584252089262,-0.022448543459177017,-0.06290289014577866,5.079438196816453,0.0,0.0
