range,azimuth,vr,rcs,vr_comp,x_cc,y_cc,x_seq,y_seq,label_id
15.022285,0.97781193,-15.568052,-4.267454,0.06599881,16.732168,7.0444417,2143.3071,-384.88135,11.0
16.324781,1.0119897,16.93497,-1.2737904,32.23799,17.552488,8.188997,2144.2651,-385.9134,11.0
12.651465,-0.96333146,-7.203127,-6.4376316,-4.0801163,6.0163536,-13.166344,2125.6384,-370.3513,11.0
13.36109,-1.0157423,-11.8943,-3.9148006,-9.717685,5.4444737,-13.966806,2124.968,-369.6313,11.0
15.435512,-0.83811843,-11.906983,-10.108866,-6.562515,8.369752,-15.462017,2122.9197,-372.19977,11.0
12.897642,-0.77235717,-6.4139085,-12.208233,0.06590184,8.430697,-12.760592,2125.5547,-372.79807,11.0
13.903122,-0.76298016,-6.7057347,-13.168237,-0.0662037,8.908711,-13.654046,2124.5837,-373.08835,11.0
13.946908,-0.75897485,-6.737445,-12.634147,-0.029867537,8.97662,-13.674454,2124.5503,-373.15082,11.0
13.957172,-0.64817,-8.444516,-15.828895,0.099066764,10.384733,-13.038174,2124.893,-374.65753,11.0
14.277509,-0.80990237,-5.834215,-11.406825,0.0005114404,8.414988,-14.2314205,2124.1165,-372.4894,11.0
15.227772,-0.7131848,-7.486274,-14.853339,-0.00868165,10.089103,-14.595442,2123.426,-374.05734,11.0
15.344696,-0.5930984,-9.180938,-19.09015,0.2375395,11.769155,-13.849334,2123.8223,-375.85245,11.0
15.486374,-0.6231384,-8.935728,-20.64032,0.008891185,11.439985,-14.204503,2123.5398,-375.45908,11.0
16.217104,-0.65352106,-8.507256,-10.974086,-0.050107047,11.364389,-15.076321,2122.7004,-375.21118,11.0
16.495798,-0.71017843,-12.288211,-11.9643,-4.760594,10.653028,-15.73217,2122.1997,-374.38333,11.0
16.89941,-0.66601115,-8.192712,-13.570293,0.06175079,11.492402,-15.777682,2121.9878,-375.19678,11.0
17.208893,-0.6365052,-8.802802,-15.066751,-0.071652964,12.081757,-15.817827,2121.8308,-375.7663,11.0
1.6993752,-1.1456968,0.05142551,-7.498461,-0.13879696,3.841161,-2.3992708,2136.623,-370.36636,11.0
2.1849947,-0.7965079,-6.1440606,-20.535175,-0.07820575,4.5847583,-2.7612927,2136.1199,-371.02286,11.0
6.830286,-0.404114,5.9666176,-24.271482,18.154642,8.417438,-5.7874913,2132.3904,-374.17526,11.0
