range,azimuth,vr,rcs,vr_comp,x_cc,y_cc,x_seq,y_seq,label_id
15.539949,-0.9594215,-14.414779,-4.1809063,-11.386597,6.568526,-16.002089,2141.7422,90.63088,11.0
12.499546,-0.75312567,14.542693,-19.996098,21.013374,8.51357,-12.300989,2145.5432,88.88885,11.0
2.2940335,-0.9244999,-3.576265,-21.642853,0.04779251,4.3384624,-2.9435828,2154.6611,93.56391,11.0
2.3417587,-0.7551117,-6.2994637,-18.9972,0.1391573,4.7275167,-2.8751435,2154.7505,93.17912,11.0
2.5394118,-1.165079,0.12829486,-5.220463,-0.40334612,3.7826405,-3.238233,2154.3367,94.10298,11.0
2.7560961,-0.63983065,-8.243186,-23.840416,0.010269106,5.1686993,-3.1255662,2154.5242,92.725044,11.0
3.2317052,-0.75363123,-6.616921,-21.191353,-0.15439922,5.0616446,-3.6999948,2153.9448,92.80088,11.0
3.3289013,-0.7149209,-7.1150484,-20.705833,-0.032754205,5.216451,-3.7400038,2153.9133,92.644135,11.0
3.7800157,-0.4539727,-10.849517,-27.581999,0.08933176,6.2387223,-3.63772,2154.0708,91.62889,11.0
4.7993555,-0.7521316,13.767208,-16.1487,20.253927,5.651223,-5.152565,2152.5264,92.133606,11.0
7.7444067,-0.52369714,-9.656712,-22.820732,0.31415695,8.302316,-7.043632,2150.7812,89.38412,11.0
10.544554,-0.30547068,-12.734498,-20.467337,0.083248876,11.635034,-7.8229527,2150.1833,86.01413,11.0
10.551623,-0.33150193,-12.342458,-20.185968,0.16523165,11.452088,-8.027821,2149.969,86.18573,11.0
10.637029,-0.2751774,-12.964547,-23.001766,0.20307373,11.917258,-7.644563,2150.3767,85.74197,11.0
10.858695,-0.33867615,-12.09508,-20.608297,0.32565802,11.61873,-8.296931,2149.7092,86.004776,11.0
10.944312,-0.25591284,-13.289353,-19.233,0.09449924,12.286119,-7.6841593,2150.3572,85.371506,11.0
11.688451,-0.30264387,-12.576808,-21.118784,0.27408996,12.500772,-8.571273,2149.483,85.10919,11.0
12.50229,-0.27267388,-12.945586,-20.38984,0.25041303,13.350548,-8.838596,2149.262,84.2462,11.0
12.7116995,-0.22061983,-13.496118,-16.109024,0.27093405,13.92699,-8.4616375,2149.6697,83.69099,11.0
12.767916,-0.21816741,-13.781415,-18.704865,0.011632347,13.990599,-8.471142,2149.6636,83.62696,11.0
13.02312,-0.276319,-12.82502,-23.79115,0.32963327,13.714945,-9.213619,2148.9072,83.86205,11.0
13.11949,-0.18960106,-13.955748,-18.223358,0.1339528,14.49338,-8.384545,2149.7773,83.12959,11.0
13.440054,-0.23323265,-13.396309,-16.85207,0.2357418,14.399459,-9.039956,2149.1177,83.187935,11.0
