range,azimuth,vr,rcs,vr_comp,x_cc,y_cc,x_seq,y_seq,label_id
9.320184,-0.9712543,-11.751255,-11.154102,-0.09202704,11.7846155,5.445218,2191.9983,456.51086,11.0
10.583973,-1.0744942,-12.375709,-12.084337,-0.034675654,13.371866,5.0870724,2192.6687,455.0283,11.0
11.689391,-1.1294783,-12.7606945,-11.351654,-0.10977083,14.625459,4.9308767,2193.2993,453.9337,11.0
5.5533395,-0.35390276,-5.454626,-10.917376,-0.12598355,6.0318985,5.895738,2188.8916,461.3735,11.0
6.000993,-0.549747,-7.7304926,-16.22702,-0.04499082,7.230106,5.69873,2189.4563,460.29852,11.0
6.0879674,-0.4731893,-6.894635,-16.271627,-0.100233816,6.8967705,6.031108,2189.5208,460.76483,11.0
6.0900097,-0.39588824,-5.885755,-21.350859,-0.031473543,6.4897313,6.2672386,2189.4639,461.23196,11.0
6.1338,-0.4392643,-6.55008,-18.905298,-0.16359714,6.7429686,6.17746,2189.5447,460.97577,11.0
6.4426684,-0.59184086,-8.228194,-13.610174,-0.07159663,7.707274,5.8881593,2189.895,460.03183,11.0
6.7200174,-0.4640735,-6.8106728,-22.636982,-0.12513195,7.1804495,6.5989223,2190.1448,460.88055,11.0
6.7705517,-0.629392,-8.680037,-18.975052,-0.115353584,8.1079645,5.980119,2190.2097,459.76746,11.0
7.0667887,-0.67772424,-9.2645035,-19.798756,-0.19242534,8.554568,5.973202,2190.4734,459.40686,11.0
7.1400294,-0.5941697,-8.281641,-19.166245,-0.099394366,8.157962,6.4205523,2190.5913,459.99292,11.0
8.017278,-0.804728,-10.34611,-17.27961,-0.04464459,9.900684,5.9096684,2191.2336,458.29425,11.0
4.806531,0.0075368206,-0.7256524,-8.911209,-0.20933901,4.043565,5.664441,2187.5088,462.821,11.0
4.8403816,0.123743735,0.96297777,-10.89035,-0.11299873,3.4842012,5.7100782,2187.2083,463.29492,11.0
4.8413916,0.040497888,-0.28203902,-10.614207,-0.21759145,3.887069,5.7092037,2187.4502,462.97287,11.0
4.857533,0.10732315,0.691157,-9.664519,-0.16020705,3.5632975,5.72951,2187.2715,463.24353,11.0
4.8647666,0.023416584,-0.40534383,-10.638884,-0.1066876,3.9711213,5.7279987,2187.5159,462.9171,11.0
4.867976,0.15987751,1.5006909,-13.04769,-0.068442404,3.3075593,5.7279825,2187.1162,463.4467,11.0
4.8711085,-0.13624597,-2.6304429,-10.300821,-0.15597612,4.7404776,5.6234465,2187.896,462.2401,11.0
5.442503,-0.31915745,-5.014467,-14.470667,-0.12796265,5.8122187,5.87317,2188.7412,461.53525,11.0
5.669995,-0.21028328,-3.6412458,-18.442823,-0.17587943,5.322772,6.2946234,2188.7825,462.1798,11.0
5.6721234,-0.105332084,-2.1835191,-21.636042,-0.12712452,4.746084,6.4407563,2188.5518,462.7281,11.0
4.863383,0.18026422,1.7291714,-11.594544,-0.117338754,3.2090917,5.715154,2187.0466,463.51755,11.0
4.904196,0.24374539,2.616668,-11.466713,-0.08811812,2.8964474,5.716917,2186.8596,463.76813,11.0
4.9969826,0.30714685,3.3911579,-12.106479,-0.15995255,2.5708013,5.74916,2186.6892,464.04745,11.0
5.009747,0.2743459,2.9348614,-10.477659,-0.17996854,2.7289228,5.7948966,2186.8208,463.94882,11.0
5.1204076,0.35020164,4.0167394,-11.200762,-0.10116444,2.3298001,5.816799,2186.598,464.28055,11.0
