utime,FL_wheel_speed,FR_wheel_speed,RL_wheel_speed,RR_wheel_speed,longitudinal_accel,odom_speed,odom,meanEffTorque,pedal_cc,regen,requestedTorqueAfterProc,transversal_accel,left_solar,right_solar,steer_corrected,steer_offset_can,steer_raw
1532402927653380.0,282.9345,282.26730000000003,281.3082,284.1438,-0.4499999999999993,32.0,124.0,-28.0,0.0,56.0,-285.0,-0.5320000000000107,0.0,0.0,2.699999999999818,-13.0,-10.300000000000182
1532402927661952.0,282.9345,282.26730000000003,282.26730000000003,283.4349,-0.4499999999999993,32.0,124.0,-28.0,0.0,56.0,-285.0,-0.5320000000000107,0.0,0.0,2.699999999999818,-13.0,-10.300000000000182
1532402927673746.0,283.1847,282.26730000000003,282.26730000000003,283.4349,-0.5999999999999996,32.0,124.0,-28.0,0.0,56.0,-285.0,-0.5240000000000009,0.0,0.0,2.699999999999818,-13.0,-10.300000000000182
1532402927682565.0,283.1847,282.26730000000003,282.0171,282.726,-0.5999999999999996,32.0,124.0,-28.5,0.0,57.0,-285.0,-0.5240000000000009,0.0,0.0,2.699999999999818,-13.0,-10.300000000000182
1532402927693019.0,280.84950000000003,282.4758,282.0171,282.726,-0.3999999999999986,32.0,124.0,-28.5,0.0,57.0,-285.0,-0.5159999999999911,0.0,0.0,2.699999999999818,-13.0,-10.300000000000182
1532402927702298.0,280.84950000000003,282.4758,281.3082,282.9345,-0.3999999999999986,32.0,124.0,-28.5,0.0,57.0,-285.0,-0.5159999999999911,0.0,0.0,2.800000000000182,-13.0,-10.199999999999818
1532402927712997.0,281.3082,282.0171,281.3082,282.9345,-0.5,32.0,124.0,-28.5,0.0,57.0,-285.0,-0.5320000000000107,0.0,0.0,2.800000000000182,-13.0,-10.199999999999818
1532402927722360.0,281.3082,282.0171,281.3082,281.3082,-0.5,32.0,124.0,-28.5,0.0,57.0,-285.0,-0.5320000000000107,0.0,0.0,2.699999999999818,-13.0,-10.300000000000182
1532402927732952.0,281.7669,280.5993,281.3082,281.3082,-0.5999999999999996,32.0,124.0,-28.5,0.0,57.0,-285.0,-0.5240000000000009,0.0,0.0,2.699999999999818,-13.0,-10.300000000000182
1532402927744197.0,281.7669,280.5993,282.4758,282.26730000000003,-0.5999999999999996,32.0,124.0,-28.5,0.0,57.0,-285.0,-0.5240000000000009,0.0,0.0,2.800000000000182,-13.0,-10.199999999999818
1532402927752893.0,280.84950000000003,282.0171,282.4758,282.26730000000003,-0.6999999999999993,32.0,124.0,-28.5,0.0,57.0,-285.0,-0.5240000000000009,0.0,0.0,2.800000000000182,-13.0,-10.199999999999818
1532402927762751.0,280.84950000000003,282.0171,280.84950000000003,282.0171,-0.6999999999999993,32.0,124.0,-28.5,0.0,57.0,-285.0,-0.5240000000000009,0.0,0.0,2.800000000000182,-13.0,-10.199999999999818
1532402927773457.0,280.5993,282.0171,280.84950000000003,282.0171,-0.5999999999999996,32.0,124.0,-28.5,0.0,57.0,-285.0,-0.539999999999992,0.0,0.0,2.699999999999818,-13.0,-10.300000000000182
1532402927782577.0,280.5993,282.0171,282.726,282.26730000000003,-0.5999999999999996,32.0,124.0,-28.5,0.0,57.0,-285.0,-0.539999999999992,0.0,0.0,2.800000000000182,-13.0,-10.199999999999818
1532402927793161.0,281.3082,280.84950000000003,282.726,282.26730000000003,-0.5499999999999989,32.0,124.0,-28.5,0.0,57.0,-285.0,-0.5240000000000009,0.0,0.0,2.800000000000182,-13.0,-10.199999999999818
1532402927808139.0,281.3082,280.84950000000003,281.3082,280.84950000000003,-0.5499999999999989,32.0,124.0,-28.5,0.0,57.0,-285.0,-0.5240000000000009,0.0,0.0,2.800000000000182,-13.0,-10.199999999999818
1532402927812517.0,281.058,280.3908,281.3082,280.84950000000003,-0.5999999999999996,32.0,124.0,-28.5,0.0,57.0,-285.0,-0.5159999999999911,0.0,0.0,2.699999999999818,-13.0,-10.300000000000182
1532402927821886.0,281.058,280.3908,282.26730000000003,281.058,-0.5999999999999996,32.0,124.0,-28.5,0.0,57.0,-285.0,-0.5159999999999911,0.0,0.0,2.699999999999818,-13.0,-10.300000000000182
1532402927834441.0,280.3908,280.5993,282.26730000000003,281.058,-0.5499999999999989,32.0,124.0,-28.5,0.0,57.0,-285.0,-0.5200000000000102,0.0,0.0,2.800000000000182,-13.0,-10.199999999999818
1532402927842649.0,280.3908,280.5993,279.6819,280.5993,-0.5499999999999989,32.0,124.0,-28.5,0.0,57.0,-285.0,-0.5200000000000102,0.0,0.0,2.800000000000182,-13.0,-10.199999999999818
1532402927852997.0,280.3908,279.8904,279.6819,280.5993,-0.5499999999999989,32.0,124.0,-28.5,0.0,57.0,-285.0,-0.5240000000000009,0.0,0.0,2.800000000000182,-13.0,-10.199999999999818
1532402927865105.0,280.3908,279.8904,279.4317,280.3908,-0.5499999999999989,32.0,124.0,-28.5,0.0,57.0,-285.0,-0.5240000000000009,0.0,0.0,2.699999999999818,-13.0,-10.300000000000182
1532402927873250.0,280.84950000000003,279.8904,279.4317,280.3908,-0.5499999999999989,32.0,124.0,-28.5,0.0,57.0,-285.0,-0.5159999999999911,0.0,0.0,2.800000000000182,-13.0,-10.199999999999818
1532402927882559.0,280.84950000000003,279.8904,278.973,279.6819,-0.5499999999999989,32.0,124.0,-28.5,0.0,57.0,-285.0,-0.5159999999999911,0.0,0.0,2.800000000000182,-13.0,-10.199999999999818
1532402927893013.0,279.4317,279.1815,278.973,279.6819,-0.5999999999999996,32.0,124.0,-28.5,0.0,57.0,-285.0,-0.5159999999999911,0.0,0.0,2.699999999999818,-13.0,-10.300000000000182
