utime,brake_sensor,steering_sensor,throttle_sensor
1532402927649559.0,0.18794798851013184,0.18827444314956665,0.12093144655227661
1532402927649806.0,0.18794558942317963,0.18824294209480286,0.12119309604167938
1532402927651021.0,0.1879507601261139,0.18821142613887787,0.121053546667099
1532402927652022.0,0.18795713782310486,0.18830595910549164,0.12150706350803375
1532402927652980.0,0.18795713782310486,0.1883571594953537,0.12161172181367874
1532402927653963.0,0.18794837594032288,0.18838472664356232,0.12182103842496872
1532402927654932.0,0.18794956803321838,0.18844380974769592,0.12169893831014633
1532402927656151.0,0.18794837594032288,0.1884792596101761,0.12162916362285614
1532402927656852.0,0.1879408061504364,0.18841230869293213,0.12169893831014633
1532402927657884.0,0.1879408061504364,0.1883729100227356,0.12143729627132416
1532402927658870.0,0.1879419982433319,0.18831384181976318,0.12147217988967896
1532402927660965.0,0.18793682754039764,0.18842017650604248,0.12152450531721115
1532402927662059.0,0.18793563544750214,0.18839654326438904,0.12157683819532394
1532402927663054.0,0.18793046474456787,0.1884635090827942,0.12152450531721115
1532402927663802.0,0.18793444335460663,0.188459575176239,0.12140240520238876
1532402927664861.0,0.18793165683746338,0.18847139179706573,0.12135007977485657
1532402927666137.0,0.18793803453445435,0.18850289285182953,0.12154194712638855
1532402927666709.0,0.18794281780719757,0.18843594193458557,0.12140240520238876
1532402927668319.0,0.1879388391971588,0.18838472664356232,0.1210361048579216
1532402927668696.0,0.18793366849422455,0.18845169246196747,0.12115820497274399
1532402927673729.0,0.18793486058712006,0.18847139179706573,0.121070995926857
1532402927673740.0,0.18793606758117676,0.18850289285182953,0.120966337621212
1532402927673742.0,0.18793725967407227,0.18852652609348297,0.121053546667099
1532402927673743.0,0.18793965876102448,0.18854227662086487,0.1209488958120346
1532402927674162.0,0.18793447315692902,0.1885501593351364,0.12086167931556702
1532402927674907.0,0.18794085085391998,0.18854227662086487,0.121053546667099
1532402927675741.0,0.18793568015098572,0.18851470947265625,0.121053546667099
1532402927676659.0,0.18793568015098572,0.1885068267583847,0.12093144655227661
1532402927677695.0,0.18793289363384247,0.18857772648334503,0.1209488958120346
1532402927678758.0,0.18793170154094696,0.18851864337921143,0.12089656293392181
1532402927679760.0,0.1879289299249649,0.18844380974769592,0.12080934643745422
1532402927680842.0,0.18793529272079468,0.1884753257036209,0.12084423750638962
1532402927681941.0,0.18793648481369019,0.1884792596101761,0.1210012212395668
1532402927682687.0,0.1879376918077469,0.18852652609348297,0.12091400474309921
1532402927684916.0,0.18793131411075592,0.18829414248466492,0.1209488958120346
1532402927685700.0,0.1879388839006424,0.18824294209480286,0.12091400474309921
1532402927686671.0,0.1879376918077469,0.18830989301204681,0.120966337621212
1532402927687721.0,0.18793648481369019,0.18828625977039337,0.1210012212395668
1532402927688701.0,0.1879388839006424,0.18834929168224335,0.12128030508756638
1532402927689712.0,0.1879376918077469,0.18840442597866058,0.12129774689674377
1532402927691330.0,0.18793252110481262,0.1885659098625183,0.12175126373767853
1532402927691927.0,0.18793371319770813,0.18846744298934937,0.12180359661579132
1532402927692919.0,0.1879376918077469,0.188459575176239,0.12183848023414612
1532402927693686.0,0.1879376918077469,0.18848320841789246,0.1219954639673233
1532402927694719.0,0.18794645369052887,0.1884162425994873,0.12182103842496872
1532402927695968.0,0.18795402348041534,0.18842805922031403,0.12185592204332352
1532402927696958.0,0.18796198070049286,0.18847139179706573,0.12168149650096893
1532402927697953.0,0.18796436488628387,0.18842412531375885,0.12150706350803375
1532402927698911.0,0.18796317279338837,0.18848320841789246,0.12129774689674377
1532402927699903.0,0.18796557188034058,0.18853046000003815,0.12159428000450134
1532402927700866.0,0.18796436488628387,0.1885501593351364,0.12171638011932373
1532402927701875.0,0.1879591941833496,0.1885225921869278,0.12164660543203354
1532402927703564.0,0.1879679560661316,0.18843987584114075,0.12141984701156616
1532402927705055.0,0.1879858821630478,0.1884162425994873,0.12126286327838898
1532402927710586.0,0.18804162740707397,0.188459575176239,0.1210012212395668
1532402927710929.0,0.18805040419101715,0.18858560919761658,0.12122797966003418
1532402927711698.0,0.18806195259094238,0.18858560919761658,0.12129774689674377
1532402927712989.0,0.1880631446838379,0.1885501593351364,0.12115820497274399
1532402927715112.0,0.18807588517665863,0.18849501013755798,0.1210186630487442
1532402927715114.0,0.18807469308376312,0.18848714232444763,0.12093144655227661
1532402927715657.0,0.1880810558795929,0.18860530853271484,0.12121053785085678
1532402927720206.0,0.18809379637241364,0.18857379257678986,0.12119309604167938
1532402927720217.0,0.1880989670753479,0.18853440880775452,0.1210884377360344
1532402927720218.0,0.18810774385929108,0.18841230869293213,0.12086167931556702
1532402927720220.0,0.18811890482902527,0.18846744298934937,0.12114076316356659
1532402927720714.0,0.188131645321846,0.18842017650604248,0.12129774689674377
1532402927721662.0,0.18814799189567566,0.18842017650604248,0.12147217988967896
1532402927722701.0,0.18816471099853516,0.18831384181976318,0.12138496339321136
1532402927723926.0,0.18816830217838287,0.18835322558879852,0.12124542146921158
1532402927724863.0,0.18818463385105133,0.18839260935783386,0.12152450531721115
1532402927726805.0,0.18821409344673157,0.18836110830307007,0.12157683819532394
1532402927728268.0,0.1882268488407135,0.18835322558879852,0.12138496339321136
1532402927731817.0,0.18824198842048645,0.18832959234714508,0.12131519615650177
1532402927731827.0,0.18825989961624146,0.18840835988521576,0.12138496339321136
1532402927731829.0,0.18829812109470367,0.1883571594953537,0.12148962169885635
1532402927732883.0,0.18831206858158112,0.18832170963287354,0.12147217988967896
1532402927733689.0,0.18833237886428833,0.18829020857810974,0.12150706350803375
1532402927735881.0,0.18836304545402527,0.1883571594953537,0.12122797966003418
1532402927736665.0,0.18836940824985504,0.18827444314956665,0.1210884377360344
1532402927737727.0,0.18838335573673248,0.18825475871562958,0.12093144655227661
1532402927738767.0,0.18839490413665771,0.18822719156742096,0.1210361048579216
