utime,available_distance,battery_level,brake,brake_switch,gear_position,left_signal,right_signal,rear_left_rpm,rear_right_rpm,steering,steering_speed,throttle,vehicle_speed,yaw_rate
1532402928127800.0,120.0,91.0,0.0,1.0,7.0,0.0,0.0,275.2617,276.1791,3.0,1.8118839761882555e-13,0.0,31.44,0.6000000000000227
1532402928627159.0,120.0,91.0,0.0,1.0,7.0,1.0,0.0,267.7557,267.7557,3.5,1.8118839761882555e-13,0.0,30.73,0.6000000000000227
1532402929127810.0,120.0,91.0,0.0,2.0,7.0,1.0,0.0,257.2473,256.5384,3.599999999999909,1.8118839761882555e-13,0.0,29.45,0.5000000000000284
1532402929627057.0,120.0,91.0,0.0,1.0,7.0,0.0,0.0,244.40370000000001,246.7389,3.599999999999909,1.8118839761882555e-13,0.0,28.09,0.20000000000001705
1532402930127656.0,120.0,91.0,0.0,1.0,7.0,0.0,0.0,235.9803,237.3981,3.5,-1.9999999999998188,0.0,27.07,0.4000000000000341
1532402930627445.0,120.0,91.0,0.0,1.0,7.0,1.0,0.0,230.3925,229.22490000000002,3.599999999999909,-1.9999999999998188,0.0,26.25,0.6000000000000227
1532402931127168.0,120.0,91.0,0.0,1.0,7.0,0.0,0.0,220.3428,221.0517,4.0,1.9000000000002721,0.0,25.35,0.4000000000000341
1532402931627135.0,120.0,91.0,0.0,1.0,7.0,0.0,0.0,215.8809,214.4631,4.699999999999818,1.8118839761882555e-13,0.0,24.51,0.6000000000000227
1532402932127384.0,120.0,91.0,0.0,1.0,7.0,1.0,0.0,205.6227,206.7903,6.5,1.8118839761882555e-13,0.0,23.580000000000002,0.6000000000000227
1532402932626799.0,120.0,91.0,0.0,1.0,7.0,1.0,0.0,197.65800000000002,198.1584,12.599999999999909,15.900000000000272,0.0,22.69,1.5000000000000284
1532402933127327.0,121.0,91.0,0.0,1.0,7.0,0.0,0.0,190.6941,192.7374,23.800000000000182,25.800000000000363,0.0,21.89,2.900000000000034
1532402933627160.0,121.0,91.0,0.0,1.0,7.0,0.0,0.0,183.3966,188.5674,34.40000000000009,19.900000000000272,0.0,21.2,4.400000000000034
1532402934126855.0,121.0,91.0,0.0,1.0,7.0,1.0,0.0,176.391,179.4768,45.80000000000018,65.70000000000046,0.0,20.25,5.000000000000028
1532402934627536.0,121.0,91.0,0.0,1.0,7.0,1.0,0.0,163.5474,170.7615,69.80000000000018,67.70000000000046,0.0,19.34,7.900000000000034
1532402935127340.0,121.0,91.0,0.0,1.0,7.0,0.0,0.0,156.3333,163.2972,87.59999999999991,21.900000000000272,0.0,18.330000000000002,9.700000000000017
1532402935627675.0,121.0,91.0,0.0,1.0,7.0,0.0,0.0,147.4512,156.3333,90.80000000000018,15.900000000000272,0.0,17.47,10.800000000000011
1532402936127003.0,121.0,91.0,0.0,1.0,7.0,1.0,0.0,139.2363,149.286,98.90000000000009,3.900000000000272,0.0,16.580000000000002,11.100000000000023
1532402936627017.0,121.0,91.0,0.0,1.0,7.0,1.0,0.0,132.2307,140.86260000000001,102.0,1.9000000000002721,48.0,15.71,10.600000000000023
1532402937127649.0,121.0,91.0,0.0,1.0,7.0,0.0,0.0,130.6044,139.9452,112.69999999999982,15.900000000000272,79.0,15.55,11.500000000000028
1532402937627089.0,121.0,91.0,0.0,1.0,7.0,0.0,0.0,133.1898,143.2395,117.09999999999991,1.9000000000002721,0.0,15.92,12.200000000000017
1532402938127018.0,121.0,91.0,0.0,1.0,7.0,1.0,0.0,131.0631,141.57150000000001,117.09999999999991,1.8118839761882555e-13,0.0,15.790000000000001,12.800000000000011
1532402938627564.0,121.0,91.0,0.0,1.0,7.0,1.0,0.0,128.2692,137.8602,114.90000000000009,-11.999999999999819,0.0,15.39,11.900000000000034
1532402939128381.0,121.0,91.0,0.0,1.0,7.0,0.0,0.0,123.3903,133.1898,105.59999999999991,-11.999999999999819,0.0,14.86,10.600000000000023
1532402939627276.0,120.0,91.0,1.0,4.0,7.0,1.0,0.0,117.7608,125.4753,102.40000000000009,-15.999999999999819,0.0,14.07,9.500000000000028
1532402940627263.0,121.0,91.0,0.0,2.0,7.0,0.0,0.0,95.5764,100.45530000000001,74.59999999999991,-17.99999999999982,0.0,11.41,5.500000000000028
1532402941126977.0,121.0,91.0,0.0,2.0,7.0,0.0,0.0,90.1971,93.9501,67.90000000000009,-1.9999999999998188,0.0,10.63,4.000000000000028
1532402941626849.0,120.0,91.0,0.0,2.0,7.0,1.0,0.0,84.1506,86.9028,51.40000000000009,-37.89999999999945,0.0,9.88,3.3000000000000114
1532402942126884.0,120.0,91.0,0.0,1.0,7.0,1.0,0.0,78.7296,80.6061,21.699999999999818,-63.79999999999954,0.0,9.23,1.6000000000000227
1532402942626612.0,120.0,91.0,0.0,1.0,7.0,0.0,0.0,74.7681,75.9357,9.900000000000091,-43.89999999999945,0.0,8.77,2.842170943040401e-14
1532402943127326.0,120.0,91.0,0.0,1.0,7.0,0.0,0.0,73.392,73.1418,2.400000000000091,1.8118839761882555e-13,0.0,8.49,0.6000000000000227
1532402943627546.0,120.0,91.0,0.0,1.0,7.0,1.0,0.0,73.8507,71.5155,1.900000000000091,-1.9999999999998188,0.0,8.21,-0.0999999999999659
1532402944127527.0,120.0,91.0,0.0,1.0,7.0,1.0,0.0,71.724,71.724,5.599999999999909,5.900000000000272,0.0,8.21,-0.4999999999999716
1532402944627353.0,120.0,91.0,0.0,1.0,7.0,0.0,0.0,71.5155,72.9333,29.09999999999991,81.60000000000055,0.0,8.290000000000001,1.5000000000000284
1532402945126725.0,120.0,91.0,0.0,1.0,7.0,0.0,0.0,71.0568,74.1009,79.30000000000018,85.60000000000055,0.0,8.3,3.700000000000017
1532402945627355.0,120.0,91.0,0.0,1.0,7.0,1.0,0.0,70.8066,75.4353,104.59999999999991,33.80000000000037,0.0,8.39,5.300000000000011
1532402946127094.0,120.0,91.0,2.0,2.0,7.0,1.0,0.0,68.2212,74.1009,123.80000000000018,45.80000000000037,0.0,8.25,6.500000000000028
1532402946627093.0,120.0,91.0,6.0,4.0,7.0,0.0,0.0,60.2982,66.5949,155.80000000000018,77.60000000000055,0.0,7.5,7.700000000000017
1532402947127060.0,120.0,91.0,2.0,4.0,7.0,0.0,0.0,47.2044,53.5011,214.69999999999982,99.60000000000055,0.0,6.12,8.400000000000034
