timestamp_sec,px,py,pz,q1,q2,q3,q4,vx,vy,vz,ax,ay,az,rot_rate_x,rot_rate_y,rot_rate_z
0.019353,1526.533941392658,1212.9246887363342,0.0,0.08711947113178456,0.0,0.0,0.9961978707815622,0.14262114331538564,0.0,0.0,0.5321748577848339,-0.3750828836249753,9.757539679660782,0.0002917945967055857,0.0012324858689680696,-0.0013350372901186347
0.039395,1526.5311589919777,1212.9253078868808,0.0,0.08712845419636513,0.0,0.0,0.9961970851540131,0.1426237108488034,0.0,0.0,0.5299466588695694,-0.37438846147951094,9.760198637269093,-0.00029952122713439167,-0.0006291713798418641,-0.00046506273793056607
0.059453,1526.528370212662,1212.925927390057,0.0,0.08713439118763636,0.0,0.0,0.9961965658806298,0.14262541289548716,0.0,0.0,0.5284033044102516,-0.3751835915063392,9.759105457277538,-0.00019750025239773095,0.00038165002479217947,-0.0006522444891743362
0.079542,1526.5255733284912,1212.9265476008477,0.0,0.08713977358205434,0.0,0.0,0.9961960950837281,0.14262654120131318,0.0,0.0,0.5283838188120576,-0.37655429406649926,9.757871216452333,0.00018914524116553366,0.0014223007019609213,-0.0004878512700088322
0.099313,1526.5228176430903,1212.9271597181648,0.0,0.08714361926391506,0.0,0.0,0.9961957586848008,0.14262728916789316,0.0,0.0,0.5310233901444145,-0.37232101043026766,9.755685492872656,0.0009066721540875733,0.0004694842791650444,-0.001185337663628161
0.11900899999999999,1526.5200700094472,1212.9277695971937,0.0,0.08714966524329004,0.0,0.0,0.9961952297857998,0.14262778500332346,0.0,0.0,0.5279371426419648,-0.3706220017543698,9.755574259486954,-0.0008595226099714637,0.0007193330675363541,-0.00090816430747509
0.139157,1526.5172573426353,1212.9283902464435,0.0,0.08715626042806002,0.0,0.0,0.9961946528004435,0.14262811369818834,0.0,0.0,0.5265760282547975,-0.3711428822283777,9.75707153996008,0.00024672134895808995,0.0004350063391029835,-0.00141281692776829
0.159411,1526.514427788744,1212.9290132393658,0.0,0.08716567608220355,0.0,0.0,0.9961938289876787,0.14262833159369884,0.0,0.0,0.5236246889228259,-0.3664193692747991,9.758240237894924,0.00024260440841317177,0.0007069907151162624,-0.0002720024494919926
0.17934,1526.5116420877125,1212.9296277749168,0.0,0.08717128857531484,0.0,0.0,0.9961933378858339,0.14262847603907527,0.0,0.0,0.5228612498504939,-0.3649276324790351,9.758169517607671,-4.825636278837919e-05,-0.00034183048410341144,-0.0021339389495551586
0.19927499999999998,1526.508854527517,1212.930241888741,0.0,0.08718279126961619,0.0,0.0,0.9961923312826889,0.1426285717935345,0.0,0.0,0.5286509732840673,-0.36039435498429767,9.755662788188975,0.0009396550012752414,0.0005484808934852481,-0.0014771397691220045
0.219156,1526.5052704159796,1212.9309619957278,0.0,0.08719422803475245,0.0,0.0,0.9961913303163321,0.14262863527023892,0.0,0.0,0.5314610473111734,-0.3580493703972715,9.752877508968018,-0.00048050767509266734,0.0008815380861051381,-0.0012189594563096762
0.23926,1526.501702398301,1212.9316787071532,0.0,0.08720406152204509,0.0,0.0,0.9961904695659658,0.1426286773496578,0.0,0.0,0.5293867486639533,-0.3560217656022679,9.752381035830146,9.666499681770802e-05,-0.0013985771220177412,-0.0011701760813593864
0.25929199999999997,1526.4981918930646,1212.9323848475785,0.0,0.08721332158100702,0.0,0.0,0.9961896589198304,0.14262870524457627,0.0,0.0,0.5275996195998942,-0.3557295898597329,9.754099331042845,0.0004437033785507083,-4.255010935594328e-05,-0.0007689875201322138
0.279004,1526.4947758667458,1212.9330738337947,0.0,0.08722026972912124,0.0,0.0,0.9961890506065499,0.14262872373643043,0.0,0.0,0.5278182255319162,-0.3559581483742786,9.754279994994654,-0.0013893800787627697,0.0008494440116919577,-0.0004824093484785408
0.298556,1526.4914371421303,1212.933748597325,0.0,0.08722422862335323,0.0,0.0,0.9961887039818615,0.14189283972632705,0.0,0.0,0.5291159165259117,-0.35709326468497676,9.754396448100312,-0.0008792881853878498,0.001360105350613594,-0.00029973051277920604
0.319285,1526.487980859682,1212.9344437240366,0.0,0.08722656115982755,0.0,0.0,0.9961884997470262,0.14066911769847018,0.0,0.0,0.531659569914858,-0.3594764287444477,9.754049897590804,-0.0009974883869290352,0.00016259103722404689,-0.00048391520977020264
0.33927399999999996,1526.4846901522394,1212.9351091395392,0.0,0.08722820927565872,0.0,0.0,0.9961883554361404,0.13985789864871426,0.0,0.0,0.534848682314943,-0.36145210792147414,9.752439838393713,-0.0017095447983592749,-3.693979306262918e-05,-0.0017744818469509482
