utime,brake_sensor,steering_sensor,throttle_sensor
1542800847949320.0,0.18989282846450806,0.1882074922323227,0.12117564678192139
1542800847950213.0,0.18988767266273499,0.1881444752216339,0.12124542146921158
1542800847951212.0,0.18988405168056488,0.18810902535915375,0.12126286327838898
1542800847952249.0,0.1898764818906784,0.18819567561149597,0.12131519615650177
1542800847953212.0,0.1898776888847351,0.18825869262218475,0.12148962169885635
1542800847954302.0,0.1898764818906784,0.18819960951805115,0.12121053785085678
1542800847955281.0,0.189874067902565,0.18821930885314941,0.12140240520238876
1542800847956310.0,0.1898752748966217,0.18824294209480286,0.12138496339321136
1542800847957359.0,0.18987953662872314,0.18827839195728302,0.12164660543203354
1542800847958323.0,0.1898786574602127,0.18821142613887787,0.12166404724121094
1542800847959428.0,0.18988138437271118,0.1880420595407486,0.12126286327838898
1542800847960394.0,0.18988412618637085,0.18803419172763824,0.120966337621212
1542800847961376.0,0.1898832470178604,0.1880263090133667,0.12065236270427704
1542800847962344.0,0.18987447023391724,0.18800660967826843,0.12075702100992203
1542800847963330.0,0.18987447023391724,0.18800267577171326,0.12070469558238983
1542800847964553.0,0.18986810743808746,0.18806175887584686,0.12070469558238983
1542800847965299.0,0.18986569344997406,0.18804600834846497,0.12039072066545486
1542800847966875.0,0.18986327946186066,0.18805387616157532,0.12058259546756744
1542800847967503.0,0.18985965847969055,0.18794754147529602,0.12075702100992203
1542800847968383.0,0.18985843658447266,0.18808145821094513,0.12126286327838898
1542800847969448.0,0.18986117839813232,0.18809327483177185,0.12124542146921158
1542800847970423.0,0.18986117839813232,0.18812870979309082,0.12148962169885635
1542800847971417.0,0.1898663341999054,0.18812477588653564,0.12136752158403397
1542800847972273.0,0.1898663341999054,0.18806569278240204,0.12119309604167938
1542800847973756.0,0.18987149000167847,0.18807357549667358,0.12154194712638855
1542800847974397.0,0.18987421691417694,0.18802237510681152,0.12124542146921158
1542800847975386.0,0.1898769587278366,0.18801842629909515,0.12155939638614655
1542800847976130.0,0.18988211452960968,0.18799874186515808,0.12119309604167938
1542800847977352.0,0.18988727033138275,0.18803419172763824,0.12131519615650177
1542800847978311.0,0.18988727033138275,0.1879042088985443,0.12073957920074463
1542800847979146.0,0.18988606333732605,0.18789632618427277,0.12063492089509964
1542800847980313.0,0.18988999724388123,0.18786875903606415,0.12060003727674484
1542800847981503.0,0.189896360039711,0.18779392540454865,0.12035583704710007
1542800847982144.0,0.1898975670337677,0.1879042088985443,0.12065236270427704
1542800847984248.0,0.18991391360759735,0.1878293752670288,0.12046049535274506
1542800847985218.0,0.18991905450820923,0.18771909177303314,0.12033839523792267
1542800847986217.0,0.18991512060165405,0.18785300850868225,0.12079190462827682
1542800847987132.0,0.18991632759571075,0.1878018081188202,0.12091400474309921
1542800847988131.0,0.18992026150226593,0.1877860426902771,0.12112332135438919
1542800847989119.0,0.18991994857788086,0.18771515786647797,0.12126286327838898
1542800847990121.0,0.1899184137582779,0.18788057565689087,0.12126286327838898
1542800847991229.0,0.1899184137582779,0.1879672259092331,0.12121053785085678
1542800847992107.0,0.1899196207523346,0.18788057565689087,0.12117564678192139
1542800847993619.0,0.18991447985172272,0.18793177604675293,0.12133263796567917
1542800847994235.0,0.18991327285766602,0.18800660967826843,0.12124542146921158
1542800847995153.0,0.18991206586360931,0.18799874186515808,0.12138496339321136
1542800847996382.0,0.18991206586360931,0.18790027499198914,0.1210361048579216
1542800847997163.0,0.1899172067642212,0.18790027499198914,0.12093144655227661
1542800847998396.0,0.1899159997701645,0.18791209161281586,0.12080934643745422
1542800847999337.0,0.1899196207523346,0.18803024291992188,0.1209488958120346
1542800848000164.0,0.18992598354816437,0.18797904253005981,0.12122797966003418
1542800848001180.0,0.18992477655410767,0.18798299133777618,0.12117564678192139
1542800848002131.0,0.18992356956005096,0.18792784214019775,0.12114076316356659
1542800848003130.0,0.1899159997701645,0.18784119188785553,0.12079190462827682
1542800848004116.0,0.1899159997701645,0.1879042088985443,0.1210884377360344
1542800848005143.0,0.1899108588695526,0.18793965876102448,0.12129774689674377
1542800848006253.0,0.1899108588695526,0.1879948079586029,0.12115820497274399
1542800848008096.0,0.18990963697433472,0.1880105584859848,0.12119309604167938
1542800848008353.0,0.1899072229862213,0.1880696415901184,0.12126286327838898
1542800848009438.0,0.1899048089981079,0.18807357549667358,0.12124542146921158
1542800848010419.0,0.18990842998027802,0.1881444752216339,0.121053546667099
1542800848011419.0,0.18990208208560944,0.18817992508411407,0.12133263796567917
1542800848012397.0,0.18990328907966614,0.18817992508411407,0.12121053785085678
1542800848013358.0,0.18989813327789307,0.18819960951805115,0.121070995926857
1542800848014341.0,0.18990691006183624,0.18810902535915375,0.1210012212395668
1542800848015316.0,0.18989813327789307,0.18815234303474426,0.1209837794303894
1542800848016298.0,0.1898917704820633,0.1880696415901184,0.12060003727674484
1542800848017268.0,0.18988540768623352,0.18809720873832703,0.12049537897109985
1542800848018513.0,0.1898881494998932,0.18810509145259857,0.12079190462827682
1542800848019503.0,0.18989209830760956,0.18812084197998047,0.12084423750638962
1542800848020467.0,0.18989209830760956,0.18805387616157532,0.12072213739156723
1542800848021437.0,0.18989482522010803,0.1880696415901184,0.12077446281909943
1542800848022174.0,0.1898999810218811,0.18797904253005981,0.1210186630487442
1542800848023254.0,0.1898999810218811,0.18798692524433136,0.12091400474309921
1542800848024289.0,0.1898987740278244,0.18809720873832703,0.12131519615650177
1542800848025277.0,0.18990755081176758,0.18809720873832703,0.12135007977485657
1542800848026234.0,0.18990996479988098,0.1880696415901184,0.12129774689674377
1542800848027120.0,0.18991512060165405,0.18803419172763824,0.12117564678192139
1542800848028165.0,0.18991270661354065,0.18809720873832703,0.12115820497274399
1542800848029275.0,0.18990634381771088,0.18817992508411407,0.12122797966003418
1542800848030328.0,0.18991270661354065,0.1882232427597046,0.12145473808050156
