utime,available_distance,battery_level,brake,brake_switch,gear_position,left_signal,right_signal,rear_left_rpm,rear_right_rpm,steering,steering_speed,throttle,vehicle_speed,yaw_rate
1542800848118205.0,149.0,85.0,0.0,1.0,7.0,0.0,0.0,4.2117,3.9615,-11.699999999999818,1.8118839761882555e-13,0.0,0.0,-0.19999999999998863
1542800848618177.0,149.0,85.0,0.0,1.0,7.0,0.0,0.0,3.9615,3.9615,-11.699999999999818,-1.9999999999998188,99.0,0.0,-0.0999999999999659
1542800849118177.0,149.0,85.0,0.0,1.0,7.0,1.0,0.0,13.3023,12.8436,-11.699999999999818,1.8118839761882555e-13,143.0,1.31,-0.39999999999997726
1542800849618126.0,149.0,85.0,0.0,1.0,7.0,1.0,0.0,26.6463,26.6463,-11.699999999999818,1.8118839761882555e-13,143.0,2.9,-0.4999999999999716
1542800850117992.0,149.0,85.0,0.0,1.0,7.0,0.0,0.0,41.8251,41.1579,-11.0,5.900000000000272,208.0,4.6000000000000005,-0.5999999999999659
1542800850618480.0,149.0,85.0,0.0,1.0,7.0,0.0,0.0,58.8804,57.963,-9.0,3.900000000000272,237.0,6.53,-0.8999999999999773
1542800851118158.0,149.0,85.0,0.0,1.0,7.0,1.0,0.0,72.6831,72.2244,-5.399999999999636,19.900000000000272,109.0,8.2,-0.6999999999999886
1542800851618009.0,149.0,85.0,0.0,1.0,7.0,1.0,0.0,78.2709,78.7296,0.900000000000091,1.8118839761882555e-13,99.0,8.97,-0.0999999999999659
1542800852118203.0,149.0,85.0,0.0,1.0,7.0,0.0,0.0,82.7328,82.7328,20.5,83.60000000000055,21.0,9.46,0.4000000000000341
1542800852618026.0,149.0,85.0,0.0,1.0,7.0,0.0,0.0,79.8972,83.1915,93.20000000000027,203.20000000000044,0.0,9.38,3.900000000000034
1542800853118498.0,149.0,85.0,0.0,1.0,7.0,1.0,0.0,75.2268,83.1915,192.5,239.00000000000017,0.0,9.34,9.800000000000011
1542800853617960.0,149.0,85.0,0.0,1.0,7.0,0.0,0.0,69.1803,83.6502,288.2000000000003,153.30000000000035,76.0,9.21,17.200000000000017
1542800854118487.0,149.0,85.0,0.0,1.0,7.0,0.0,0.0,74.3094,91.8234,311.8000000000002,1.9000000000002721,180.0,10.07,21.700000000000017
1542800854618295.0,149.0,85.0,0.0,1.0,7.0,1.0,0.0,87.8619,108.87870000000001,311.60000000000036,-27.899999999999455,232.0,11.85,25.400000000000034
1542800855118566.0,149.0,85.0,0.0,1.0,7.0,1.0,0.0,108.16980000000001,129.4368,270.3000000000002,-133.49999999999983,255.0,14.08,27.100000000000023
1542800855617675.0,149.0,85.0,0.0,1.0,7.0,0.0,0.0,130.3542,148.6188,185.80000000000018,-235.09999999999974,255.0,16.22,23.50000000000003
1542800856118162.0,149.0,85.0,0.0,1.0,7.0,0.0,0.0,156.3333,163.2972,60.0,-155.39999999999947,223.0,18.16,8.600000000000023
1542800856618183.0,149.0,85.0,0.0,1.0,7.0,0.0,0.0,177.0999,178.2675,32.5,-29.899999999999455,203.0,20.12,3.900000000000034
1542800857117764.0,149.0,85.0,0.0,1.0,7.0,0.0,0.0,189.0261,189.735,17.300000000000182,35.80000000000037,180.0,21.490000000000002,1.3000000000000114
1542800857618212.0,149.0,85.0,0.0,1.0,7.0,0.0,0.0,199.07580000000002,200.9523,18.800000000000182,-17.99999999999982,250.0,22.72,2.3000000000000114
1542800858117994.0,149.0,85.0,0.0,1.0,7.0,0.0,0.0,214.0044,215.172,12.200000000000273,-3.999999999999819,283.0,24.48,1.3000000000000114
1542800858618076.0,149.0,85.0,0.0,1.0,7.0,0.0,0.0,229.6836,231.1014,8.200000000000273,1.8118839761882555e-13,283.0,26.26,0.6000000000000227
1542800859117843.0,149.0,85.0,0.0,1.0,7.0,0.0,0.0,245.7798,245.7798,5.5,1.9000000000002721,260.0,27.990000000000002,0.4000000000000341
1542800859618488.0,149.0,85.0,0.0,1.0,7.0,0.0,0.0,257.9562,258.6234,5.200000000000273,-1.9999999999998188,260.0,29.44,0.20000000000001705
1542800860117864.0,149.0,85.0,0.0,1.0,7.0,0.0,0.0,270.7998,270.09090000000003,-1.5,11.900000000000272,200.0,30.72,-0.9999999999999716
1542800860618267.0,149.0,85.0,0.0,1.0,7.0,0.0,0.0,277.305,277.8054,0.5,1.8118839761882555e-13,200.0,31.650000000000002,-0.5999999999999659
1542800861117941.0,149.0,85.0,0.0,1.0,7.0,0.0,0.0,278.0139,285.0612,-1.699999999999818,1.8118839761882555e-13,200.0,32.31,-0.39999999999997726
1542800861618088.0,149.0,85.0,0.0,1.0,7.0,0.0,0.0,290.8992,291.6081,0.3000000000001819,1.9000000000002721,228.0,33.160000000000004,2.842170943040401e-14
1542800862118110.0,149.0,85.0,0.0,1.0,7.0,0.0,0.0,299.9898,299.7396,0.3000000000001819,1.8118839761882555e-13,293.0,34.11,2.842170943040401e-14
1542800862618200.0,149.0,85.0,0.0,1.0,7.0,0.0,0.0,312.3747,312.3747,0.40000000000009095,-1.9999999999998188,293.0,35.49,-0.19999999999998863
1542800863117939.0,149.0,85.0,0.0,1.0,7.0,0.0,0.0,323.8422,324.75960000000003,0.900000000000091,1.8118839761882555e-13,286.0,36.910000000000004,-0.0999999999999659
1542800863618262.0,149.0,85.0,0.0,1.0,7.0,0.0,0.0,335.0595,334.8093,0.900000000000091,1.8118839761882555e-13,283.0,38.17,-0.0999999999999659
1542800864118632.0,149.0,85.0,0.0,1.0,7.0,0.0,0.0,345.1092,344.859,0.900000000000091,1.8118839761882555e-13,293.0,39.34,-0.39999999999997726
1542800864617991.0,149.0,85.0,0.0,1.0,7.0,0.0,0.0,357.2439,357.7026,0.900000000000091,1.8118839761882555e-13,293.0,40.69,2.842170943040401e-14
1542800865118612.0,148.0,85.0,0.0,1.0,7.0,0.0,0.0,370.1292,369.4203,0.8000000000001819,-1.9999999999998188,276.0,42.07,2.842170943040401e-14
1542800865617891.0,149.0,85.0,0.0,1.0,7.0,0.0,0.0,379.9287,379.2198,0.0,1.8118839761882555e-13,216.0,43.15,-0.39999999999997726
1542800866117918.0,148.0,85.0,0.0,1.0,7.0,0.0,0.0,384.0987,385.2663,0.5,1.9000000000002721,200.0,43.82,-0.39999999999997726
1542800866618649.0,148.0,85.0,0.0,1.0,7.0,0.0,0.0,389.9784,389.478,1.400000000000091,1.9000000000002721,193.0,44.38,2.842170943040401e-14
1542800867117809.0,148.0,85.0,0.0,1.0,7.0,0.0,0.0,393.02250000000004,393.6897,1.400000000000091,1.8118839761882555e-13,187.0,44.81,2.842170943040401e-14
1542800867618010.0,148.0,85.0,0.0,1.0,7.0,0.0,0.0,396.73380000000003,396.2751,1.900000000000091,1.8118839761882555e-13,187.0,45.15,0.10000000000002274
