timestamp_sec,ax,ay,az,rot_rate_x,rot_rate_y,rot_rate_z,q1,q2,q3,q4
0.013496,-0.41128969192504883,-0.4808080792427063,10.184659004211426,0.011562108993530273,0.027134936302900314,0.016453981399536133,0.1937936693429947,-0.00936870463192463,-0.015247208997607231,0.9808790683746338
0.023538999999999997,-0.5330492258071899,-0.21011872589588165,10.038812637329102,0.004477957729250193,0.02866952493786812,0.017157725989818573,0.19368071854114532,-0.009564338251948357,-0.015138037502765656,0.9809012413024902
0.033525,-0.738662838935852,-0.400299608707428,9.71806812286377,-0.005949669051915407,0.03099307417869568,0.01603061333298683,0.1936066895723343,-0.009721174836158752,-0.015119907446205616,0.9809145927429199
0.045548,-0.5571042895317078,-0.6226285099983215,9.40467357635498,-0.00993876438587904,0.0360698401927948,0.017436731606721878,0.19348815083503723,-0.009985212236642838,-0.015136132016777992,0.9809350371360779
0.053467,-0.7012737393379211,-0.6607291102409363,9.832069396972656,-0.010578304529190063,0.034153155982494354,0.018201028928160667,0.19344466924667358,-0.010074521414935589,-0.01514507457613945,0.9809425473213196
0.065479,-0.8273831605911255,-0.15177233517169952,10.026540756225586,-0.011651155538856983,0.031931113451719284,0.019097181037068367,0.19381406903266907,-0.010351967997848988,-0.015162082388997078,0.980866551399231
0.086487,-0.7110494375228882,0.009011579677462578,9.93331527709961,-0.01789591833949089,0.03130874037742615,0.017873575910925865,0.19377107918262482,-0.010437851771712303,-0.015190252102911472,0.9808736443519592
0.090474,-0.7359715700149536,-0.19561021029949188,9.67689323425293,-0.0204937644302845,0.0291867945343256,0.017105821520090103,0.19372980296611786,-0.0105197848752141,-0.015225828625261784,0.9808803796768188
0.09347,-0.7674471139907837,-0.04832825809717178,9.556573867797852,-0.021499644964933395,0.023588920012116432,0.017689917236566544,0.19368688762187958,-0.010588524863123894,-0.015266546048223972,0.9808875322341919
0.10346599999999999,-0.374155730009079,0.013694480061531067,9.450616836547852,-0.02134666219353676,0.018026845529675484,0.015798617154359818,0.19360895454883575,-0.010712306946516037,-0.015353369526565075,0.9809001684188843
0.11348899999999999,-0.7169121503829956,-0.22945785522460938,9.085277557373047,-0.030185172334313393,0.015553208999335766,0.015391945838928223,0.19350162148475647,-0.010849551297724247,-0.015585383400321007,0.9809161424636841
0.12347799999999999,-0.7339585423469543,-0.15393655002117157,9.16413688659668,-0.03624092787504196,0.010445969179272652,0.01553683914244175,0.193387970328331,-0.010990330949425697,-0.015827855095267296,0.9809331893920898
0.13347799999999999,-0.6623514890670776,0.08051569759845734,9.438682556152344,-0.031805552542209625,0.005101555492728949,0.013453749939799309,0.19331777095794678,-0.01105412095785141,-0.01597823202610016,0.9809438586235046
0.145476,-0.7557196617126465,-0.018150214105844498,9.168392181396484,-0.024670276790857315,0.0015301813837140799,0.0124625563621521,0.19322402775287628,-0.011101736687123775,-0.01616227813065052,0.9809587597846985
0.153473,-0.7842211723327637,0.19755204021930695,9.292413711547852,-0.02371012233197689,-0.005157896783202887,0.012521372176706791,0.1931922286748886,-0.011100036092102528,-0.016222596168518066,0.9809640645980835
0.16547,-0.49836426973342896,0.14162656664848328,9.034540176391602,-0.026540564373135567,-0.017483968287706375,0.00935985054820776,0.19311648607254028,-0.011046827770769596,-0.01642768830060959,0.9809761047363281
0.187475,-0.5673020482063293,0.02368810772895813,8.588297843933105,-0.027132591232657433,-0.017483185976743698,0.008898168802261353,0.19357867538928986,-0.011023148894309998,-0.016514252871274948,0.9808838367462158
0.190474,-0.412362277507782,0.023267444223165512,9.000033378601074,-0.027094766497612,-0.022097144275903702,0.00787167064845562,0.19355778396129608,-0.010982511565089226,-0.016590958461165428,0.9808871150016785
0.19347,-0.4159470498561859,-0.13791294395923615,8.9866943359375,-0.023951834067702293,-0.022573623806238174,0.006884095259010792,0.19353936612606049,-0.010939154773950577,-0.016660232096910477,0.9808900356292725
0.203399,-0.6900583505630493,-0.2689281105995178,9.632394790649414,-0.015838105231523514,-0.023138079792261124,0.005934640299528837,0.19350874423980713,-0.010841911658644676,-0.016763294115662575,0.980895459651947
0.21337499999999998,-0.818759560585022,-0.0066621191799640656,9.839266777038574,-0.010889800265431404,-0.0275888554751873,0.006487744860351086,0.19346153736114502,-0.010664029978215694,-0.016854988411068916,0.9809051156044006
0.223404,-0.47662702202796936,-0.13035136461257935,9.876742362976074,-0.007735040970146656,-0.026900488883256912,0.005817756988108158,0.1934068650007248,-0.010467599146068096,-0.01696632243692875,0.9809161424636841
0.233399,-0.591797947883606,-0.3774445950984955,9.6628999710083,0.006365634500980377,-0.022190118208527565,0.005487476009875536,0.1933770328760147,-0.010343259200453758,-0.01698414981365204,0.9809229969978333
0.245357,-0.6643785238265991,-0.45131200551986694,9.626727104187012,0.010287689976394176,-0.01694134809076786,0.0064877113327383995,0.19333329796791077,-0.010181283578276634,-0.01693803071975708,0.9809341430664062
0.253353,-0.6660939455032349,-0.5946588516235352,9.415475845336914,0.010824492201209068,-0.019055906683206558,0.007040867116302252,0.1933155506849289,-0.010129760950803757,-0.01692056842148304,0.9809384942054749
0.26545399999999997,-0.4009881913661957,-0.500576376914978,9.854517936706543,0.00962148793041706,-0.017738765105605125,0.009014377370476723,0.19350464642047882,-0.009995141997933388,-0.0168717410415411,0.9809033870697021
0.287332,-0.5223349332809448,-0.48642081022262573,9.96955680847168,0.009658167138695717,-0.016256963834166527,0.008052824065089226,0.19348451495170593,-0.009951070882380009,-0.016855763271450996,0.9809080958366394
0.290352,-0.6865041851997375,-0.4589500427246094,9.713422775268555,0.007706241216510534,-0.014188861474394798,0.009804584085941315,0.1934601366519928,-0.009913071058690548,-0.016843518242239952,0.9809134602546692
0.29333,-0.6986468434333801,-0.21537284553050995,10.05612564086914,0.004819982685148716,-0.017841283231973648,0.008288396522402763,0.19343926012516022,-0.00986746046692133,-0.01684013195335865,0.9809181094169617
0.303336,-0.5569115877151489,-0.47784096002578735,10.062885284423828,-0.00012275231711100787,-0.013751214370131493,0.007631334476172924,0.19340060651302338,-0.00979808159172535,-0.016851333901286125,0.9809262752532959
0.31338099999999997,-0.45579060912132263,-0.4693357050418854,9.519439697265625,-0.010289390571415424,-0.008905517868697643,0.009262891486287117,0.19333487749099731,-0.009700602851808071,-0.016939997673034668,0.9809386730194092
0.32333999999999996,-0.6951096653938293,-0.4561341404914856,9.805587768554688,-0.018790248781442642,0.0011622713645920157,0.011473095044493675,0.19325107336044312,-0.009713688865303993,-0.017064297571778297,0.9809528589248657
0.333326,-0.662846028804779,-0.46591734886169434,9.766830444335938,-0.018410639837384224,0.003957492299377918,0.011310691945254803,0.19319674372673035,-0.00975464191287756,-0.01715271733701229,0.9809615612030029
0.345339,-0.5855039358139038,-0.364046186208725,9.921026229858398,-0.023304322734475136,0.004948130343109369,0.013001926243305206,0.19310854375362396,-0.009821395389735699,-0.01729375310242176,0.980975866317749
0.353329,-0.4009590744972229,-0.3910045623779297,10.186820030212402,-0.024236436933279037,0.005692283157259226,0.013933397829532623,0.19307413697242737,-0.009847586043179035,-0.01734994351863861,0.9809813499450684
0.365313,-0.5797989964485168,-0.43456634879112244,10.177926063537598,-0.015320194885134697,0.010047778487205505,0.01449584774672985,0.19296687841415405,-0.009943037293851376,-0.017489401623606682,0.9809989929199219
0.387312,-0.6279357671737671,-0.5458521842956543,10.313126564025879,-0.008839433081448078,0.013289879076182842,0.014948221854865551,0.1930939257144928,-0.009983764961361885,-0.017503274604678154,0.9809733629226685
