range,azimuth,vr,rcs,vr_comp,x_cc,y_cc,x_seq,y_seq,label_id
13.47195,-0.55957633,-4.650147,0.5490656,0.016660547,11.777085,11.627304,278.10928,-1631.9524,11.0
14.141603,-0.60322833,-4.8253236,-10.453122,0.10306345,12.664926,11.779433,277.7593,-1631.1224,11.0
14.49313,-0.7039031,-5.4434915,-12.846438,0.051583007,13.965374,11.066718,278.1577,-1629.694,11.0
16.224117,-0.7536567,-5.718921,-5.7022333,0.036001135,15.749082,11.69652,277.13892,-1628.1001,11.0
10.834617,-0.25066233,-2.5302157,-12.936429,0.062303662,7.250235,11.096535,279.65527,-1636.2401,11.0
11.05142,-0.35354352,-3.324569,-5.0539412,-0.0036058035,8.373634,10.870191,279.6203,-1635.0946,11.0
11.244928,-0.2831764,-2.8176818,-4.688836,0.008386321,7.729054,11.357065,279.2927,-1635.833,11.0
11.383783,-0.43132514,-3.825058,-10.635626,0.023722757,9.300808,10.762673,279.51422,-1634.1672,11.0
12.180027,-0.44084466,-3.869662,-12.899951,0.04218126,9.795602,11.396509,278.7845,-1633.8296,11.0
12.37459,-0.53760874,-4.4548225,-8.311266,0.076951884,10.897368,10.912642,279.00522,-1632.6466,11.0
13.346487,-0.32936868,-3.1327705,-14.258098,0.01990126,9.058395,13.080311,277.31238,-1634.9302,11.0
14.660297,-0.4091616,-3.6459444,-16.61736,0.05467107,10.639461,13.766926,276.2843,-1633.5466,11.0
14.767205,-0.3941128,-3.5824692,-16.704918,0.016503107,10.494094,13.965231,276.12424,-1633.7333,11.0
9.841054,0.015285912,-0.6345654,-7.0323625,-0.03246798,4.3661385,10.688902,280.7079,-1638.9559,11.0
9.982556,0.1448757,0.3982892,22.43198,0.0062648086,3.0835454,10.838724,280.85358,-1640.239,11.0
10.10395,0.08903936,-0.022496287,4.9540205,0.013986009,3.6403368,10.976924,280.5924,-1639.7283,11.0
10.499941,0.0021712342,-0.7252583,-11.627023,-0.022839138,4.5504985,11.335366,280.03644,-1638.9233,11.0
15.072654,-0.036130913,-0.9536733,-16.128088,0.040986218,5.5111775,15.831915,275.43924,-1639.0101,11.0
15.684817,0.008932357,-0.661632,-13.399409,-0.010918567,4.883049,16.510294,274.92142,-1639.776,11.0
17.747698,-0.0343348,-0.9374652,-15.417024,0.043519497,5.807546,18.490654,272.7827,-1639.3259,11.0
17.775135,-0.02564013,-0.8938765,-16.687927,0.020866739,5.6573653,18.535896,272.7728,-1639.4824,11.0
12.116954,0.23910512,1.1335101,-17.241468,0.021801522,1.8246089,12.849681,279.18146,-1641.9221,11.0
12.124032,0.3802146,2.2092874,-11.212324,0.040247846,0.15641384,12.478861,279.9218,-1643.4624,11.0
12.213525,0.15063806,0.454503,-13.396284,0.018303309,2.8837974,13.061644,278.73425,-1640.939,11.0
