timestamp_rad,timestamp_odom,x_loc,y_loc,yaw_loc,vx_ego,yaw_rate_ego
0.06027,0.060003999999999995,994.280029296875,-2254.1201171875,2.9977774620056152,11.625,0.0031415927223861217
0.135346,0.13999699999999998,993.3599853515625,-2253.989990234375,2.99812650680542,11.614999771118164,0.0
0.21073899999999998,0.21001,992.5499877929688,-2253.8701171875,2.9979519844055176,11.609999656677246,-0.004363323096185923
0.28718499999999997,0.290003,991.6300048828125,-2253.739990234375,2.9977774620056152,11.600000381469727,-0.004014257341623306
0.36194,0.36000299999999996,990.8300170898438,-2253.6298828125,2.9974284172058105,11.59000015258789,-0.0024434609804302454
0.437003,0.440003,989.9099731445312,-2253.5,2.9974284172058105,11.569999694824219,0.0003490658418741077
0.51277,0.509994,989.1099853515625,-2253.3798828125,2.9974284172058105,11.555000305175781,-0.0024434609804302454
0.588648,0.5899949999999999,988.2000122070312,-2253.25,2.9974284172058105,11.529999732971191,-0.0013962633674964309
0.6643089999999999,0.659997,987.4000244140625,-2253.139892578125,2.997253894805908,11.5,0.00017453292093705386
0.739707,0.739996,986.489990234375,-2253.010009765625,2.997079372406006,11.484999656677246,-0.0020943949930369854
0.815755,0.820491,985.5800170898438,-2252.8798828125,2.9969048500061035,11.475000381469727,0.00017453292093705386
0.8916529999999999,0.889996,984.7899780273438,-2252.760009765625,2.996730327606201,11.460000038146973,-0.00331612559966743
0.9670449999999999,0.9699949999999999,983.8800048828125,-2252.639892578125,2.9963812828063965,11.449999809265137,-0.005061454605311155
1.03998,1.039998,983.0900268554688,-2252.52001953125,2.9963812828063965,11.4399995803833,0.005235987715423107
1.116058,1.120492,982.1799926757812,-2252.389892578125,2.996555805206299,11.420000076293945,-0.0020943949930369854
1.1929239999999999,1.189995,981.3900146484375,-2252.280029296875,2.997079372406006,11.395000457763672,0.006806784309446812
1.267182,1.269996,980.489990234375,-2252.14990234375,2.997602939605713,11.375,0.008028514683246613
1.3424289999999999,1.3399969999999999,979.7000122070312,-2252.0400390625,2.99812650680542,11.359999656677246,0.009424777701497078
1.418771,1.4200009999999998,978.8099975585938,-2251.909912109375,2.9988248348236084,11.350000381469727,0.009599311277270317
1.493034,1.489995,978.02001953125,-2251.800048828125,2.99969744682312,11.335000038146973,0.012217304669320583
1.569224,1.570492,977.1199951171875,-2251.669921875,3.000570058822632,11.329999923706055,0.010995574295520782
1.6459709999999999,1.6499949999999999,976.22998046875,-2251.5400390625,3.001093626022339,11.3149995803833,0.0031415927223861217
1.72101,1.720489,975.4400024414062,-2251.429931640625,3.001093626022339,11.3149995803833,0.0008726646192371845
1.7969689999999998,1.799996,974.5499877929688,-2251.300048828125,3.0009191036224365,11.3149995803833,-0.0022689281031489372
1.873356,1.87049,973.760009765625,-2251.18994140625,3.000744581222534,11.329999923706055,-0.0022689281031489372
1.948667,1.9499929999999999,972.8699951171875,-2251.070068359375,3.000744581222534,11.354999542236328,0.0
2.023054,2.020489,972.0800170898438,-2250.949951171875,3.000570058822632,11.395000457763672,-0.00663225119933486
2.100215,2.099995,971.1799926757812,-2250.820068359375,2.9995229244232178,11.444999694824219,-0.01745329238474369
2.175493,2.179998,970.27001953125,-2250.699951171875,2.9977774620056152,11.5,-0.02600540593266487
2.252418,2.250004,969.469970703125,-2250.580078125,2.9958577156066895,11.5600004196167,-0.027227137237787247
2.329961,2.330005,968.5499877929688,-2250.449951171875,2.99358868598938,11.625,-0.02617993950843811
2.4046089999999998,2.399995,967.739990234375,-2250.330078125,2.992017984390259,11.6899995803833,-0.01780235767364502
2.480704,2.479996,966.8200073242188,-2250.18994140625,2.9907960891723633,11.765000343322754,-0.015358897857367992
2.55795,2.560003,965.8800048828125,-2250.050048828125,2.989574432373047,11.84000015258789,-0.016580628231167793
2.633648,2.630001,965.0599975585938,-2249.919921875,2.988527297973633,11.914999961853027,-0.01448623277246952
2.710413,2.7100009999999997,964.1199951171875,-2249.780029296875,2.987131118774414,11.994999885559082,-0.015533430501818657
2.788551,2.7900069999999997,963.1699829101562,-2249.6298828125,2.986083745956421,12.09000015258789,-0.014311700128018856
2.864657,2.859995,962.3300170898438,-2249.489990234375,2.985211133956909,12.164999961853027,-0.009948376566171646
2.940851,2.939994,961.3599853515625,-2249.340087890625,2.9848620891571045,12.25,-0.004712388850748539
3.017204,3.019994,960.3900146484375,-2249.179931640625,2.9845130443573,12.324999809265137,-0.00331612559966743
3.0942089999999998,3.089994,959.5399780273438,-2249.050048828125,2.9843385219573975,12.395000457763672,-0.004188789986073971
3.171048,3.1704879999999998,958.5599975585938,-2248.889892578125,2.9839894771575928,12.475000381469727,-0.0045378562062978745
3.247963,3.250005,957.5700073242188,-2248.739990234375,2.983640432357788,12.550000190734863,-0.004188789986073971
3.3224,3.3199959999999997,956.7100219726562,-2248.60009765625,2.9834659099578857,12.625,-0.0036651913542300463
3.3972149999999997,3.399994,955.7000122070312,-2248.43994140625,2.983116865158081,12.699999809265137,-0.0020943949930369854
