range,azimuth,vr,rcs,vr_comp,x_cc,y_cc,x_seq,y_seq,label_id
16.315186,-0.9103366,-14.291293,-10.061989,-0.014405784,17.366426,9.727457,145.7659,-1351.3796,11.0
5.4490833,-0.33572575,-7.019738,-21.094475,-0.013120482,5.8974624,5.842878,155.65541,-1358.3671,11.0
5.7993684,-0.5705671,-10.430363,-18.936203,-0.021754082,7.2065988,5.4638147,155.19157,-1357.0856,11.0
5.940493,-0.54544,-10.002627,-21.092115,0.0662165,7.1735363,5.6652427,155.04816,-1357.2308,11.0
5.964333,-0.38400346,-7.767299,-23.232498,-0.023395168,6.368417,6.188448,155.09888,-1358.1897,11.0
6.526743,-0.64348173,-11.290325,-18.541225,0.06627297,8.016839,5.735351,154.49525,-1356.5902,11.0
7.2185783,-0.7133702,-12.210667,-18.05611,-0.0020070374,8.842129,5.901369,153.8754,-1356.0206,11.0
11.420157,-0.6166888,-11.015281,-15.440474,-0.00027350668,11.050465,9.581924,149.60004,-1356.4008,11.0
11.832648,-0.63613796,-11.282492,-17.43994,-0.01872065,11.491337,9.74592,149.20802,-1356.1407,11.0
12.2869835,-0.63902926,-11.414492,-16.164131,-0.11410107,11.818524,10.063069,148.75906,-1356.0629,11.0
12.563762,-0.59488434,-10.724735,-13.461684,0.006433027,11.579413,10.628947,148.44223,-1356.5892,11.0
13.440055,-0.585264,-10.687817,-22.626696,-0.083510056,12.030773,11.390388,147.56097,-1356.6722,11.0
15.149636,-0.7097627,-12.156712,-20.737926,0.009390736,14.494301,11.465185,146.05089,-1354.7244,11.0
16.236794,-0.744055,-12.68903,-20.441196,-0.124865495,15.653964,11.820615,145.08113,-1353.9958,11.0
4.62616,0.049935713,-0.7235784,-24.14539,-0.042283293,3.8334846,5.4960175,157.15036,-1359.8318,11.0
4.6945596,-0.010891777,-1.7830802,-17.229696,-0.07277659,4.120874,5.5451775,156.9415,-1359.6284,11.0
4.7856455,0.13850226,0.756355,-20.904697,-0.06408403,3.4156642,5.65225,157.2699,-1360.2616,11.0
4.8283453,-0.062053986,-2.6464539,-21.907349,-0.07539037,4.37905,5.6479545,156.70648,-1359.4801,11.0
5.0018234,-0.09325934,-3.107574,-21.94875,-0.014667771,4.5587482,5.7939625,156.4827,-1359.4208,11.0
