utime,available_distance,battery_level,brake,brake_switch,gear_position,left_signal,right_signal,rear_left_rpm,rear_right_rpm,steering,steering_speed,throttle,vehicle_speed,yaw_rate
1533151603899099.0,70.0,80.0,0.0,1.0,7.0,0.0,0.0,265.6707,269.1735,-12.899999999999636,-5.999999999999819,0.0,30.19,-2.599999999999966
1533151604399136.0,70.0,80.0,0.0,1.0,7.0,0.0,0.0,261.7092,263.7942,-17.699999999999818,-3.999999999999819,29.0,29.69,-3.4999999999999716
1533151604899358.0,70.0,80.0,0.0,1.0,7.0,0.0,0.0,261.459,262.3764,-17.59999999999991,1.9000000000002721,57.0,29.41,-3.3999999999999773
1533151605399314.0,70.0,80.0,0.0,1.0,7.0,0.0,0.0,261.9177,264.2529,-15.699999999999818,5.900000000000272,57.0,29.650000000000002,-3.1999999999999886
1533151605899681.0,70.0,80.0,0.0,1.0,7.0,0.0,0.0,266.0877,267.297,-15.799999999999727,-3.999999999999819,57.0,30.21,-2.8999999999999773
1533151606399467.0,70.0,80.0,0.0,1.0,7.0,0.0,0.0,273.3852,277.5552,-15.199999999999818,3.900000000000272,87.0,30.77,-3.8999999999999773
1533151606899301.0,70.0,80.0,0.0,1.0,7.0,0.0,0.0,275.9706,278.5143,-10.0,5.900000000000272,161.0,31.26,-2.599999999999966
1533151607399077.0,70.0,80.0,0.0,1.0,7.0,0.0,0.0,281.5584,285.5199,-6.899999999999636,7.900000000000272,154.0,31.96,-1.4999999999999716
1533151607899127.0,70.0,80.0,0.0,1.0,7.0,0.0,0.0,280.84950000000003,286.0203,-0.1999999999998181,11.900000000000272,0.0,31.94,-0.6999999999999886
1533151608398864.0,70.0,80.0,5.0,4.0,7.0,0.0,0.0,266.5881,272.6763,1.7000000000002728,-7.999999999999819,0.0,30.46,0.5000000000000284
1533151608899365.0,70.0,80.0,15.0,4.0,7.0,0.0,0.0,232.7277,238.0653,-0.599999999999909,-3.999999999999819,0.0,26.72,-0.39999999999997726
1533151609399552.0,70.0,80.0,16.0,4.0,7.0,0.0,0.0,191.82,196.0317,-1.099999999999909,1.8118839761882555e-13,0.0,22.29,2.842170943040401e-14
1533151609899065.0,70.0,80.0,15.0,4.0,7.0,0.0,0.0,150.91230000000002,153.9564,-1.099999999999909,-1.9999999999998188,0.0,17.71,-0.19999999999998863
1533151610399068.0,70.0,80.0,15.0,4.0,7.0,0.0,0.0,110.9637,112.8402,-1.099999999999909,1.8118839761882555e-13,0.0,13.200000000000001,-0.0999999999999659
1533151610899577.0,70.0,80.0,12.0,4.0,7.0,0.0,0.0,75.4353,76.6446,-1.0,1.9000000000002721,0.0,9.09,-0.4999999999999716
1533151611399402.0,70.0,80.0,6.0,1.0,7.0,0.0,0.0,57.0039,58.1715,-1.099999999999909,1.8118839761882555e-13,0.0,6.78,2.842170943040401e-14
1533151611899465.0,70.0,80.0,0.0,1.0,7.0,0.0,0.0,55.3776,56.0865,-3.199999999999818,1.8118839761882555e-13,0.0,6.36,-0.39999999999997726
1533151612399717.0,70.0,80.0,0.0,1.0,7.0,0.0,0.0,55.5861,56.5452,-3.199999999999818,1.8118839761882555e-13,86.0,6.42,-0.39999999999997726
1533151612899195.0,70.0,80.0,0.0,1.0,7.0,0.0,0.0,61.0071,62.3832,4.100000000000364,19.900000000000272,131.0,6.96,-0.19999999999998863
1533151613399247.0,70.0,80.0,0.0,1.0,7.0,0.0,0.0,69.639,71.0568,4.300000000000182,-3.999999999999819,174.0,7.92,2.842170943040401e-14
1533151613899828.0,70.0,80.0,0.0,1.0,7.0,0.0,0.0,80.3976,82.0239,1.5,1.8118839761882555e-13,213.0,9.14,-0.19999999999998863
1533151614399240.0,70.0,80.0,0.0,1.0,7.0,0.0,0.0,93.2412,94.8675,1.400000000000091,1.8118839761882555e-13,236.0,10.58,-0.19999999999998863
1533151614899532.0,70.0,80.0,0.0,1.0,7.0,0.0,0.0,107.2107,108.87870000000001,1.400000000000091,-1.9999999999998188,259.0,12.17,-0.0999999999999659
1533151615399017.0,70.0,80.0,0.0,1.0,7.0,0.0,0.0,121.5138,124.3077,0.6000000000003638,-9.999999999999819,281.0,13.84,-0.0999999999999659
1533151615899485.0,70.0,80.0,0.0,1.0,7.0,0.0,0.0,137.1513,139.4865,-1.199999999999818,-7.999999999999819,291.0,15.610000000000001,-0.0999999999999659
1533151616399358.0,70.0,80.0,0.0,1.0,7.0,0.0,0.0,152.7888,154.6653,-2.0,-1.9999999999998188,294.0,17.34,-0.4999999999999716
1533151616898671.0,70.0,80.0,0.0,1.0,7.0,0.0,0.0,166.8417,169.88580000000002,-2.599999999999909,1.8118839761882555e-13,294.0,18.96,-0.5999999999999659
1533151617399146.0,70.0,80.0,0.0,1.0,7.0,0.0,0.0,179.2266,182.6877,-2.599999999999909,1.8118839761882555e-13,294.0,20.43,-0.39999999999997726
