x,y,vx,vy,vx_comp,vy_comp,x_rms,y_rms,vx_rms,vy_rms,rcs,pdh0,dyn_prop,ambig_state,valid_state
8.399999618530273,-7.300000190734863,7.25,0.0,0.08129709213972092,-0.07065104693174362,0.616,0.616,0.371,0.011,-1.0,1.0,1.0,3.0,0.0
6.400000095367432,-10.5,6.75,0.0,0.051383305341005325,-0.08430072665214539,0.616,0.616,0.616,0.011,9.5,1.0,3.0,3.0,0.0
10.0,8.699999809265137,8.5,0.0,0.09097489714622498,0.07914816588163376,0.616,0.616,0.371,0.011,5.5,1.0,3.0,3.0,0.0
12.0,-7.099999904632568,7.5,0.0,0.14521659910678864,-0.0859198197722435,0.616,0.616,0.371,0.011,-2.0,3.0,1.0,3.0,9.0
12.199999809265137,9.100000381469727,8.25,0.0,-0.0014063192065805197,-0.001048975856974721,0.616,0.616,0.371,0.011,12.5,1.0,1.0,3.0,0.0
11.800000190734863,-10.300000190734863,7.75,0.0,0.36631229519844055,-0.3197471499443054,0.616,0.616,0.371,0.011,-4.5,1.0,3.0,3.0,0.0
10.0,-12.300000190734863,6.75,0.0,-0.04035766050219536,0.04963992163538933,0.794,0.794,0.478,0.011,2.5,1.0,3.0,3.0,0.0
11.800000190734863,11.300000190734863,8.5,0.0,0.05097031593322754,0.048810556530952454,0.616,0.616,0.371,0.011,6.5,1.0,1.0,3.0,0.0
15.199999809265137,-6.900000095367432,7.5,0.0,0.08160349726676941,-0.03704369440674782,0.616,0.616,0.288,0.011,7.0,1.0,1.0,3.0,0.0
11.800000190734863,-12.100000381469727,6.75,0.0,-0.12012926489114761,0.12318340688943863,0.794,0.794,0.478,0.011,2.0,1.0,3.0,3.0,0.0
13.0,11.5,8.5,0.0,0.08385341614484787,0.07417801022529602,0.616,0.616,0.371,0.011,3.0,1.0,1.0,3.0,16.0
9.800000190734863,14.300000190734863,10.0,0.0,0.39695051312446594,0.5792237520217896,0.794,0.794,0.616,0.011,5.0,1.0,0.0,1.0,16.0
16.200000762939453,-6.699999809265137,7.5,0.0,0.05960608273744583,-0.024651896208524704,0.794,0.616,0.288,0.011,-4.0,3.0,1.0,3.0,11.0
15.800000190734863,-8.100000381469727,7.5,0.0,0.11089574545621872,-0.056851617991924286,0.616,0.616,0.288,0.011,4.0,1.0,1.0,3.0,0.0
13.600000381469727,-12.100000381469727,7.0,0.0,-0.05171870067715645,0.04601443558931351,0.794,0.794,0.371,0.011,2.5,1.0,3.0,3.0,0.0
14.199999809265137,11.699999809265137,7.75,0.0,-0.33207520842552185,-0.27361127734184265,0.616,0.616,0.371,0.011,8.5,3.0,1.0,3.0,9.0
13.600000381469727,12.899999618530273,8.5,0.0,0.05483059212565422,0.05200842395424843,0.794,0.794,0.478,0.011,7.5,1.0,1.0,3.0,0.0
18.200000762939453,-6.300000190734863,7.5,0.0,0.019646629691123962,-0.006800756324082613,0.616,0.616,0.288,0.011,-0.5,3.0,1.0,3.0,11.0
18.600000381469727,-6.300000190734863,7.5,0.0,0.015002605505287647,-0.00508152786642313,0.616,0.616,0.288,0.011,2.5,1.0,1.0,3.0,0.0
