utime,FL_wheel_speed,FR_wheel_speed,RL_wheel_speed,RR_wheel_speed,longitudinal_accel,odom_speed,odom,meanEffTorque,pedal_cc,regen,requestedTorqueAfterProc,transversal_accel,left_solar,right_solar,steer_corrected,steer_offset_can,steer_raw
1535385092159984.0,239.2746,239.0244,238.0653,242.0685,-0.1999999999999993,27.0,92.0,19.0,205.0,0.0,-348.5,-0.5159999999999911,-80.0,94.0,-0.2958761069358742,-12.300000000000182,-12.0
1535385092169586.0,238.5657,238.5657,238.0653,242.0685,-0.1999999999999993,27.0,92.0,20.0,208.0,0.0,-346.5,-0.5200000000000102,-80.0,94.0,-0.2958761069358742,-12.300000000000182,-12.0
1535385092179393.0,238.5657,238.5657,238.31550000000001,242.3187,-0.1999999999999993,27.0,92.0,21.0,209.0,0.0,-346.5,-0.5200000000000102,-80.0,94.0,-0.2958761069358742,-12.300000000000182,-12.0
1535385092189300.0,239.7333,239.7333,238.31550000000001,242.3187,-0.14999999999999858,27.0,48.0,22.0,215.0,0.0,-344.5,-0.5120000000000005,-80.0,94.0,-0.2958761069358742,-12.300000000000182,-12.0
1535385092201737.0,239.7333,239.7333,237.60660000000001,242.5272,-0.14999999999999858,27.0,48.0,22.5,214.0,0.0,-346.5,-0.5120000000000005,-80.0,94.0,-0.2958761069358742,-12.300000000000182,-12.0
1535385092209525.0,240.9009,240.6507,237.60660000000001,242.5272,-0.14999999999999858,27.0,48.0,24.0,222.0,0.0,-342.5,-0.5120000000000005,-80.0,94.0,-0.19587610693596513,-12.300000000000182,-11.900000000000091
1535385092219924.0,240.9009,240.6507,239.0244,242.5272,-0.14999999999999858,27.0,48.0,25.0,223.0,0.0,-342.5,-0.5120000000000005,-80.0,94.0,-0.2958761069358742,-12.300000000000182,-12.0
1535385092229322.0,239.9418,239.7333,239.0244,242.5272,0.05000000000000071,27.0,48.0,26.0,229.0,0.0,-340.5,-0.5120000000000005,-80.0,94.0,-0.2958761069358742,-12.300000000000182,-12.0
1535385092240097.0,239.9418,239.7333,238.0653,243.2361,0.05000000000000071,27.0,48.0,27.0,229.0,0.0,-340.5,-0.5120000000000005,-80.0,94.0,-0.2958761069358742,-12.300000000000182,-12.0
1535385092250686.0,239.9418,240.4422,238.0653,243.2361,0.15000000000000036,27.0,48.0,28.0,237.0,0.0,-338.5,-0.5240000000000009,-80.0,94.0,-0.2958761069358742,-12.300000000000182,-12.0
1535385092259354.0,239.9418,240.4422,239.4831,243.4863,0.15000000000000036,27.0,48.0,29.0,237.0,0.0,-338.5,-0.5240000000000009,-80.0,94.0,-0.19587610693596513,-12.300000000000182,-11.900000000000091
1535385092271576.0,239.9418,240.192,239.4831,243.4863,0.20000000000000107,27.0,48.0,30.0,237.0,0.0,-338.5,-0.5159999999999911,-80.0,94.0,-0.2958761069358742,-12.300000000000182,-12.0
1535385092280215.0,239.9418,240.192,239.0244,243.69480000000001,0.20000000000000107,27.0,48.0,31.0,237.0,0.0,-338.5,-0.5159999999999911,-80.0,94.0,-0.2958761069358742,-12.300000000000182,-12.0
1535385092289544.0,239.4831,240.192,239.0244,243.69480000000001,0.3000000000000007,27.0,4.0,32.0,242.0,0.0,-336.5,-0.5120000000000005,-80.0,94.0,-0.2958761069358742,-12.300000000000182,-12.0
1535385092300147.0,239.4831,240.192,238.5657,244.40370000000001,0.3000000000000007,27.0,4.0,32.5,242.0,0.0,-336.5,-0.5120000000000005,-80.0,94.0,-0.2958761069358742,-12.300000000000182,-12.0
1535385092309638.0,240.9009,241.1511,238.5657,244.40370000000001,0.20000000000000107,27.0,4.0,33.5,249.0,0.0,-334.5,-0.5120000000000005,-80.0,94.0,-0.2958761069358742,-12.300000000000182,-12.0
1535385092320588.0,240.9009,241.1511,239.4831,244.1952,0.20000000000000107,27.0,4.0,34.5,249.0,0.0,-334.5,-0.5120000000000005,-80.0,94.0,-0.2958761069358742,-12.300000000000182,-12.0
1535385092329282.0,240.6507,240.6507,239.4831,244.1952,0.15000000000000036,27.0,4.0,35.5,252.0,0.0,-334.5,-0.5120000000000005,-80.0,94.0,-0.2958761069358742,-12.300000000000182,-12.0
1535385092341828.0,240.6507,240.6507,239.2746,244.40370000000001,0.15000000000000036,27.0,4.0,36.5,252.0,0.0,-334.5,-0.5120000000000005,-80.0,94.0,-0.19587610693596513,-12.300000000000182,-11.900000000000091
1535385092349571.0,241.6098,242.0685,239.2746,244.40370000000001,0.20000000000000107,27.0,4.0,37.5,257.0,0.0,-332.5,-0.5200000000000102,-80.0,94.0,-0.2958761069358742,-12.300000000000182,-12.0
1535385092359992.0,241.6098,242.0685,239.9418,244.6122,0.20000000000000107,27.0,4.0,38.0,257.0,0.0,-332.5,-0.5200000000000102,-80.0,94.0,-0.19587610693596513,-12.300000000000182,-11.900000000000091
1535385092369387.0,242.5272,242.3187,239.9418,244.6122,0.20000000000000107,27.0,4.0,39.0,262.0,0.0,-330.5,-0.5279999999999916,-80.0,94.0,-0.2958761069358742,-12.300000000000182,-12.0
1535385092379986.0,242.5272,242.3187,240.192,245.0709,0.20000000000000107,27.0,4.0,40.0,262.0,0.0,-330.5,-0.5279999999999916,-80.0,94.0,-0.2958761069358742,-12.300000000000182,-12.0
1535385092389581.0,242.3187,241.8183,240.192,245.0709,0.45000000000000107,27.0,80.0,40.5,265.0,0.0,-330.5,-0.5200000000000102,-80.0,94.0,-0.2958761069358742,-12.300000000000182,-12.0
1535385092401087.0,242.3187,241.8183,240.9009,245.3211,0.45000000000000107,27.0,80.0,41.5,265.0,0.0,-330.5,-0.5200000000000102,-80.0,94.0,-0.2958761069358742,-12.300000000000182,-12.0
