utime,available_distance,battery_level,brake,brake_switch,gear_position,left_signal,right_signal,rear_left_rpm,rear_right_rpm,steering,steering_speed,throttle,vehicle_speed,yaw_rate
1535385092194360.0,50.0,80.0,0.0,1.0,7.0,0.0,0.0,237.60660000000001,242.5272,0.3000000000001819,1.8118839761882555e-13,239.0,27.23,-0.0999999999999659
1535385092694232.0,50.0,80.0,0.0,1.0,7.0,0.0,0.0,247.1976,250.9506,0.3000000000001819,1.8118839761882555e-13,311.0,28.11,-0.19999999999998863
1535385093193896.0,50.0,80.0,0.0,1.0,7.0,0.0,0.0,258.4149,268.4646,1.0,1.8118839761882555e-13,229.0,29.42,-0.0999999999999659
1535385093694029.0,50.0,80.0,0.0,1.0,7.0,0.0,0.0,263.58570000000003,269.6322,1.6000000000003638,1.8118839761882555e-13,143.0,30.1,0.10000000000002274
1535385094194703.0,50.0,80.0,0.0,1.0,7.0,0.0,0.0,265.6707,271.2585,1.7000000000002728,1.9000000000002721,120.0,30.36,0.10000000000002274
1535385094694400.0,50.0,80.0,0.0,1.0,7.0,0.0,0.0,265.6707,271.05,1.800000000000182,1.8118839761882555e-13,110.0,30.43,2.842170943040401e-14
1535385095194230.0,50.0,80.0,0.0,1.0,7.0,0.0,0.0,264.9618,270.5496,1.800000000000182,1.8118839761882555e-13,52.0,30.29,2.842170943040401e-14
1535385095694618.0,50.0,80.0,0.0,1.0,7.0,0.0,0.0,262.6266,267.5055,1.800000000000182,1.8118839761882555e-13,102.0,29.990000000000002,0.10000000000002274
1535385096194152.0,50.0,80.0,0.0,1.0,7.0,0.0,0.0,260.0412,266.3379,1.800000000000182,1.8118839761882555e-13,171.0,29.82,2.842170943040401e-14
1535385096694566.0,50.0,80.0,0.0,1.0,7.0,0.0,0.0,262.6266,268.67310000000003,1.800000000000182,1.8118839761882555e-13,99.0,30.03,0.10000000000002274
1535385097194420.0,50.0,80.0,0.0,1.0,7.0,0.0,0.0,262.3764,267.297,0.3000000000001819,-5.999999999999819,128.0,29.94,2.842170943040401e-14
1535385097694637.0,50.0,80.0,0.0,1.0,7.0,0.0,0.0,264.0444,268.4646,-3.399999999999636,-7.999999999999819,97.0,30.1,-0.6999999999999886
1535385098193733.0,50.0,80.0,0.0,2.0,7.0,0.0,0.0,264.0444,267.7557,-4.699999999999818,1.8118839761882555e-13,0.0,29.98,-0.9999999999999716
1535385098694110.0,50.0,80.0,0.0,1.0,7.0,0.0,0.0,254.2449,257.9562,-5.5,1.9000000000002721,0.0,29.080000000000002,-1.099999999999966
1535385099194560.0,50.0,80.0,0.0,1.0,7.0,0.0,0.0,247.1976,251.6595,-4.099999999999909,1.8118839761882555e-13,94.0,28.39,-1.299999999999983
1535385099694156.0,50.0,80.0,0.0,1.0,7.0,0.0,0.0,244.1952,253.9947,-0.6999999999998181,-7.999999999999819,260.0,28.46,-0.8999999999999773
1535385100194302.0,50.0,80.0,0.0,1.0,7.0,0.0,0.0,256.0797,262.16790000000003,0.3000000000001819,1.8118839761882555e-13,263.0,29.07,-0.19999999999998863
1535385100695239.0,50.0,80.0,0.0,1.0,7.0,0.0,0.0,266.3379,271.50870000000003,0.6000000000003638,1.9000000000002721,260.0,30.240000000000002,-0.0999999999999659
1535385101194203.0,50.0,80.0,0.0,2.0,7.0,0.0,0.0,273.3852,278.2641,2.700000000000273,11.900000000000272,0.0,31.09,2.842170943040401e-14
1535385101695549.0,50.0,80.0,10.0,2.0,7.0,0.0,0.0,253.536,259.5825,8.0,-1.9999999999998188,0.0,29.330000000000002,1.3000000000000114
1535385102195056.0,50.0,80.0,0.0,2.0,7.0,0.0,0.0,224.763,228.9747,7.5,1.8118839761882555e-13,0.0,25.990000000000002,1.200000000000017
1535385103195303.0,50.0,80.0,0.0,1.0,7.0,0.0,0.0,195.573,199.07580000000002,5.0,1.8118839761882555e-13,162.0,22.48,0.6000000000000227
1535385103695705.0,50.0,80.0,0.0,1.0,7.0,0.0,0.0,200.49360000000001,203.2458,2.300000000000182,1.9000000000002721,345.0,22.75,0.5000000000000284
1535385104195019.0,50.0,80.0,0.0,1.0,7.0,0.0,0.0,214.9635,216.5898,-4.699999999999818,11.900000000000272,368.0,24.29,-1.1999999999999886
1535385104695239.0,50.0,80.0,0.0,1.0,7.0,0.0,0.0,234.5625,237.8568,-7.0,-15.999999999999819,335.0,26.53,-1.099999999999966
1535385105195083.0,50.0,80.0,0.0,1.0,7.0,0.0,0.0,247.9065,253.74450000000002,-6.899999999999636,1.8118839761882555e-13,304.0,28.25,-2.099999999999966
1535385105695333.0,50.0,80.0,0.0,1.0,7.0,0.0,0.0,260.2914,264.2529,-4.599999999999909,3.900000000000272,210.0,29.53,-1.1999999999999886
1535385106195599.0,50.0,80.0,0.0,1.0,7.0,0.0,0.0,263.0853,270.7998,-0.6999999999998181,1.9000000000002721,86.0,30.09,2.842170943040401e-14
1535385106696530.0,50.0,80.0,0.0,1.0,7.0,0.0,0.0,261.7092,267.9642,-0.5,1.9000000000002721,0.0,30.02,-0.0999999999999659
1535385107196566.0,50.0,80.0,0.0,1.0,7.0,0.0,0.0,258.8736,262.8768,-0.29999999999972715,1.8118839761882555e-13,123.0,29.64,2.842170943040401e-14
1535385107695138.0,50.0,80.0,0.0,1.0,7.0,0.0,0.0,260.2914,265.6707,-0.1999999999998181,1.9000000000002721,265.0,29.72,-0.0999999999999659
1535385108194983.0,50.0,80.0,0.0,1.0,7.0,0.0,0.0,269.382,274.5528,-0.09999999999990905,1.8118839761882555e-13,200.0,30.61,-0.0999999999999659
1535385108695323.0,50.0,80.0,0.0,1.0,7.0,0.0,0.0,272.4261,279.1815,0.8000000000001819,1.8118839761882555e-13,65.0,31.17,2.842170943040401e-14
1535385109195237.0,50.0,80.0,0.0,1.0,7.0,0.0,0.0,272.4261,278.0139,2.0,1.8118839761882555e-13,63.0,31.13,2.842170943040401e-14
1535385109695109.0,50.0,80.0,0.0,1.0,7.0,0.0,0.0,270.7998,275.7204,2.0,1.8118839761882555e-13,96.0,30.95,0.20000000000001705
1535385110194507.0,50.0,80.0,0.0,1.0,7.0,0.0,0.0,271.7172,278.2641,2.400000000000091,1.9000000000002721,149.0,31.01,0.10000000000002274
1535385110693659.0,50.0,80.0,0.0,1.0,7.0,0.0,0.0,274.0941,280.5993,3.400000000000091,1.8118839761882555e-13,169.0,31.46,0.4000000000000341
1535385111194815.0,50.0,80.0,0.0,1.0,7.0,0.0,0.0,278.5143,284.3523,2.800000000000182,-7.999999999999819,101.0,31.77,0.4000000000000341
1535385111694169.0,50.0,80.0,3.0,2.0,7.0,0.0,0.0,273.5937,278.973,-3.5,-27.899999999999455,0.0,31.13,-0.0999999999999659
1535385112194518.0,50.0,80.0,21.0,2.0,7.0,0.0,0.0,229.93380000000002,233.6868,-4.699999999999818,1.8118839761882555e-13,0.0,26.91,-0.5999999999999659
