utime,available_distance,battery_level,brake,brake_switch,gear_position,left_signal,right_signal,rear_left_rpm,rear_right_rpm,steering,steering_speed,throttle,vehicle_speed,yaw_rate
1538448744632035.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,396.2751,393.231,-3.199999999999818,1.8118839761882555e-13,57.0,44.77,-1.1999999999999886
1538448745131648.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,397.6512,396.73380000000003,-2.699999999999818,7.900000000000272,57.0,45.17,-1.299999999999983
1538448745631676.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,398.6103,398.8188,1.5,1.8118839761882555e-13,13.0,45.480000000000004,-0.5999999999999659
1538448746131952.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,402.5718,400.0281,1.5,1.9000000000002721,0.0,45.42,-0.4999999999999716
1538448746631699.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,395.5662,395.0658,1.7000000000002728,1.9000000000002721,0.0,45.0,-0.4999999999999716
1538448747131984.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,395.31600000000003,390.6873,2.200000000000273,1.8118839761882555e-13,0.0,44.480000000000004,-0.19999999999998863
1538448747631280.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,384.55740000000003,385.97520000000003,2.900000000000091,9.900000000000272,0.0,43.81,-0.0999999999999659
1538448748131592.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,378.9696,381.3465,3.600000000000364,-1.9999999999998188,6.0,43.19,0.10000000000002274
1538448748631686.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,378.0522,377.0931,0.0,1.9000000000002721,27.0,42.84,-0.5999999999999659
1538448749131583.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,374.04900000000004,376.3842,1.2000000000002728,1.9000000000002721,27.0,42.74,-0.4999999999999716
1538448749631302.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,372.0057,373.3401,1.900000000000091,1.9000000000002721,27.0,42.38,-0.0999999999999659
1538448750131501.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,364.4997,368.7114,1.300000000000182,-3.999999999999819,70.0,41.83,-0.6999999999999886
1538448750631855.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,364.9584,367.0434,-0.8999999999996362,1.8118839761882555e-13,70.0,41.65,-0.9999999999999716
1538448751131505.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,368.7114,368.0025,3.700000000000273,13.900000000000272,66.0,41.800000000000004,-0.0999999999999659
1538448751631212.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,372.0057,375.46680000000003,4.300000000000182,1.8118839761882555e-13,66.0,42.53,0.6000000000000227
1538448752131312.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,374.5077,372.4227,1.800000000000182,-3.999999999999819,60.0,42.47,-0.19999999999998863
1538448752631473.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,374.2992,373.5903,0.6000000000003638,-3.999999999999819,60.0,42.47,-0.4999999999999716
1538448753131845.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,377.0931,372.1725,-1.0,1.9000000000002721,63.0,42.67,-0.6999999999999886
1538448753631762.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,374.7579,375.717,-0.09999999999990905,1.8118839761882555e-13,60.0,42.62,-0.6999999999999886
1538448754131441.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,374.5077,373.8405,-1.099999999999909,1.8118839761882555e-13,60.0,42.65,-0.8999999999999773
1538448754631659.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,373.8405,373.3401,0.6000000000003638,1.8118839761882555e-13,94.0,42.51,-0.4999999999999716
1538448755131165.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,375.0081,376.88460000000003,1.300000000000182,3.900000000000272,84.0,42.46,-0.19999999999998863
1538448755631323.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,373.5903,374.04900000000004,2.200000000000273,1.9000000000002721,47.0,42.480000000000004,-0.0999999999999659
1538448756131541.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,372.1725,370.7964,2.600000000000364,1.9000000000002721,47.0,42.28,-0.0999999999999659
1538448756631273.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,364.4997,366.5847,-0.09999999999990905,-13.999999999999819,57.0,41.94,2.842170943040401e-14
1538448757131615.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,367.0434,365.6673,-1.199999999999818,1.8118839761882555e-13,74.0,41.660000000000004,-0.8999999999999773
1538448757632273.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,361.6641,362.6232,-1.5,1.8118839761882555e-13,74.0,41.32,-0.9999999999999716
1538448758131861.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,362.1228,360.288,-1.0,1.9000000000002721,99.0,41.18,-0.8999999999999773
1538448758632356.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,360.5382,362.6232,-0.7999999999997272,1.8118839761882555e-13,177.0,41.39,-0.5999999999999659
1538448759131617.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,368.0025,366.5847,-0.3999999999996362,1.8118839761882555e-13,177.0,41.82,-0.19999999999998863
1538448759631639.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,372.4227,372.63120000000004,-0.5,1.8118839761882555e-13,177.0,42.37,-0.5999999999999659
1538448760131305.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,378.2607,377.3433,-0.5,1.8118839761882555e-13,127.0,42.97,-0.4999999999999716
1538448760631607.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,378.9696,379.47,1.300000000000182,1.8118839761882555e-13,83.0,43.19,-0.0999999999999659
1538448761131859.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,378.2607,378.2607,1.1000000000003638,1.8118839761882555e-13,83.0,43.17,-0.0999999999999659
1538448761631759.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,377.3433,376.88460000000003,1.6000000000003638,-1.9999999999998188,83.0,42.94,2.842170943040401e-14
1538448762131860.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,375.46680000000003,374.7579,-0.599999999999909,1.8118839761882555e-13,73.0,42.82,-0.4999999999999716
1538448762631864.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,373.3401,372.0057,1.300000000000182,3.900000000000272,73.0,42.53,-0.39999999999997726
1538448763131601.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,371.0466,371.0466,-0.29999999999972715,1.9000000000002721,73.0,42.29,-0.4999999999999716
1538448763631879.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,369.1701,368.4612,-0.5,-3.999999999999819,65.0,42.03,-0.39999999999997726
1538448764131460.0,110.0,100.0,0.0,1.0,7.0,0.0,0.0,366.12600000000003,366.5847,-0.7999999999997272,1.9000000000002721,65.0,41.77,-0.6999999999999886
