utime,FL_wheel_speed,FR_wheel_speed,RL_wheel_speed,RR_wheel_speed,longitudinal_accel,odom_speed,odom,meanEffTorque,pedal_cc,regen,requestedTorqueAfterProc,transversal_accel,left_solar,right_solar,steer_corrected,steer_offset_can,steer_raw
1538448744457485.0,396.4836,392.77230000000003,391.35450000000003,393.89820000000003,0.0,44.0,124.0,1.0,126.0,0.0,-382.5,-0.5600000000000023,0.0,0.0,-3.199999999999818,-14.300000000000182,-17.5
1538448744466756.0,396.4836,392.77230000000003,394.6071,391.35450000000003,0.0,44.0,124.0,1.0,126.0,0.0,-382.5,-0.5600000000000023,0.0,0.0,-3.199999999999818,-14.300000000000182,-17.5
1538448744478046.0,395.31600000000003,390.8958,394.6071,391.35450000000003,-0.14999999999999858,44.0,124.0,1.0,126.0,0.0,-382.5,-0.539999999999992,0.0,0.0,-3.099999999999909,-14.300000000000182,-17.40000000000009
1538448744486190.0,395.31600000000003,390.8958,394.6071,392.77230000000003,-0.14999999999999858,44.0,124.0,1.0,126.0,0.0,-382.5,-0.539999999999992,0.0,0.0,-3.199999999999818,-14.300000000000182,-17.5
1538448744497514.0,394.1484,393.4395,394.6071,392.77230000000003,0.05000000000000071,44.0,124.0,1.0,126.0,0.0,-382.5,-0.539999999999992,0.0,0.0,-3.199999999999818,-14.300000000000182,-17.5
1538448744507054.0,394.1484,393.4395,393.231,391.60470000000004,0.05000000000000071,44.0,124.0,1.0,126.0,0.0,-382.5,-0.539999999999992,0.0,0.0,-3.099999999999909,-14.300000000000182,-17.40000000000009
1538448744520513.0,392.77230000000003,393.231,393.231,391.60470000000004,0.15000000000000036,44.0,124.0,1.0,126.0,0.0,-382.5,-0.563999999999993,0.0,0.0,-3.099999999999909,-14.300000000000182,-17.40000000000009
1538448744527303.0,392.77230000000003,393.231,396.73380000000003,393.6897,0.15000000000000036,44.0,124.0,1.0,126.0,0.0,-382.5,-0.563999999999993,0.0,0.0,-3.199999999999818,-14.300000000000182,-17.5
1538448744537528.0,394.1484,392.5638,396.73380000000003,393.6897,0.05000000000000071,44.0,124.0,1.0,126.0,0.0,-382.5,-0.5320000000000107,0.0,0.0,-3.099999999999909,-14.300000000000182,-17.40000000000009
1538448744546524.0,394.1484,392.5638,393.231,393.89820000000003,0.05000000000000071,44.0,124.0,1.0,126.0,0.0,-382.5,-0.5320000000000107,0.0,0.0,-3.099999999999909,-14.300000000000182,-17.40000000000009
1538448744558651.0,395.31600000000003,393.89820000000003,393.231,393.89820000000003,-0.14999999999999858,44.0,124.0,1.0,126.0,0.0,-382.5,-0.5120000000000005,0.0,0.0,-3.099999999999909,-14.300000000000182,-17.40000000000009
1538448744566646.0,395.31600000000003,393.89820000000003,394.8573,393.6897,-0.14999999999999858,44.0,124.0,1.0,126.0,0.0,-382.5,-0.5120000000000005,0.0,0.0,-3.199999999999818,-14.300000000000182,-17.5
1538448744578063.0,395.5662,393.6897,394.8573,393.6897,-0.14999999999999858,44.0,124.0,1.0,126.0,0.0,-382.5,-0.5320000000000107,0.0,0.0,-3.199999999999818,-14.300000000000182,-17.5
1538448744586505.0,395.5662,393.6897,395.0658,393.02250000000004,-0.14999999999999858,44.0,124.0,1.0,126.0,0.0,-382.5,-0.5320000000000107,0.0,0.0,-3.199999999999818,-14.300000000000182,-17.5
1538448744597046.0,394.8573,392.77230000000003,395.0658,393.02250000000004,-0.14999999999999858,44.0,124.0,1.0,126.0,0.0,-382.5,-0.5240000000000009,0.0,0.0,-3.199999999999818,-14.300000000000182,-17.5
1538448744606525.0,394.8573,392.77230000000003,394.8573,394.1484,-0.14999999999999858,44.0,124.0,1.0,126.0,0.0,-382.5,-0.5240000000000009,0.0,0.0,-3.099999999999909,-14.300000000000182,-17.40000000000009
1538448744617536.0,395.0658,393.6897,394.8573,394.1484,0.05000000000000071,44.0,124.0,1.0,126.0,0.0,-382.5,-0.5320000000000107,0.0,0.0,-3.199999999999818,-14.300000000000182,-17.5
1538448744626882.0,395.0658,393.6897,396.2751,393.231,0.05000000000000071,44.0,124.0,1.0,126.0,0.0,-382.5,-0.5320000000000107,0.0,0.0,-3.199999999999818,-14.300000000000182,-17.5
1538448744637452.0,395.0658,393.02250000000004,396.2751,393.231,-0.09999999999999964,44.0,124.0,1.0,126.0,0.0,-382.5,-0.539999999999992,0.0,0.0,-3.099999999999909,-14.300000000000182,-17.40000000000009
1538448744646696.0,395.0658,393.02250000000004,394.3986,393.89820000000003,-0.09999999999999964,44.0,124.0,1.0,126.0,0.0,-382.5,-0.539999999999992,0.0,0.0,-3.199999999999818,-14.300000000000182,-17.5
1538448744658270.0,396.2751,393.4395,394.3986,393.89820000000003,-0.09999999999999964,44.0,124.0,1.0,126.0,0.0,-382.5,-0.5159999999999911,0.0,0.0,-3.199999999999818,-14.300000000000182,-17.5
1538448744668096.0,396.2751,393.4395,395.0658,394.3986,-0.09999999999999964,44.0,124.0,1.0,126.0,0.0,-382.5,-0.5159999999999911,0.0,0.0,-3.099999999999909,-14.300000000000182,-17.40000000000009
1538448744678647.0,396.2751,395.5662,395.0658,394.3986,-0.14999999999999858,44.0,124.0,1.0,126.0,0.0,-382.5,-0.5240000000000009,0.0,0.0,-3.199999999999818,-14.300000000000182,-17.5
1538448744686631.0,396.2751,395.5662,396.73380000000003,394.1484,-0.14999999999999858,44.0,124.0,1.0,126.0,0.0,-382.5,-0.5240000000000009,0.0,0.0,-3.099999999999909,-14.300000000000182,-17.40000000000009
1538448744699498.0,395.7747,394.8573,396.73380000000003,394.1484,-0.25,44.0,124.0,1.0,126.0,0.0,-382.5,-0.5279999999999916,0.0,0.0,-3.199999999999818,-14.300000000000182,-17.5
1538448744707943.0,395.7747,394.8573,395.0658,394.1484,-0.25,44.0,124.0,1.0,126.0,0.0,-382.5,-0.5279999999999916,0.0,0.0,-3.199999999999818,-14.300000000000182,-17.5
1538448744717685.0,395.7747,394.3986,395.0658,394.1484,-0.049999999999998934,44.0,124.0,1.0,126.0,0.0,-382.5,-0.539999999999992,0.0,0.0,-3.099999999999909,-14.300000000000182,-17.40000000000009
1538448744727029.0,395.7747,394.3986,395.0658,393.6897,-0.049999999999998934,44.0,124.0,1.0,126.0,0.0,-382.5,-0.539999999999992,0.0,0.0,-3.099999999999909,-14.300000000000182,-17.40000000000009
1538448744737844.0,397.9014,395.5662,395.0658,393.6897,-0.14999999999999858,44.0,124.0,1.0,126.0,0.0,-382.5,-0.5279999999999916,0.0,0.0,-3.199999999999818,-14.300000000000182,-17.5
1538448744746335.0,397.9014,395.5662,394.1484,393.6897,-0.14999999999999858,44.0,124.0,1.0,126.0,0.0,-382.5,-0.5279999999999916,0.0,0.0,-3.099999999999909,-14.300000000000182,-17.40000000000009
1538448744758437.0,395.5662,393.6897,394.1484,393.6897,-0.29999999999999893,44.0,124.0,1.0,126.0,0.0,-382.5,-0.5240000000000009,0.0,0.0,-3.099999999999909,-14.300000000000182,-17.40000000000009
1538448744766639.0,395.5662,393.6897,393.4395,395.31600000000003,-0.29999999999999893,44.0,124.0,1.0,126.0,0.0,-382.5,-0.5240000000000009,0.0,0.0,-3.199999999999818,-14.300000000000182,-17.5
1538448744778019.0,396.4836,393.89820000000003,393.4395,395.31600000000003,0.10000000000000142,44.0,124.0,1.0,126.0,0.0,-382.5,-0.5480000000000018,0.0,0.0,-3.099999999999909,-14.300000000000182,-17.40000000000009
1538448744787454.0,396.4836,393.89820000000003,397.6512,392.77230000000003,0.10000000000000142,44.0,124.0,1.0,126.0,0.0,-382.5,-0.5480000000000018,0.0,0.0,-3.099999999999909,-14.300000000000182,-17.40000000000009
1538448744798140.0,398.8188,394.6071,397.6512,392.77230000000003,-0.1999999999999993,44.0,124.0,1.0,126.0,0.0,-382.5,-0.5440000000000111,0.0,0.0,-3.199999999999818,-14.300000000000182,-17.5
1538448744806565.0,398.8188,394.6071,395.31600000000003,394.1484,-0.1999999999999993,44.0,124.0,1.0,126.0,0.0,-382.5,-0.5440000000000111,0.0,0.0,-3.199999999999818,-14.300000000000182,-17.5
