range,azimuth,vr,rcs,vr_comp,x_cc,y_cc,x_seq,y_seq,label_id
10.472558,-1.011574,17.294369,-11.410826,0.21770139,-4.700371,-7.1760554,1981.3772,509.87796,11.0
7.429993,-0.6042178,10.730876,-11.405286,0.16623758,-0.013375959,-7.3297067,1986.0208,509.22354,11.0
7.903455,-0.73267335,12.833316,-15.485169,-0.02941549,-1.095253,-7.1835966,1984.9608,509.4846,11.0
10.827686,-0.6334267,11.232096,-23.452482,0.12820184,-1.967073,-10.121841,1983.7795,506.65656,11.0
4.608963,-0.70568115,12.499641,-19.951225,0.10343536,0.9885188,-4.6266236,1987.3063,511.80383,11.0
4.861554,-0.660565,11.564227,-21.17987,-0.032214496,1.0233858,-4.9555416,1987.3058,511.47308,11.0
5.0179,-0.78825027,13.775047,-15.631678,-0.01837748,0.42409232,-4.7055964,1986.7367,511.78574,11.0
5.167788,-0.80333096,13.943023,-13.060773,-0.09571401,0.26820067,-4.769328,1986.5748,511.73907,11.0
6.267307,-0.52356386,9.07833,-17.647408,0.048099894,1.0107963,-6.5514636,1987.1224,509.8877,11.0
7.2856083,-0.53643864,9.296074,-16.933098,0.016705094,0.49514106,-7.4338503,1986.5153,509.06555,11.0
7.8718987,-0.33656037,5.189487,-20.071554,-0.074765585,1.7158458,-8.500278,1987.6149,507.8746,11.0
5.5725574,-0.409239,6.794639,-25.458643,0.037525613,1.8961636,-6.1580434,1988.0448,510.18408,11.0
5.618462,-0.3916243,6.41726,-25.383179,0.01898406,1.9757419,-6.23213,1988.116,510.1019,11.0
5.731987,-0.3825187,6.116765,-22.568268,-0.09523144,1.9915043,-6.355862,1988.1184,509.9772,11.0
5.82836,-0.28380835,4.1238227,-23.242577,-0.039007287,2.5210962,-6.5884037,1988.6201,509.6893,11.0
6.2003284,-0.33490157,5.245325,-21.327906,0.015499633,2.1392848,-6.8831882,1988.2089,509.43707,11.0
6.391836,-0.30584502,4.7265925,-21.717865,0.102067836,2.2728891,-7.111843,1988.3173,509.19543,11.0
6.4037185,-0.24298923,3.2925527,-21.36185,-0.009897076,2.665673,-7.198579,1988.6985,509.06714,11.0
6.4402785,-0.19053422,2.234034,-17.49107,0.045101553,2.9949083,-7.278532,1989.0173,508.95242,11.0
6.4614997,-0.15772562,1.5280786,-18.938026,0.038864505,3.2038789,-7.3181677,1989.2208,508.89066,11.0
6.6472864,-0.13012315,0.94368225,-18.55741,0.044426084,3.3738523,-7.5139947,1989.3689,508.67773,11.0
6.7085385,-0.008415107,-1.8018676,-20.772161,-0.097739734,4.1870446,-7.561039,1990.1724,508.54395,11.0
6.733916,-0.089743115,0.015205718,-21.055464,-0.019883202,3.6419072,-7.6068826,1989.6255,508.5567,11.0
6.963405,-0.054747712,-0.73915,-20.950436,-0.025210481,3.884838,-7.8328705,1989.8428,508.306,11.0
7.0276976,-0.09230592,0.16616414,-20.073538,0.076212496,3.6229768,-7.9005837,1989.5752,508.26672,11.0
