range,azimuth,vr,rcs,vr_comp,x_cc,y_cc,x_seq,y_seq,label_id
10.978722,-0.6329103,11.080485,-17.049131,0.08868929,-2.0407634,-10.2538,1605.8876,522.47815,11.0
5.735036,-0.77628696,13.387283,-16.137844,-0.054754574,0.013869085,-5.2973056,1608.5585,527.13153,11.0
7.97998,-0.29945913,4.629873,-21.59407,0.11460078,1.9772707,-8.672897,1610.0746,523.53284,11.0
7.9857535,-0.2863603,4.242275,-21.984009,-0.003472387,2.0784364,-8.699967,1610.1715,523.49304,11.0
8.142776,-0.33155534,5.1179433,-18.402975,-0.054378077,1.6883564,-8.77272,1609.7754,523.4707,11.0
8.214086,-0.41185674,6.856894,-19.520746,0.06551319,1.0382559,-8.656439,1609.1454,523.66907,11.0
8.418731,-0.3046725,4.6317034,-19.362925,0.009372471,1.8417116,-9.092363,1609.8866,523.1341,11.0
8.433639,-0.3446251,5.398821,-19.052107,-0.03956611,1.5110637,-9.027473,1609.5669,523.2407,11.0
8.819985,-0.33483618,5.1897774,-18.87779,-0.04941858,1.4960696,-9.422652,1609.5016,522.85065,11.0
8.977474,-0.27888814,4.1289515,-20.917423,0.037281483,1.9474516,-9.685034,1609.9158,522.5328,11.0
9.22058,-0.19655526,2.413492,-18.10991,0.03276493,2.6512895,-10.037908,1610.5687,522.0929,11.0
10.585541,-0.17875597,1.866006,-21.844826,-0.14231637,2.6889734,-11.413633,1610.4304,520.72363,11.0
11.298893,-0.20699671,2.389162,-22.385796,-0.20968223,2.3060558,-12.090116,1609.9642,520.1016,11.0
12.13415,-0.14967208,-13.333901,-24.818317,-14.732403,2.898312,-12.98303,1610.4376,519.1403,11.0
4.5813904,-0.20861705,2.7580554,-13.655121,0.12538807,3.1054275,-5.4203343,1611.609,526.6146,11.0
4.592895,-0.26166853,3.8430471,-13.366748,0.10730618,2.8630786,-5.3956995,1611.3718,526.67004,11.0
4.5966473,-0.22327054,3.0201778,-13.74386,0.081954636,3.036777,-5.4267907,1611.5402,526.617,11.0
4.6377006,-0.31106892,4.8662977,-12.381697,0.11278633,2.6307495,-5.3943634,1611.1416,526.70105,11.0
7.45074,-0.14710495,1.3396626,-20.321909,-0.0049474114,3.2125487,-8.310111,1611.3462,523.73486,11.0
7.596862,-0.25626385,3.6687787,-19.663506,0.044985462,2.380343,-8.360797,1610.5143,523.7909,11.0
7.8794694,-0.2226145,3.0091689,-19.415842,0.084612325,2.5946636,-8.6797085,1610.6862,523.4472,11.0
7.9061613,0.0204376,-2.2452068,-17.606747,-0.06995315,4.5077267,-8.733905,1612.5765,523.1491,11.0
7.913328,0.07005864,-3.27705,-20.1187,-0.06659273,4.8977113,-8.689409,1612.969,523.1434,11.0
7.9904275,-0.06667237,-0.3042972,-18.236132,0.042259958,3.8223062,-8.861839,1611.8804,523.10974,11.0
